"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"AMHERST WATERWORKS","","","","1,058","Ground water","PO BOX 36
160 MILL ST
Amherst, WI 54406-0004","","AMHERST","Portage"
"AMITY SCHOOL","","","","30","Ground water","EDUCATION SERVICE CENTER
950 WILCOX ST
WAUPUN, WI 53963","","BRANDON","Fond du Lac"
"AMNICON ACRES CMPGD AND TAVERN RESTAURANT","","","","25","Ground water","8127 SOUTH CTY RD A
Superior, WI 54880","","SUPERIOR","Douglas"
"AMNICON BAR","","","","25","Ground water","8127 SOUTH CTY RD A
Superior, WI 54880","","SUPERIOR","Douglas"
"AMNICON TOWN HALL & SR CITIZEN CENTER","","","","25","Ground water","8985 E US HWY 2
South Range, WI 54874","","WENTWORTH","Douglas"
"AMORIM CORK COMPOSITES","","","","100","Ground water","26112 110TH ST
TREVOR, WI 53179","","TREVOR","Kenosha"
"AMPI JIM FALLS","","","","150","Ground water","14193 CTH S
PO BOX 8
JIM FALLS, WI 54748","","JIM FALLS","Chippewa"
"ANCHOR BAY BAR & GRILL LLC","","","","25","Ground water","4995 80TH STREE, NORTH
WISCONSIN RAPIDS, WI 54494","","WISCONSIN RAPIDS","Wood"
"ANCHOR BAY CAMPING & CABINS","","","","25","Ground water","W9076 CTY HWY E
Spooner, WI 54801","","SPOONER","Washburn"
"ANCHOR INN","","","","220","Ground water","718 E HWY 59
EDGERTON, WI 53534-8964","","EDGERTON","Rock"
"ANCHOR POINT FLEET OFFICE","","","","25","Ground water","9118 Marion Ln
PO Box 226
Fremont, WI 54940-0226","","FREMONT","Winnebago"
"ANCHOR POINT MARINA","","","","25","Ground water","UNKNOWN
PO BOX 339
FREMONT, WI 54940","","FREMONT","Winnebago"
"ANCHORAGE COVE CONDOS EAST PARKING","","","","113","Ground water","8135 White Cliff Rd
Egg Harbor, WI 54209","","EGG HARBOR","Door"
"ANDERSEN SCOUT CAMP ADIRONDACK 123","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP FARM","","","","25","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP GOOD MEDICINE","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP HOUSE","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP MASTER CABIN","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP PETERSON CABINS","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSEN SCOUT CAMP SHELTER 2","","","","100","Ground water","6202 BLOOMINGTON RD
FORT SNELLING, MN 55111-2600","","HOULTON","St. Croix"
"ANDERSONS SUPPER CLUB","","","","25","Ground water","15695 STH 32
LAKEWOOD, WI 54138","","LAKEWOOD TN","Oconto"
"ANDERSONS TRAILER COURT","","","","95","Ground water","1156 24 1/4 ST
PO BOX 4
Cameron, WI 54822","","RICE LAKE","Barron"
"ANDYS MEATS INC","","","","45","Ground water","4021 W KINZIE ST
CHICAGO, IL 60624","","ENDEAVOR","Marquette"
"ANGELICA COMMUNITY PARK","","","","25","Ground water","W1583 CTH C
PULASKI, WI 54162","","KRAKOW","Shawano"
"ANGELICA MOBIL","","","","25","Ground water","246 S MAIN ST
THIENSVILLE, WI 53092","","PULASKI","Shawano"
"ANGELICA UN METHODIST CH","","","","25","Ground water","238 THIRD AVE
PULASKI, WI 54162","","PULASKI","Shawano"
"ANGELINAS RISTORANTE","","","","50","Ground water","PO BOX 180559
DELAFIELD, WI 53018","","DELAFIELD","Waukesha"
"ANGELS GRACE HOSPICE","","","","39","Ground water","N17W24100 RIVERWOOD DRIVE
SUITE 250
WAUKESHA, WI 53188","","OCONOMOWOC","Waukesha"
"ANGELS HIDEAWAY","","","","25","Ground water","N1405 HWY 12 & 16
Lyndon Station, WI 53944","","LYNDON STATION","Juneau"
"ANGLERS BAIT SHOP BAR & GRILL","","","","25","Ground water","W230 CTH H
FREMONT, WI 54940","","FREMONT","Waupaca"
"ANGLERS HAVEN RESORT","","","","50","Ground water","15437 W COUNTY RD KK
HAYWARD, WI 54843","","HAYWARD","Sawyer"
"ANGRYS WAY OUT","","","","25","Ground water","ATTN:  CHRIS O'HEARN
W7889 CTH ZN
ONALASKA, WI 54650","","ONALASKA","La Crosse"
"ANIMAL CARE CENTER","","","","25","Ground water","591 LENERTZ ROAD
HUDSON, WI 54016","","HUDSON","St. Croix"
"ANIMAL HAVEN ZOO","","","","25","Ground water","N1720 BUCHOLTZ RD
WEYAUWEGA, WI 54983","","WEYAUWEGA","Waupaca"
"ANIMALS BEAR TRAIL BAR","","","","25","Ground water","16895 STH 64
MOUNTAIN, WI 54149","","DOTY TN","Oconto"
"ANKER INN SMOKEHOUSE","","","","52","Ground water","11026 WI-133
CASSVILLE, WI 53806","","CASSVILLE","Grant"
"ANNA GENE PARK","","","","25","Ground water","JON HARRIS-DEPT HEAD
P.O. BOX 211
SOLON SPRINGS, WI 54873","","SOLON SPRINGS","Douglas"
"ANNAS HOUSE","","","","32","Ground water","5449 CTH K
NEW FRANKEN, WI 54229","","NEW FRANKEN","Brown"
"ANNEX WEALTH CENTER","","","","150","Ground water","12700 W BLUEMOUND RD
STE 200
ELM GROVE, WI 53122","","ELM GROVE","Waukesha"
"ANNIES CAMPGROUND","","","","25","Ground water","W12505 ROOSEVELT RD
GRESHAM, WI 54128","","GRESHAM","Shawano"
"ANNIES CMPGD HOUSE WELL","","","","25","Ground water","W12505 ROOSEVELT RD
GRESHAM, WI 54128","","GRESHAM","Shawano"
"ANNIES CMPGD PAVILION","","","","25","Ground water","W12505 ROOSEVELT RD
GRESHAM, WI 54128","","GRESHAM","Shawano"
"ANNIES T & T LLC","","","","50","Ground water","5203 KEYES LAKE DR
FLORENCE, WI 54121","","NIAGARA","Florence"
"ANNIES TRADING POST","","","","25","Ground water","5203 KEYES LAKE DR
FLORENCE, WI 54121","","FLORENCE","Florence"
"ANNS FARMINGTON INN","","","","43","Ground water","N6443 S FARMINGTON RD
HELENVILLE, WI 53137-9756","","HELENVILLE","Jefferson"
"ANSON TOWN PARK","","","","30","Ground water","20326 - 115TH AVE
JIM FALLS, WI 54748","","JIM FALLS","Chippewa"
"ANTHONYS RISTORANTE","","","","50","Ground water","7575 TRAILWOOD DRIVE
MINOCQUA, WI 54548","","WOODRUFF","Oneida"
"ANTHONYS STEAK HOUSE","","","","149","Ground water","PO BOX 1118
W3354 HWY 50
LAKE GENEVA, WI 53147-6118","","LAKE GENEVA","Walworth"
"ANTIGO BASS LAKE COUNTRY CLUB","","","","25","Ground water","10650 BASS LAKE RD
DEERBROOK, WI 54424","","DEERBROOK","Langlade"
"ANTIGO BASS LAKE COUNTRY CLUB HOLE #14","","","","75","Ground water","10650 BASS LAKE RD
DEERBROOK, WI 54424","","DEERBROOK","Langlade"
"ANTIGO BASS LAKE COUNTRY CLUB HOLE #3","","","","75","Ground water","10650 BASS LAKE RD
DEERBROOK, WI 54424","","DEERBROOK","Langlade"
"ANTIGO WATERWORKS","","","","8,234","Ground water","CITY HALL - KAYE MATUCHESKI
700 EDISON ST
Antigo, WI 54409","","ANTIGO","Langlade"
"ANTLER INN","","","","25","Ground water","P.O. BOX 210
MINONG, WI 54859","","WASCOTT","Douglas"
"ANTLERS SPORTS BAR & GRILL","","","","27","Ground water","5600 CTH II
Larsen, WI 54947","","LARSEN","Winnebago"
"ANTLERS TAVERN","","","","50","Ground water","N6056 BISSON RD
GLEN FLORA, WI 54526","","INGRAM","Rusk"
"ANTONIAS PANCAKE HOUSE","","","","85","Ground water","102 BALSAM CT
LAKE VILLA, IL 60046","","PADDOCK LAKE","Kenosha"
"ANTONS SALOON LLC","","","","27","Ground water","26320 HWY W
SHULLSBURG, WI 53586","","NEW DIGGINGS","Lafayette"
"ANYTIME FITNESS","","","","25","Ground water","26195 OLD 35
WEBSTER, WI 54893","","SIREN","Burnett"
"ANYTIME FITNESS/CREAM CITY MUSIC","","","","129","Ground water","UNKNOWN
PO BOX 195
ELM GROVE, WI 53122","","BROOKFIELD","Waukesha"
"APARTMENTS OF STONERIDGE","","","","75","Ground water","P.O. Box 781
Pewaukee, WI 53072","","DELAFIELD","Waukesha"
"APOLLO TOOL INC","","","","37","Ground water","527 W 4TH ST
PO BOX 305
WESTFIELD, WI 53964-0305","","WESTFIELD","Marquette"
"APOSTLE HIGHLANDS GOLF COURSE","","","","25","Ground water","34745 MADELINE TR
BAYFIELD, WI 54814","","BAYFIELD","Bayfield"
"APOSTLE ISLANDS VIEW CMPGD","","","","50","Ground water","85150 TRAILER CT RD
BAYFIELD, WI 54814","","BAYFIELD","Bayfield"
"APOSTOLIC WORSHIP CENTER","","","","37","Ground water","W4603 HWY 64
BRYANT, WI 54418-9508","","ELTON","Langlade"
"APPLE CREEK FAMILY CMPGD","","","","25","Ground water","3831 CTH U
DE PERE, WI 54115","","DE PERE","Brown"
"APPLE EATERY","","","","25","Ground water","712 170TH AVE
SOMERSET, WI 54025","","NEW RICHMOND","St. Croix"
"APPLE GROVE LUTHERAN CHURCH","","","","50","Ground water","14501 APPLE GROVE CHURCH RD
PO BOX 217
ARGYLE, WI 53504","","ARGYLE","Lafayette"
"APPLE HOLLER RESTAURANT","","","","120","Ground water","5006 S SYLVANIA AVE
PO BOX 452
Sturtevant, WI 53177","","STURTEVANT","Racine"
"APPLE RIDGE ACADEMY - NEW BERLIN","","","","165","Ground water","CO APPLE RIDGE ACADEMY
17612 W NATIONAL AVE
NEW BERLIN, WI 53146","","NEW BERLIN","Waukesha"
"APPLE RIDGE ACADEMY - PEWAUKEE","","","","150","Ground water","CO APPLE RIDGE ACADEMY
17612 W NATIONAL AVE
NEW BERLIN, WI 53146","","PEWAUKEE","Waukesha"
"APPLE RIVER COMMUNITY CHURCH","","","","70","Ground water","942 US HWY 8
AMERY, WI 54001","","AMERY","Polk"
"APPLE RIVER COUNTRY INN","","","","25","Ground water","977 US HWY 8
AMERY, WI 54001","","AMERY","Polk"
"APPLE RIVER HIDE-AWAY","","","","25","Ground water","712 170TH AVE
SOMERSET, WI 54025","","SOMERSET","St. Croix"
"APPLE RIVER PARK","","","","25","Ground water","POLK CO GOVT CENTER
100 POLK PLAZA, SUITE 10
Balsam Lake, WI 54810","","BALSAM LAKE","Polk"
"APPLE RIVER RESORT","","","","25","Ground water","1026 STATE RD 46
Amery, WI 54001-9579","","AMERY","Polk"
"APPLECREEK RESORT","","","","69","Ground water","UNKNOWN
PO BOX 157
Fish Creek, WI 54212-0157","","FISH CREEK","Door"
"APPLETON PUBLIC MONTESSORI","","","","165","Ground water","MAINT SUP
410 S ELM ST
APPLETON, WI 54911","","APPLETON","Outagamie"
"APPLETON WATERWORKS","","","","72,000","Surface water","CITY OF APPLETON
100 N APPLETON ST
APPLETON, WI 54911-4799","","MENASHA","Outagamie"
"APPLEWOOD HILL","","","","125","Ground water","6948 APPLEWOOD DR
MADISON, WI 53719","","MADISON","Dane"
"APPLIED ECOLOGICAL SERVICES -BUSINESS OFFICE","","","","37","Ground water","17921 W SMITH RD
P O Box 256
Brodhead, WI 53520","","BRODHEAD","Rock"
"APPLIED ECOLOGICAL SERVICES -WAREHOUSE","","","","33","Ground water","17921 W SMITH RD
P O Box 256
Brodhead, WI 53520","","BRODHEAD","Rock"
"AQUALAND CAMPGROUND","","","","30","Ground water","2445 HWY Q
PO BOX 538
SISTER BAY, WI 54234","","SISTER BAY","Door"
"AQUAMASTER","","","","45","Ground water","ATTN: BIAGIO J NIGRELLI JR
16024 COUNTY ROAD X
KIEL, WI 53042-9741","","KIEL","Manitowoc"
"ARBOR VIEW ASSISTED LIVING 1","","","","35","Ground water","34201 ARBOR LN
BURLINGTON, WI 53105","","BURLINGTON","Racine"
"ARBOR VIEW ASSISTED LIVING 2","","","","35","Ground water","34201 ARBOR LN
BURLINGTON, WI 53105","","BURLINGTON","Racine"
"ARBOR VITAE CMPGD LT WELL","","","","25","Ground water","10545 BIG ARBOR VITAE DR
ARBOR VITAE, WI 54568","","ARBOR VITAE","Vilas"
"ARBOR VITAE CMPGD MOBILE HOMES","","","","25","Ground water","10545 BIG ARBOR VITAE DR
ARBOR VITAE, WI 54568","","ARBOR VITAE","Vilas"
"ARBOR VITAE MOTEL","","","","55","Ground water","1431 Hwy 51N
ARbor Vitae, WI 54568","","ARBOR VITAE","Vilas"
"ARBOR VITAE WOODRUFF EL SCH","","","","575","Ground water","11065 OLD HWY 51 N
WOODRUFF, WI 54568","","ARBOR VITAE","Vilas"
"ARBORS","","","","280","Ground water","N14 W30463 WILLOW HILL RD
DELAFIELD, WI 53018","","DELAFIELD","Waukesha"
"ARBUTUS LUTHERAN CHURCH","","","","25","Ground water","W6607 CHURCH LANE
PEARSON, WI 54462","","PEARSON","Langlade"
"ARBUTUS MOTEL","","","","25","Ground water","N9675 CTH K
Merrillan, WI 54754","","MERRILLAN","Jackson"
"ARBY'S ROAST BEEF RESTAURANT","","","","120","Ground water","W329 N4492 LAKELAND DR
NASHOTAH, WI 53058-9502","","MUSKEGO","Waukesha"
"ARBYS","","","","520","Ground water","641 E LAKE STREET #226
Wayzata, MN 55391","","BROOKFIELD","Waukesha"
"ARCADIA WATERWORKS","","","","3,061","Ground water","203 W Main St
Arcadia, WI 54612-1828","","ARCADIA","Trempealeau"
"ARCHIES HEAVENLY SPIRITS BAR","","","","25","Ground water","2534 Turnbury Rd
Green Bay, WI 54313","","LITTLE SUAMICO","Oconto"
"ARCTIC SPRINGS COUNTRY CLUB","","","","30","Ground water","N18078 CO RD T
Galesville, WI 54630-9801","","GALESVILLE","Trempealeau"
"ARENA WATERWORKS","","","","834","Ground water","UNKNOWN
345 W STREET
ARENA, WI 53503","","ARENA","Iowa"
"ARGYLE WATERWORKS","","","","823","Ground water","401 E MILWAUKEE ST
BOX 246
Argyle, WI 53504-0246","","ARGYLE","Lafayette"
"ARKANSAW UNITED METHODIST CHURCH","","","","26","Ground water","N6313 N PRESCOTT STREE
Arkansaw, WI 54721","","ARKANSAW","Pepin"
"ARLINGTON WATERWORKS","","","","823","Ground water","200 COMMERCIAL ST
PO BOX 207
ARLINGTON, WI 53911-0207","","ARLINGTON","Columbia"
"ARMSTRONG CREEK PUB","","","","25","Ground water","4586 ELM ST
LAONA, WI 54541","","ARMSTRONG CREEK","Forest"
"ARMSTRONG CREEK PUBLIC PARK","","","","25","Ground water","8105 STATE HWY 101
Armstrong Creek, WI 54103","","ARMSTRONG CREEK","Forest"
"ARMSTRONG PARK ARCHERY BARN","","","","29","Ground water","1525 HOWE ST - MAIL STATION 07
RACINE, WI 53403-2236","","RACINE","Racine"
"ARNOLD BAR","","","","50","Ground water","33278 CTH M
SHELDON, WI 54766","","SHELDON","Chippewa"
"AROMAS","","","","25","Ground water","P.O. BOX 592
THREE LAKES, WI 54562","","EAGLE RIVER","Oneida"
"AROMAS","","","","25","Ground water","PO BOX 215
MAPLE, WI 54854","","MAPLE","Douglas"
"ARPIN CRANBERRY CAMPGROUND","","","","154","Ground water","N4690 MCKENNA ROAD
WARRENS, WI 54666","","WARRENS","Jackson"
"ARROWHEAD BIBLE CAMP","","","","120","Ground water","30765 117th St
New Auburn, WI 54757-8124","","NEW AUBURN","Chippewa"
"ARROWHEAD CAMPGROUND","","","","100","Ground water","ATTN:  KURT
PO BOX 295, W1530 ARROWHEAD RD
Wisconsin Dells, WI 53965","","WISCONSIN DELLS","Juneau"
"ARROWHEAD GOLF COURSE","","","","42","Ground water","3284 CONESTOGA TRAIL
RICHFIELD, WI 53076-9603","","RICHFIELD","Washington"
"ARROWHEAD SALOON","","","","25","Ground water","12388 S SHORE DR
SURING, WI 54174","","BREED TN","Oconto"
"ARTESIAN WELL CTH Q","","","","25","Ground water","2316 Berringer Rd
Manitowoc, WI 54220","","MANITOWOC","Manitowoc"
"ARTHUR HAUS","","","","208","Ground water","9315 Hwy 80 North
Platteville, WI 53818","","PLATTEVILLE","Grant"
"ARTHURS","","","","50","Ground water","HWY 14 & 23
PO BOX 116
SPRING GREEN, WI 53588","","SPRING GREEN","Sauk"
"ARTUS PELICAN LAKE HOTEL","","","","50","Ground water","3542 N PRAIRIEWOOD DR
APPLETON, WI 54913","","PELICAN LAKE","Oneida"
"ASCENSION EVANGELICAL LUTHERAN CHURCH","","","","25","Ground water","Ascention Evan Luth Church
1500 Peterson Ave
Eau Claire, WI 54703-8714","","EAU CLAIRE","Eau Claire"
"ASCENSION LUTHERAN CH","","","","50","Ground water","W6106 NAVARINO RD
SHIOCTON, WI 54170","","SHIOCTON","Shawano"
"ASCENSION LUTHERAN CHURCH","","","","120","Ground water","7937 HWY 51 S, PO BOX 940
MINOCQUA, WI 54548","","MINOCQUA","Oneida"
"ASH CREEK UNITED METHODIST","","","","87","Ground water","28820 Henry Clark Ln
Richland Center, WI 53581","","RICHLAND CENTER","Richland"
"ASHBROOKE SUITES MOTEL","","","","30","Ground water","7942 STH 42
EGG HARBOR, WI 54209","","EGG HARBOR","Door"
"ASHIPPUN BP","","","","610","Ground water","N649 HWY 67
PO BOX 63
ASHIPPUN, WI 53003","","ASHIPPUN","Dodge"
"ASHIPPUN SPORTSMENS CLUB","","","","35","Ground water","W2629 ELM ST
PO BOX 147
ASHIPPUN, WI 53003","","ASHIPPUN","Dodge"
"ASHLAND FORD CHRYSLER","","","","50","Ground water","2702 GOLF COURSE RD
ASHLAND, WI 54806","","ASHLAND","Bayfield"
"ASHLAND MUNICIPAL AIRPORT JFK MEMORIAL AIRPORT","","","","25","Ground water","SANBORN AVE
Ashland, WI 54806","","ASHLAND","Ashland"
"ASHLAND TOWN HALL","","","","25","Ground water","RT 1
HIGHBRIDGE, WI 54846","","MARENGO","Ashland"
"ASHLAND WATER UTILITY","","","","9,115","Surface water","2020 6TH STREET EAST
ASHLAND, WI 54806","","ASHLAND","Ashland"
"ASHLEY FURNITURE HOMESTORE","","","","220","Ground water","2515 CABELA WAY
RICHFIELD, WI 53076","","RICHFIELD","Washington"
"ASHLEY MARIES VIADUCT BAR","","","","25","Ground water","1701 W MCMILLAN ST
MARSHFIELD, WI 54449","","MARSHFIELD","Marathon"
"ASHLEY TAVERN & BALLROOM","","","","35","Ground water","1602 E WAUSAU AVE
WAUSAU, WI 54403","","MOSINEE","Marathon"
"ASHLEY YORKVILLE LLC - SUITE A","","","","30","Ground water","9810 SOUTH DORCHESTER AVE
CHICAGO, IL 60638","","STURTEVANT","Racine"
"ASHLEY YORKVILLE LLC - SUITE K","","","","50","Ground water","9810 SOUTH DORCHESTER AVE
CHICAGO, IL 60638","","STURTEVANT","Racine"
"ASHWAUBENON WATERWORKS","","","","17,730","Surface water purchased","VILLAGE OF ASHWAUBENON
2155 HOLMGREN WAY
GREEN BAY, WI 54304-4605","","GREEN BAY","Brown"
"ASHWOOD GROVE 1-8","","","","941","Ground water","FLOOD MOBILE HOMES
N7559 N PIONEER RD
FOND DU LAC, WI 54937-9714","","FOND DU LAC","Fond du Lac"
"ASKEATON PARK","","","","25","Ground water","1847 Hill Rd
Greenleaf, WI 54126","","GREENLEAF","Brown"
"ASPEN RIDGE","","","","50","Ground water","74092 STATE HIGHWAY 77
MELLEN, WI 54546","","MARENGO","Ashland"
"ASSEMBLY OF GOD CHURCH","","","","25","Ground water","2202 STH 13
Adams, WI 53910","","ADAMS","Adams"
"ASSEMBLY PARK BIBLE CAMP SHOWER HOUSE","","","","25","Ground water","10682 E. MINNESUING ACRES DR
Lake Nebagamon, WI 54849","","LAKE NEBAGAMON","Douglas"
"ASSEMBLY PARK BIBLE CAMP STAFF AREA","","","","50","Ground water","10682 E. MINNESUING ACRES DR
Lake Nebagamon, WI 54849","","LAKE NEBAGAMON","Douglas"
"ASSEMBLY PARK BIBLE CAMP-KITCHEN","","","","25","Ground water","10682 E. MINNESUING ACRES DR
Lake Nebagamon, WI 54849","","LAKE NEBAGAMON","Douglas"
"ASSOCIATED BANK","","","","36","Ground water","4949 W BROWN DEER ROAD
MILWAUKEE, WI 53223","","THIENSVILLE","Ozaukee"
"ASSOCIATED BANK OF OCONOMOWOC","","","","104","Ground water","N48 W35876 WISCONSIN AVE
OCONOMOWOC, WI 53066","","OCONOMOWOC","Waukesha"
"ASSOCIATED BANK SISTER BAY BRANCH","","","","87","Ground water","10440 TOWNLINE RD
SISTER BAY, WI 54234","","SISTER BAY","Door"
"ASSOCIATED BANK-MEQUON","","","","41","Ground water","4949 W BROWN DEER ROAD
MILWAUKEE, WI 53223","","MEQUON","Ozaukee"
"ASSOCIATED TRAINING SERVICES (DIESEL DRIVING SCHOOL)","","","","92","Ground water","7190 ELDER LN
PO BOX 558
SUN PRAIRIE, WI 53590","","SUN PRAIRIE","Dane"
"ASSUMPTION CATHOLIC CHURCH","","","","90","Ground water","P.O. BOX 9
SOMERSET, WI 54025","","SOMERSET","Polk"
"ASTICO PARK - NORTH ARTESIAN WELL","","","","50","Ground water","127 E OAK ST
JUNEAU, WI 53039-1329","","COLUMBUS","Dodge"
"ASTICO PARK - SHELTERS WELL","","","","50","Ground water","127 E OAK ST
JUNEAU, WI 53039-1329","","COLUMBUS","Dodge"
"ASTICO PARK - SHOWER BLDG/WATER STATION","","","","52","Ground water","127 E OAK ST
JUNEAU, WI 53039-1329","","COLUMBUS","Dodge"
"ASTICO PARK - SOUTH ARTESIAN WELL","","","","50","Ground water","127 E OAK ST
JUNEAU, WI 53039-1329","","COLUMBUS","Dodge"
"AT&T MENOMONEE FALLS","","","","29","Ground water","308 S. AKARD, ROOM 1700
DALLAS, TX 74202","","MENOMONEE FALLS","Waukesha"
"AT&T SAYLESVILLE","","","","57","Ground water","308 S. AKARD, ROOM 1700
DALLAS, TX 74202","","WAUKESHA","Waukesha"
"ATA PROPERTIES LLC","","","","28","Ground water","PO BOX 309
SIREN, WI 54872","","SIREN","Burnett"
"ATACO STEEL SHOP","","","","90","Ground water","6809 HWY 60
PO BOX 270
CEDARBURG, WI 53012","","CEDARBURG","Ozaukee"
"ATHELSTANE COUNTRY MART","","","","25","Ground water","N12780 CTH A
ATHELSTANE, WI 54104","","ATHELSTANE","Marinette"
"ATHENS CO PARK","","","","25","Ground water","P O BOX 220
Athens, WI 54411","","WAUSAU","Marathon"
"ATHENS WATERWORKS","","","","1,102","Ground water","221 Caroline St
Box 220
Athens, WI 54411-0164","","ATHENS","Marathon"
"ATKINS LAKE COUNTY PARK","","","","25","Ground water","117 E SIXTH ST
Washburn, WI 54891","","CABLE","Bayfield"
"ATLAS PARK","","","","25","Ground water","POLK CO GOVT CENTER
100 POLK PLAZA, SUITE 10
Balsam Lake, WI 54810","","LUCK","Polk"
"ATLAS UNITED METHODIST CHURCH","","","","25","Ground water","2245 290th
Cushing, WI 54006","","LUCK","Polk"
"ATTICA INC","","","","26","Ground water","N6302 CHURCH RD
MONTICELLO, WI 53570","","ALBANY","Green"
"AUBURN BLUFFS GOLF CLUB","","","","156","Ground water","N2019 N RIVER ROAD
PO BOX 509
CAMPBELLSPORT, WI 53010","","CAMPBELLSPORT","Fond du Lac"
"AUBURNDALE ELEMENTARY SCHOOL","","","","485","Ground water","PO BOX 139
AUBURNDALE, WI 54412-0139","","AUBURNDALE","Wood"
"AUBURNDALE HIGH SCHOOL","","","","498","Ground water","P.O. BOX 90
10564 SCHOOL AVE
AUBURNDALE, WI 54412-0139","","AUBURNDALE","Wood"
"AUBURNDALE VILLAGE PARK","","","","25","Ground water","1332 E POINT ROAD
Auburndale, WI 54412","","AUBURNDALE","Wood"
"AUGUSTA MENNONITE CHURCH & SCHOOL","","","","38","Ground water","C/O RONALD STEINER
W9972 HIXWOOD RD
THORP, WI 54771","","AUGUSTA","Eau Claire"
"AUGUSTA PARK","","","","25","Ground water","145 W Lincoln St
Augusta, WI 54722","","AUGUSTA","Eau Claire"
"AUGUSTA WATERWORKS","","","","1,450","Ground water","145 W Lincoln St
P O Box 475
Augusta, WI 54722","","AUGUSTA","Eau Claire"
"AUNT BS PET RESORT","","","","32","Ground water","6990 HICKORY LN
DEFOREST, WI 53533","","DE FOREST","Dane"
"AURORA ADVANCED HEALTH CARE - HUBERTUS CLINIC","","","","83","Ground water","3003 W GOOD HOPE ROAD
MILWAUKEE, WI 53209","","HUBERTUS","Washington"
"AURORA BOREALIS","","","","100","Ground water","6047 COUNTY HWY W
MANITOWISH WATERS, WI 54545","","MANITOWISH WATERS","Vilas"
"AURORA BUSINESS CENTER","","","","77","Ground water","3003 W GOOD HOPE RD
PO BOX 090996
MILWAUKEE, WI 53209-0996","","ELM GROVE","Waukesha"
"AURORA FREE CHURCH","","","","25","Ground water","1372 OSTERBERG PKWY
NIAGRA, WI 54151","","NIAGARA","Florence"
