"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"BENNINGTON WATER DEPT","","","","775","Ground water","PO BOX 517
ANTRIM, NH 03440","","BENNINGTON","Hillsborough"
"BENSON WOODWORKING","","","","80","Ground water","PO BOX 334
CAMPTON, NH 03223","","WALPOLE","Cheshire"
"BENSONS CAFE","","","","50","Ground water","665 MAIN ST
FREMONT, NH 03044","","FREMONT","Rockingham"
"BENTONS SUGAR SHACK","","","","200","Ground water","PO BOX 334
CAMPTON, NH 03223","","THORNTON","Grafton"
"BENUCK AND RAINEY","","","","40","Ground water","25 CONCORD RD
LEE, NH 03861","","LEE","Strafford"
"BERLIN WATER WORKS","","","","9,575","Surface water","55 WILLOW ST
BERLIN, NH 03570","","BERLIN","Coos"
"BERRY POND CORNER","","","","32","Ground water","PO BOX 933
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"BETHANY COVENANT CHURCH","","","","79","Ground water","1 COVENANT WAY
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"BETHEL CHRISTIAN FELLOWSHIP","","","","35","Ground water","206 WHITEHALL RD
HOOKSETT, NH 03106","","HOOKSETT","Merrimack"
"BETHLEHEM VILLAGE DIST","","","","1,700","Surface water","PO BOX 667
359 MAPLE ST
BETHLEHEM, NH 03574","","BETHLEHEM","Grafton"
"BEVERLY HILLS WATER","","","","120","Ground water","PO BOX 7
EAST WAKEFIELD, NH 03830","","WAKEFIELD","Carroll"
"BIG APPLE FOOD STORE 1090","","","","25","Ground water","PO BOX 128
PLYMOUTH, NH 03264","","HOLDERNESS","Grafton"
"BIG APPLE FOOD STORE OSSIPEE","","","","75","Ground water","1 C N BROWN WAY
PO BOX 200
SOUTH PARIS, ME 04281","","OSSIPEE","Carroll"
"BIG BEAR LODGE","","","","63","Ground water","10 PARKER RD
BROOKLINE, NH 03033","","BROOKLINE","Hillsborough"
"BIG DADDY JOES","","","","100","Ground water","38 NH RTE 25
PLYMOUTH, NH 03264","","PLYMOUTH","Grafton"
"BIG DEAL","","","","50","Ground water","1474 RTE 9
SPOFFORD, NH 03462","","CHESTERFIELD","Cheshire"
"BIG ROCK CAMPGROUND","","","","70","Ground water","105 FLETCHER FARM RD
ALEXANDRIA, NH 03222","","LINCOLN","Grafton"
"BIG ROCK CAMPGROUND AND STORE","","","","55","Ground water","830 US ROUTE 3
STRATFORD, NH 03590","","STRATFORD","Coos"
"BIRCH BEND","","","","28","Ground water","PO BOX 780
CAMPTON, NH 03223","","THORNTON","Grafton"
"BIRCH HILL CAMP/CAFETERIA","","","","163","Ground water","95 HERITAGE DR
ROLLINSFORD, NH 03869","","NEW DURHAM","Strafford"
"BIRCH HILL CAMP/LODGE","","","","163","Ground water","95 HERITAGE DR
ROLLINSFORD, NH 03869","","NEW DURHAM","Strafford"
"BIRCH HILL ESTATES","","","","159","Ground water","4 EASTMAN DR
WOLFEBORO, NH 03894","","WOLFEBORO","Carroll"
"BIRCH WOOD VINEYARDS","","","","400","Ground water","199 ROCKINGHAM RD
DERRY, NH 03038","","DERRY","Rockingham"
"BIRCHES OF BENNINGTON","","","","52","Ground water","735 EAST INDUSTRIAL PARK DR
MANCHESTER, NH 03109","","BENNINGTON","Hillsborough"
"BIRCHWOOD INN","","","","85","Ground water","64 CUTTER RD
TEMPLE, NH 03084","","TEMPLE","Hillsborough"
"BIRCHWOOD PLAZA","","","","80","Ground water","PO BOX 410
CANDIA, NH 03034","","CANDIA","Rockingham"
"BITIM APARTMENTS","","","","28","Ground water","PO BOX 1021
LONDONDERRY, NH 03053","","LONDONDERRY","Rockingham"
"BJS WHOLESALE CLUB 309","","","","50","Ground water","25 RESEARCH DR
WESTBOROUGH, MA 01581","","TILTON","Belknap"
"BLACK FOREST CAFE","","","","25","Ground water","22 MANCHESTER RD UT 2
DERRY, NH 03038","","AMHERST","Hillsborough"
"BLACK MOUNTAIN MEADOW CONDOS","","","","43","Ground water","C/O EG CHANDLER INC
PO BOX 300
GLEN, NH 03838","","JACKSON","Carroll"
"BLACK MOUNTAIN SKI AREA","","","","377","Ground water","373 BLACK MOUNTAIN RD
PO BOX B
JACKSON, NH 03846","","JACKSON","Carroll"
"BLACKBERRY CROSSING CAMPGROUND","","","","65","Ground water","105 FLETCHER FARM RD
ALEXANDRIA, NH 03222","","ALBANY","Carroll"
"BLACKBIRD MARKET AND DELI","","","","100","Ground water","119 CONCORD STAGE RD
WEARE, NH 03281","","WEARE","Hillsborough"
"BLACKMOUNT COUNTRY CLUB","","","","50","Ground water","400 CLARK POND RD
N HAVERHILL, NH 03774","","HAVERHILL","Grafton"
"BLACKROCKS VILLAGE","","","","226","Ground water","54 SAWYER AVE
ATKINSON, NH 03811","","FREMONT","Rockingham"
"BLACKWATER JUNCTION RESTAURANT","","","","150","Ground water","730 MAIN ST
ANDOVER, NH 03216","","ANDOVER","Merrimack"
"BLACKWATER SKI AREA","","","","25","Ground water","PO BOX 500
ANDOVER, NH 03216","","ANDOVER","Merrimack"
"BLASTY BOUGH BREWING CO","","","","40","Ground water","3 GRIFFIN RD
EPSOM, NH 03234","","EPSOM","Merrimack"
"BLUE BOWL","","","","100","Ground water","38 NORTH RD
DEERFIELD, NH 03037","","DEERFIELD","Rockingham"
"BLUEBERRY HILL INN AND CAFE","","","","80","Ground water","484 US RTE 3
STRATFORD, NH 03590","","STRATFORD","Coos"
"BLUEBERRY HILL PLAZA","","","","100","Ground water","C/O PRO CUT CNC MACHINE
7 LEHOUX DR
HOOKSETT, NH 03106","","CHICHESTER","Merrimack"
"BLUEBERRY KNOLL ESTATES","","","","32","Ground water","20 GRAPEVINE RD
WENHAM, MA 01984","","PLAISTOW","Rockingham"
"BLUEBERRY STATION/MOBIL GAS","","","","200","Ground water","PO BOX 87
BARNSTEAD PARADE, NH 03218","","BARNSTEAD","Belknap"
"BLUEBERRY VILLAGE CONDOS","","","","40","Ground water","PO BOX 1313
GLEN, NH 03838","","BARTLETT","Carroll"
"BLUFFS AT OSSIPEE LAKE","","","","258","Ground water","PO BOX 280
INTERVALE, NH 03845","","OSSIPEE","Carroll"
"BLUFFS RV RESORT","","","","625","Ground water","196 SHAWTOWN RD
FREEDOM, NH 03849","","FREEDOM","Carroll"
"BMW OF STRATHAM","","","","49","Ground water","71 PORTSMOUTH AVE
STRATHAM, NH 03885","","STRATHAM","Rockingham"
"BOB HOUSE AND THE REELN TAVERN","","","","135","Ground water","520 WHITTIER HWY
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"BOLTONS LAKE HOUSE","","","","150","Ground water","76 HUNT RD
KINGSTON, NH 03848","","KINGSTON","Rockingham"
"BOOT HILL SALOON","","","","450","Ground water","PO BOX 7527
DAYTON BEACH, FL 32116","","LACONIA","Belknap"
"BOROUGH RD APARTMENTS","","","","30","Ground water","99 FISHERVILLE RD
CONCORD, NH 03303","","PEMBROKE","Merrimack"
"BOSCO BELL STORE","","","","50","Ground water","PO BOX 280
SANBORNTON, NH 03269","","BARNSTEAD","Belknap"
"BOULDER HILLS","","","","39","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","PELHAM","Hillsborough"
"BOULDERS MOTEL","","","","50","Ground water","15 GALE AVE
LACONIA, NH 03246","","HOLDERNESS","Grafton"
"BOUMIL GROVE CONDOS","","","","75","Ground water","120 FAIRMOUNT ST
LOWELL, MA 01852","","LONDONDERRY","Rockingham"
"BOVIE SCREEN PROCESS PRINTING","","","","32","Ground water","PO BOX 720
CONCORD, NH 03302","","BOW","Merrimack"
"BOW COMMUNITY BUILDING","","","","25","Ground water","10 GRANDVIEW RD
BOW, NH 03304","","BOW","Merrimack"
"BOW ELEMENTARY SCHOOL","","","","522","Ground water","55 FALCON WAY
BOW, NH 03304","","BOW","Merrimack"
"BOW HIGH SCHOOL","","","","645","Ground water","55 FALCON WAY
BOW, NH 03304","","BOW","Merrimack"
"BOW LAKE ESTATES","","","","95","Ground water","54 SAWYER AVE
ATKINSON, NH 03811","","STRAFFORD","Strafford"
"BOW MEMORIAL SCHOOL","","","","615","Ground water","55 FALCON WAY
BOW, NH 03304","","BOW","Merrimack"
"BOW MILLS UNITED METHODIST CHR","","","","120","Ground water","C/O SULLOWAY AND HOLLIS PLLC
9 CAPITOL ST
CONCORD, NH 03301","","BOW","Merrimack"
"BOW MOBIL","","","","500","Ground water","88 LEROY RD
WILLISTON, VT 05495","","BOW","Merrimack"
"BOW MUNICIPAL BUILDING","","","","70","Ground water","10 GRANDVIEW RD
BOW, NH 03304","","BOW","Merrimack"
"BOW MUNICIPAL WATER SYSTEM","","","","99","Ground water","4 CANDY LN
HUDSON, NH 03051","","BOW","Merrimack"
"BOW SAFETY BLDG","","","","40","Ground water","10 GRANDVIEW RD
BOW, NH 03304","","BOW","Merrimack"
"BOW TECHNOLOGIES CENTER","","","","34","Ground water","PO BOX 330
EPSOM, NH 03234","","BOW","Merrimack"
"BOW YOUTH CENTER","","","","150","Ground water","21 BOW CENTER RD
BOW, NH 03304","","BOW","Merrimack"
"BOYLES FAMILY MARKET","","","","1,000","Ground water","41 NH RTE 25
EFFINGHAM, NH 03882","","EFFINGHAM","Carroll"
"BOYNTON MIDDLE SCH","","","","410","Ground water","16 SCHOOL ST
GREENVILLE, NH 03048","","NEW IPSWICH","Hillsborough"
"BRADFORD AREA COMMUNITY CENTER","","","","30","Ground water","PO BOX 436
BRADFORD, NH 03221","","BRADFORD","Merrimack"
"BRADFORD MARKET","","","","50","Ground water","PO BOX 627
NEWBURY, NH 03255","","BRADFORD","Merrimack"
"BRAKE HILL ACRES","","","","98","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","GILFORD","Belknap"
"BRANCH BROOK CAMPGROUND","","","","250","Ground water","PO BOX 390
CAMPTON, NH 03223","","CAMPTON","Grafton"
"BRANCH RIVER APARTMENTS","","","","120","Ground water","41 S MAIN ST
DERRY, NH 03038","","RAYMOND","Rockingham"
"BRANDYWINE","","","","72","Ground water","337 CALEF HWY
EPPING, NH 03042","","EAST KINGSTON","Rockingham"
"BRANTWOOD CAMP FOR BOYS","","","","99","Ground water","PO BOX 3350
PETERBOROUGH, NH 03458","","GREENFIELD","Hillsborough"
"BRANTWOOD CAMP FOR GIRLS","","","","101","Ground water","PO BOX 3350
PETERBOROUGH, NH 03458","","GREENFIELD","Hillsborough"
"BREAKFAST HILL GOLF CLUB","","","","100","Ground water","339 BREAKFAST HILL RD
GREENLAND, NH 03848","","GREENLAND","Rockingham"
"BREAKFAST ON THE CONNECTICUT","","","","42","Ground water","BREAKFAST ON THE CONNECTICUT
43 SLEEPER RD
HILLSBOROUGH, NH 03244","","LYME","Grafton"
"BREEZY POINT CONDOS","","","","35","Ground water","110 BREEZY POINT RD  UT 11
ANTRIM, NH 03440","","ANTRIM","Hillsborough"
"BRENTWOOD COUNTRY STORE","","","","40","Ground water","405 MIDDLE RD
BRENTWOOD, NH 03833","","BRENTWOOD","Rockingham"
"BRETON WOODS DEV","","","","90","Ground water","1440 LAKE SHORE RD
GILFORD, NH 03249","","GILFORD","Belknap"
"BRIAR COURT ESTATES","","","","113","Ground water","PO BOX 392
GOFFSTOWN, NH 03045","","GOFFSTOWN","Hillsborough"
"BRICKYARD I PLAZA","","","","80","Ground water","95 PLAISTOW RD STE 211
PLAISTOW, NH 03865","","PLAISTOW","Rockingham"
"BRIDGEWATER INN/JAPANESE REST","","","","130","Ground water","367 MAYHEW TPKE
BRIDGEWATER, NH 03222","","BRIDGEWATER","Grafton"
"BRIDGEWATER/HEBRON VIL SCH","","","","200","Ground water","25 SCHOOLHOUSE RD
BRIDGEWATER, NH 03222","","BRIDGEWATER","Grafton"
"BRISTOL WATER WORKS","","","","3,400","Ground water","230 LAKE ST
BRISTOL, NH 03222","","BRISTOL","Grafton"
"BROADVIEW CONDOS","","","","128","Ground water","17 JOEY RD
MERRIMACK, NH 03054","","GILFORD","Belknap"
"BROKEN BRANCH KOA CAMPGROUND","","","","335","Ground water","PO BOX 6
WOODSTOCK, NH 03293","","WOODSTOCK","Grafton"
"BROKEN SPOKE SALOON","","","","99","Ground water","1072 WATSON RD
LACONIA, NH 03246","","LACONIA","Belknap"
"BROOK VIEW VILLAGE","","","","40","Ground water","PO BOX 2875
NORTH CONWAY, NH 03860","","CONWAY","Carroll"
"BROOKDALE SPRUCE WOOD","","","","225","Ground water","25 WORTHEN RD
DURHAM, NH 03824","","DURHAM","Strafford"
"BROOKLINE EVENT CENTER","","","","240","Ground water","34 PROCTOR HILL RD
BROOKLINE, NH 03033","","BROOKLINE","Hillsborough"
"BROOKSIDE CROSSING","","","","138","Ground water","1440 LAKE SHORE RD
GILFORD, NH 03249","","GILFORD","Belknap"
"BROOKSIDE MALL","","","","300","Ground water","5 BEARDS HILL RD
BEDFORD, NH 03110","","LOUDON","Merrimack"
"BROOKSIDE MINI MART","","","","40","Ground water","626 GIBBONS HWY
WILTON, NH 03086","","WILTON","Hillsborough"
"BROOKSTONE PARK GOLF COMPLEX","","","","200","Ground water","9 RED ROOF LN
SALEM, NH 03079","","DERRY","Rockingham"
"BROOKSTONE PARK/EAST","","","","143","Ground water","BROOKS PROPERTIES LLC
9 RED ROOF LN
SALEM, NH 03079","","DERRY","Rockingham"
"BROOKSTONE PARK/WEST","","","","35","Ground water","9 RED ROOF LN
SALEM, NH 03079","","DERRY","Rockingham"
"BROOKWOOD PARK","","","","50","Ground water","PO BOX 1796
CONWAY, NH 03818","","MADISON","Carroll"
"BRUCHETTIS PIZZERIA","","","","50","Ground water","5 GRIFFIN HILL CIR
SANDOWN, NH 03873","","SANDOWN","Rockingham"
"BRYANT BROOK","","","","55","Ground water","168 S RIVER RD STE 5C
BEDFORD, NH 03110","","PLAISTOW","Rockingham"
"BUCK N HORSE CAMPGROUND","","","","145","Ground water","PO BOX 235
RUMNEY, NH 03266","","GROTON","Grafton"
"BUCK RUB PIZZA PUB AND LODGE","","","","62","Ground water","2253 NORTH MAIN ST
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"BUCKEYS RESTAURANT AND TAVERN","","","","47","Ground water","PO BOX 398
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"BUILDING BLOCK COMMONS","","","","40","Ground water","125 KINGSTON RD
EXETER, NH 03833","","EXETER","Rockingham"
"BURGER KING","","","","400","Ground water","25 TILTON RD
TILTON, NH 03276","","TILTON","Belknap"
"BURNHAVEN","","","","150","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","STRATHAM","Rockingham"
"BURNS LAKE CAMPGROUND","","","","150","Ground water","14 FOREST LAKE RD
WHITEFIELD, NH 03598","","WHITEFIELD","Coos"
"BUTLER FIELD","","","","118","Ground water","PO BOX 27
EFFINGHAM, NH 03882","","WAKEFIELD","Carroll"
"CABIN GROVE","","","","50","Ground water","PO BOX 27
EFFINGHAM, NH 03882","","WAKEFIELD","Carroll"
"CABOT INN AND SUITES","","","","190","Ground water","104 PRINCETON AVE
WALTHAM, MA 02451","","LANCASTER","Coos"
"CABOT INN MOTEL","","","","63","Ground water","104 PRINCETON AVE
WALTHAM, MA 02451","","LANCASTER","Coos"
"CABOT PRESERVE","","","","955","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","BEDFORD","Hillsborough"
"CALEF LAKE CAMPGROUND","","","","100","Ground water","PO BOX 7062
PROSPECT, CT 06712","","AUBURN","Rockingham"
"CALEFS COUNTRY STORE","","","","50","Ground water","606 FRANKLIN PIERCE HWY
PO BOX 57
BARRINGTON, NH 03828","","BARRINGTON","Strafford"
"CALVARY BIBLE CHURCH","","","","200","Ground water","145 HAMPSTEAD RD
DERRY, NH 03038","","DERRY","Rockingham"
"CALVARY CHRISTIAN SCH","","","","406","Ground water","CALVARY CHRISTIAN SCHOOL
115 YEATON RD
PLYMOUTH, NH 03264","","PLYMOUTH","Grafton"
"CAMELOT COURT","","","","45","Ground water","54 SAWYER AVE
ATKINSON, NH 03811","","NOTTINGHAM","Rockingham"
"CAMELOT III","","","","33","Ground water","PO BOX 639
DERRY, NH 03038","","WINDHAM","Rockingham"
"CAMP ALLEN","","","","137","Ground water","56 CAMP ALLEN RD
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"CAMP BELKNAP/MAIN","","","","400","Ground water","PO BOX 1546
WOLFEBORO, NH 03894","","TUFTONBORO","Carroll"
"CAMP BELKNAP/SENIORS","","","","400","Ground water","PO BOX 1546
WOLFEBORO, NH 03894","","TUFTONBORO","Carroll"
"CAMP BELL","","","","100","Ground water","7 DANIEL WEBSTER HWY
GILMANTON IRON WORKS, NH 03837","","GILMANTON","Belknap"
"CAMP BEREA/DINING HALL","","","","500","Ground water","68 BEREA RD
HEBRON, NH 03241","","HEBRON","Grafton"
"CAMP BEREA/GYM","","","","100","Ground water","68 BEREA RD
HEBRON, NH 03241","","HEBRON","Grafton"
"CAMP BERNADETTE","","","","350","Ground water","32 FATIMA RD
GILMANTON IRON WORKS, NH 03837","","WOLFEBORO","Carroll"
"CAMP BROOKWOODS","","","","425","Ground water","34 CAMP BROOKWOODS RD
ALTON, NH 03809","","ALTON","Belknap"
"CAMP BROOKWOODS/DEER RUN","","","","425","Ground water","34 CAMP BROOKWOODS RD
ALTON, NH 03809","","ALTON","Belknap"
"CAMP CALUMET CMPGRD/CONF CTR","","","","248","Ground water","PO BOX 236
WEST OSSIPEE, NH 03890","","FREEDOM","Carroll"
"CAMP CALUMET LUTHERAN","","","","450","Ground water","PO BOX 236
WEST OSSIPEE, NH 03890","","FREEDOM","Carroll"
"CAMP CARPENTER /CAMPSITES","","","","320","Ground water","68 WATSON ST
EXETER, NH 03833","","MANCHESTER","Hillsborough"
"CAMP CARPENTER DINING HALL","","","","320","Ground water","68 WATSON ST
EXETER, NH 03833","","MANCHESTER","Hillsborough"
"CAMP CARPENTER NUTTLE LODGE","","","","500","Ground water","68 WATSON ST
EXETER, NH 03833","","MANCHESTER","Hillsborough"
"CAMP CARPENTER/SHIRLEY BATHHSE","","","","120","Ground water","68 WATSON ST
EXETER, NH 03833","","MANCHESTER","Hillsborough"
"CAMP CODY KIOWA LODGE","","","","260","Ground water","9 CODY RD
FREEDOM, NH 03836","","FREEDOM","Carroll"
"CAMP CODY OUTDOOR CTR/KITCHEN","","","","260","Ground water","9 CODY RD
FREEDOM, NH 03836","","FREEDOM","Carroll"
"CAMP CONISTON","","","","498","Ground water","PO BOX 185
GRANTHAM, NH 03753","","CROYDON","Sullivan"
"CAMP CONISTON/KITCHEN","","","","498","Ground water","PO BOX 185
GRANTHAM, NH 03753","","CROYDON","Sullivan"
"CAMP DEERWOOD/KITCHEN","","","","222","Ground water","PO BOX 188
HOLDERNESS, NH 03245","","HOLDERNESS","Grafton"
"CAMP DODGE","","","","70","Ground water","71 WHITE MOUNTAIN DR
CAMPTON, NH 03223","","GREENS GRANT","Coos"
"CAMP FATIMA/DINING HALL","","","","400","Ground water","32 FATIMA RD
GILMANTON IRON WORKS, NH 03837","","BARNSTEAD","Belknap"
"CAMP FIRESIDE","","","","76","Ground water","86 POND HILL RD
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"CAMP FOSS","","","","250","Ground water","EX DIRECTOR CAMPS
30 MECHANIC ST
MANCHESTER, NH 03101","","STRAFFORD","Strafford"
"CAMP FOSTER","","","","460","Ground water","555 UNION ST
MANCHESTER, NH 03104","","BEDFORD","Hillsborough"
"CAMP GLEN BROOK","","","","120","Ground water","35 GLEN BROOK RD
MARLBOROUGH, NH 03455","","MARLBOROUGH","Cheshire"
"CAMP HADAR","","","","130","Ground water","PO BOX 937
ANDOVER, MA 01810","","SALEM","Rockingham"
"CAMP HALE BUGS DORM","","","","100","Ground water","92 MILLBRIDGE RD
SANDWICH, NH 03227","","SANDWICH","Carroll"
"CAMP HAWKEYE","","","","85","Ground water","79 OLD KINGS HWY SOUTH
DARIEN, CT 06820","","MOULTONBOROUGH","Carroll"
"CAMP HUCKINS MAIN SYS","","","","530","Ground water","PO BOX 103
MADISON, NH 03849","","FREEDOM","Carroll"
"CAMP KABEYUN","","","","160","Ground water","PO BOX 325
ALTON BAY, NH 03810","","ALTON","Belknap"
"CAMP KENWOOD AND EVERGREEN","","","","534","Ground water","239 MOOSE HILL ST
SHARON, MA 02067","","WILMOT","Merrimack"
"CAMP KETTLEFORD","","","","125","Ground water","DBA GIRL SCTS OF GRN/WHT MTNS
1 COMMERCE DR
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"CAMP LAWRENCE","","","","220","Ground water","360 MERRIMACK ST  STE 270
LAWRENCE, MA 01843","","MEREDITH","Belknap"
"CAMP MARIST/OFFICES","","","","300","Ground water","22 ABEL BLVD
EFFINGHAM, NH 03882","","EFFINGHAM","Carroll"
"CAMP MENOTOMY","","","","140","Ground water","265 BEAVER ST
WALTHAM, MA 02452","","MEREDITH","Belknap"
"CAMP MERRIWOOD","","","","159","Ground water","11 CAMP RD
ORFORD, NH 03777","","ORFORD","Grafton"
"CAMP MERROVISTA/DANFORTH LODGE","","","","50","Ground water","147 CANAAN RD
CENTER TUFTONBORO, NH 03816","","TUFTONBORO","Carroll"
"CAMP MERROWVISTA/FARMHOUSE","","","","240","Ground water","147 CANAAN RD
CENTER TUFTONBORO, NH 03816","","TUFTONBORO","Carroll"
"CAMP MERROWVISTA/HEALTH CTR","","","","240","Ground water","147 CANAAN RD
CENTER TUFTONBORO, NH 03816","","TUFTONBORO","Carroll"
"CAMP MI TE NA","","","","220","Ground water","117 MARKET ST
MANCHESTER, NH 03101","","ALTON","Belknap"
"CAMP MOOSILAUKE","","","","195","Ground water","PO BOX E
ORFORD, NH 03777","","ORFORD","Grafton"
"CAMP MOWGLIS LOWER","","","","125","Ground water","PO BOX 9
HEBRON, NH 03241","","HEBRON","Grafton"
"CAMP NOKOMIS","","","","200","Ground water","360 MERRIMACK ST  STE 270
LAWRENCE, MA 01843","","MEREDITH","Belknap"
"CAMP NORTH WOODS","","","","430","Ground water","PO BOX 10
MIRROR LAKE, NH 03853","","TUFTONBORO","Carroll"
"CAMP ONAWAY","","","","121","Ground water","26 SUMMIT GROVE AVE STE 130
BRYN MAWR, PA 19010","","HEBRON","Grafton"
"CAMP OTTER/ UPPER BATHHOUSE","","","","260","Ground water","360 MERRIMACK ST   STE 270
LAWRENCE, MA 01843","","SALEM","Rockingham"
"CAMP OTTER/THE LANDING","","","","260","Ground water","360 MERRIMACK ST   STE 270
LAWRENCE, MA 01843","","SALEM","Rockingham"
"CAMP PASQUANEY","","","","140","Ground water","19 PASQUANEY LN
HEBRON, NH 03241","","HEBRON","Grafton"
"CAMP PASQUANEY/WATERFRONT","","","","140","Ground water","19 PASQUANEY LN
HEBRON, NH 03241","","HEBRON","Grafton"
"CAMP PEMIGEWASSETT","","","","255","Ground water","PO BOX 222
WENTWORTH, NH 03282","","WENTWORTH","Grafton"
"CAMP QUINEBARGE/NORTH","","","","115","Ground water","PO BOX 608
CENTER HARBOR, NH 03226","","MOULTONBOROUGH","Carroll"
"CAMP QUINEBARGE/SOUTH","","","","220","Ground water","PO BOX 608
CENTER HARBOR, NH 03226","","MOULTONBOROUGH","Carroll"
"CAMP ROBIN HOOD KITCHEN","","","","403","Ground water","65 ROBIN HOOD LN
FREEDOM, NH 03836","","FREEDOM","Carroll"
"CAMP ROBINDEL DINING HALL","","","","340","Ground water","1271 MILL RD
MEADOWBROOK, PA 19046","","MOULTONBOROUGH","Carroll"
"CAMP ROBINDEL PROGRAM OFFICE","","","","340","Ground water","1271 MILL RD
MEADOWBROOK, PA 19046","","MOULTONBOROUGH","Carroll"
"CAMP RUNELS","","","","184","Ground water","265 BEAVER ST
WALTHAM, MA 02452","","PELHAM","Hillsborough"
"CAMP SOKOKIS","","","","105","Ground water","PO BOX 2292
LOWELL, MA 01851","","OSSIPEE","Carroll"
"CAMP SPAULDING/DINING HALL","","","","189","Ground water","210 BOG RD
PENACOOK, NH 03303","","CONCORD","Merrimack"
"CAMP SPAULDING/RIVERSIDE","","","","189","Ground water","210 BOG RD
PENACOOK, NH 03303","","CONCORD","Merrimack"
"CAMP SPOFFORD/CHALET","","","","140","Ground water","PO BOX 162
SPOFFORD, NH 03462","","CHESTERFIELD","Cheshire"
"CAMP SPOFFORD/CHAPEL","","","","150","Ground water","PO BOX 162
SPOFFORD, NH 03462","","CHESTERFIELD","Cheshire"
"CAMP SPOFFORD/KITCHEN","","","","357","Ground water","PO BOX 162
SPOFFORD, NH 03462","","CHESTERFIELD","Cheshire"
