,NAME,state,place,PCT023003,PCT023001,% White
8168,"Tehama city, California",6,78106,346,418,0.827751196
8169,"Taylorsville CDP, California",6,78008,131,140,0.935714286
8170,"Tecopa CDP, California",6,78050,119,150,0.793333333
8171,"Tehachapi city, California",6,78092,9426,14414,0.653947551
8172,"Temecula city, California",6,78120,70880,100097,0.70811313
8173,"Templeton CDP, California",6,78162,6833,7674,0.890409174
8174,"Temelec CDP, California",6,78126,1376,1441,0.954892436
8175,"Temescal Valley CDP, California",6,78134,14785,22535,0.656090526
8176,"Temple City city, California",6,78148,11941,35558,0.335817538
8177,"Tennant CDP, California",6,78176,36,41,0.87804878
8178,"Terminous CDP, California",6,78232,338,381,0.887139108
8179,"Terra Bella CDP, California",6,78288,1426,3310,0.43081571
8180,"Teviston CDP, California",6,78336,449,1214,0.36985173
8181,"Thermal CDP, California",6,78456,1034,2865,0.360907504
8182,"Thermalito CDP, California",6,78470,4594,6646,0.691242853
8183,"Thornton CDP, California",6,78568,554,1131,0.489832007
8184,"Thousand Oaks city, California",6,78582,101702,126683,0.802807006
8185,"Tiburon town, California",6,78666,7899,8962,0.881388083
8186,"Thousand Palms CDP, California",6,78596,5763,7715,0.74698639
8187,"Three Rivers CDP, California",6,78638,1976,2182,0.905591201
8188,"Three Rocks CDP, California",6,78652,129,246,0.524390244
8189,"Timber Cove CDP, California",6,78715,152,164,0.926829268
8190,"Tipton CDP, California",6,78750,1535,2543,0.603617774
8191,"Tobin CDP, California",6,78792,12,12,1
8192,"Tomales CDP, California",6,78890,193,204,0.946078431
8193,"Tonyville CDP, California",6,78932,178,316,0.563291139
8194,"Tooleville CDP, California",6,78949,145,339,0.427728614
8195,"Topanga CDP, California",6,78960,7313,8289,0.882253589
8196,"Topaz CDP, California",6,79030,44,50,0.88
8197,"Tranquillity CDP, California",6,80266,504,799,0.630788486
8198,"Toro Canyon CDP, California",6,79529,1388,1508,0.920424403
8199,"Torrance city, California",6,80000,74333,145438,0.511097512
8200,"Tracy city, California",6,80238,43724,82922,0.527290707
8201,"Traver CDP, California",6,80280,302,713,0.423562412
8202,"Tres Pinos CDP, California",6,80364,390,476,0.819327731
8203,"Nellie village, Ohio",39,53816,129,131,0.984732824
8204,"Nelsonville city, Ohio",39,53886,5077,5392,0.941580119
8205,"Nevada village, Ohio",39,53942,738,760,0.971052632
8206,"Neville village, Ohio",39,53956,99,100,0.99
8207,"New Albany village, Ohio",39,53970,6777,7724,0.877395132
8208,"New Baltimore CDP, Ohio",39,54082,637,661,0.963691377
8209,"New Alexandria village, Ohio",39,54012,264,272,0.970588235
8210,"Newark city, Ohio",39,54040,44165,47573,0.928362727
8211,"New Athens village, Ohio",39,54068,318,320,0.99375
8212,"New Bavaria village, Ohio",39,54110,97,99,0.97979798
8213,"New Bloomington village, Ohio",39,54152,482,515,0.93592233
8214,"New Boston village, Ohio",39,54166,2181,2272,0.959947183
8215,"New Bremen village, Ohio",39,54194,2912,2978,0.977837475
8216,"Newburgh Heights village, Ohio",39,54250,1715,2167,0.791416705
8217,"New Burlington CDP, Ohio",39,54264,2653,5069,0.523377392
8218,"New California CDP, Ohio",39,54320,1355,1411,0.960311836
8219,"New Concord village, Ohio",39,54446,2394,2491,0.961059815
8220,"New Carlisle city, Ohio",39,54334,5210,5785,0.900605013
8221,"New Hampshire CDP, Ohio",39,54628,174,174,1
8222,"Newcomerstown village, Ohio",39,54432,3652,3822,0.95552067
8223,"New Franklin city, Ohio",39,54562,13904,14227,0.977296689
8224,"New Haven CDP (Hamilton County), Ohio",39,54684,567,583,0.972555746
8225,"New Haven CDP (Huron County), Ohio",39,54698,372,399,0.932330827
8226,"New Holland village, Ohio",39,54726,782,801,0.97627965
8227,"New Knoxville village, Ohio",39,54838,867,879,0.986348123
8228,"New Lebanon village, Ohio",39,54852,3845,3995,0.962453066
8229,"New Lexington village, Ohio",39,54866,4631,4731,0.97886282
8230,"New Miami village, Ohio",39,55104,2069,2249,0.919964429
8231,"New London village, Ohio",39,54908,2358,2461,0.958147095
8232,"New Madison village, Ohio",39,54978,872,892,0.977578475
8233,"New Marshfield CDP, Ohio",39,55062,320,326,0.981595092
8234,"New Middletown village, Ohio",39,55118,1601,1621,0.987661937
8235,"New Paris village, Ohio",39,55188,1591,1629,0.976672805
8236,"New Philadelphia city, Ohio",39,55216,16255,17288,0.940247571
8237,"New Pittsburg CDP, Ohio",39,55244,384,388,0.989690722
8238,"Newport CDP (Shelby County), Ohio",39,55314,198,198,1
8239,"Maud city, Oklahoma",40,46900,798,1048,0.761450382
8240,"May town, Oklahoma",40,47000,39,39,1
8241,"Maysville town, Oklahoma",40,47150,1038,1232,0.842532468
8242,"Medicine Park town, Oklahoma",40,47350,337,382,0.882198953
8243,"Mazie CDP, Oklahoma",40,47200,59,91,0.648351648
8244,"Mead town, Oklahoma",40,47250,91,122,0.745901639
8245,"Medford city, Oklahoma",40,47300,917,996,0.920682731
8246,"Meeker town, Oklahoma",40,47450,971,1144,0.848776224
8247,"Meno town, Oklahoma",40,47750,190,235,0.808510638
8248,"Meridian town, Oklahoma",40,47800,7,38,0.184210526
8249,"Meridian CDP, Oklahoma",40,47810,1311,1493,0.87809779
8250,"Miami city, Oklahoma",40,48000,9355,13570,0.689388357
8251,"Midwest City city, Oklahoma",40,48350,35113,54371,0.645803829
8252,"Minco city, Oklahoma",40,48750,1499,1632,0.918504902
8253,"Milburn town, Oklahoma",40,48400,259,317,0.8170347
8254,"Mill Creek town, Oklahoma",40,48500,186,319,0.5830721
8255,"Millerton town, Oklahoma",40,48600,241,320,0.753125
8256,"Moffett town, Oklahoma",40,49000,77,128,0.6015625
8257,"Moore city, Oklahoma",40,49200,43459,55081,0.789001652
8258,"Mooreland town, Oklahoma",40,49250,1112,1190,0.934453782
8259,"Morris city, Oklahoma",40,49400,969,1479,0.655172414
8260,"Morrison town, Oklahoma",40,49450,626,733,0.854024557
8261,"Mulberry CDP, Oklahoma",40,49825,33,138,0.239130435
8262,"Mounds town, Oklahoma",40,49550,888,1168,0.760273973
8263,"Mountain Park town, Oklahoma",40,49600,365,409,0.892420538
8264,"Mountain View town, Oklahoma",40,49650,632,795,0.794968553
8265,"Muldrow town, Oklahoma",40,49850,2446,3466,0.705712637
8266,"Mulhall town, Oklahoma",40,49900,202,225,0.897777778
8267,"Murphy CDP, Oklahoma",40,49950,137,219,0.625570776
8268,"Muskogee city, Oklahoma",40,50050,21926,39223,0.559008745
8269,"Point Isabel CDP, Indiana",18,60894,79,91,0.868131868
8270,"Poneto town, Indiana",18,61020,165,166,0.993975904
8271,"Portage city, Indiana",18,61092,30788,36828,0.835994352
8272,"Porter town, Indiana",18,61164,4579,4858,0.942568958
8273,"Portland city, Indiana",18,61236,5880,6223,0.94488189
8274,"Princeton city, Indiana",18,62046,7813,8644,0.903863952
8275,"Poseyville town, Indiana",18,61416,1034,1045,0.989473684
8276,"Pottawattamie Park town, Indiana",18,61470,217,235,0.923404255
8277,"Princes Lakes town, Indiana",18,62028,1296,1312,0.987804878
8278,"Purdue University CDP, Indiana",18,62388,8520,12183,0.699335139
8279,"Raglesville CDP, Indiana",18,62712,141,141,1
8280,"Ragsdale CDP, Indiana",18,62730,129,129,1
8281,"Redkey town, Indiana",18,63450,1328,1353,0.981522542
8282,"Remington town, Indiana",18,63756,1143,1185,0.964556962
8283,"Rensselaer city, Indiana",18,63792,5592,5859,0.954429083
8284,"Reynolds town, Indiana",18,63918,487,533,0.91369606
8285,"Richland town, Indiana",18,64206,419,425,0.985882353
8286,"Rising Sun city, Indiana",18,64674,2253,2304,0.977864583
8287,"Richmond city, Indiana",18,64260,30897,36812,0.8393187
8288,"Ridgeville town, Indiana",18,64422,782,803,0.97384807
8289,"Riley town, Indiana",18,64512,216,221,0.977375566
8290,"River Forest town, Indiana",18,64728,22,22,1
8291,"Roachdale town, Indiana",18,64980,919,926,0.992440605
8292,"Roann town, Indiana",18,64998,472,479,0.985386221
8293,"Roanoke town, Indiana",18,65016,1672,1722,0.970963995
8294,"Rochester city, Indiana",18,65214,5965,6218,0.959311676
8295,"Rockport city, Indiana",18,65484,2177,2270,0.959030837
8296,"Rome City town, Indiana",18,65808,1345,1361,0.988243938
8297,"Rockville town, Indiana",18,65520,2572,2607,0.986574607
8298,"Rocky Ripple town, Indiana",18,65556,540,606,0.891089109
8299,"Rolling Prairie CDP, Indiana",18,65736,572,582,0.982817869
8300,"Rosedale town, Indiana",18,65934,712,725,0.982068966
8301,"Roseland town, Indiana",18,65988,551,630,0.874603175
8302,"Roselawn CDP, Indiana",18,66006,3890,4131,0.941660615
8303,"Rossville town, Indiana",18,66150,1612,1653,0.975196612
8304,"Royal Center town, Indiana",18,66222,839,861,0.974448316
8305,"Rushville city, Indiana",18,66438,6074,6341,0.957893077
8306,"St. Joe town, Indiana",18,66834,441,460,0.958695652
8307,"Russellville town, Indiana",18,66510,349,358,0.974860335
8308,"Russiaville town, Indiana",18,66546,1079,1094,0.986288848
8309,"St. Bernice CDP, Indiana",18,66762,638,646,0.987616099
8310,"St. John town, Indiana",18,66852,13892,14850,0.935488215
8311,"St. Leon town, Indiana",18,66978,665,678,0.980825959
8312,"St. Mary of the Woods CDP, Indiana",18,67050,754,797,0.946047679
8313,"St. Meinrad CDP, Indiana",18,67176,685,706,0.970254958
8314,"St. Paul town, Indiana",18,67212,1013,1031,0.982541222
8315,"Salamonia town, Indiana",18,67302,155,157,0.987261146
8316,"Salem city, Indiana",18,67464,6160,6319,0.974837791
8317,"Sandborn town, Indiana",18,67698,409,415,0.985542169
8318,"San Pierre CDP, Indiana",18,68004,140,144,0.972222222
8319,"Salt Creek Commons CDP, Indiana",18,67608,1994,2117,0.941898914
8320,"Saltillo town, Indiana",18,67626,91,92,0.989130435
8321,"Santa Claus town, Indiana",18,68022,2435,2481,0.981459089
8322,"Saratoga town, Indiana",18,68058,251,254,0.988188976
8323,"Schererville town, Indiana",18,68220,25397,29243,0.868481346
8324,"Schneider town, Indiana",18,68238,269,277,0.971119134
8325,"Scipio CDP, Indiana",18,68328,153,153,1
8326,"Pocahontas city, Iowa",19,63975,1759,1789,0.983230855
8327,"Polk City city, Iowa",19,64020,3322,3418,0.9719134
8328,"Pomeroy city, Iowa",19,64065,641,662,0.968277946
8329,"Postville city, Iowa",19,64290,1715,2227,0.770094297
8330,"Popejoy city, Iowa",19,64110,78,79,0.987341772
8331,"Portland CDP, Iowa",19,64155,35,35,1
8332,"Portsmouth city, Iowa",19,64200,192,195,0.984615385
8333,"Prairieburg city, Iowa",19,64425,178,178,1
8334,"Prairie City city, Iowa",19,64470,1619,1680,0.963690476
8335,"Prescott city, Iowa",19,64560,254,257,0.988326848
8336,"Preston city, Iowa",19,64605,998,1012,0.986166008
8337,"Amaya CDP, Texas",48,3008,90,93,0.967741935
8338,"Anacua CDP, Texas",48,3126,12,12,1
8339,"Anderson city, Texas",48,3192,138,222,0.621621622
8340,"Anton city, Texas",48,3540,870,1126,0.772646536
8341,"Arcola city, Texas",48,3708,591,1642,0.359926918
8342,"Appleby city, Texas",48,3564,439,474,0.926160338
8343,"Arp city, Texas",48,4156,887,970,0.91443299
8344,"Arroyo Colorado Estates CDP, Texas",48,4174,810,997,0.812437312
8345,"Arroyo Gardens CDP, Texas",48,4176,399,456,0.875
8346,"Athens city, Texas",48,4504,8305,12710,0.653422502
8347,"Waterloo town, South Carolina",45,74995,76,166,0.457831325
8348,"Watts Mills CDP, South Carolina",45,75220,947,1635,0.579204893
8349,"Wedgefield CDP, South Carolina",45,75445,1028,1615,0.636532508
8350,"Aspermont town, Texas",48,4408,791,919,0.860718172
8351,"Atascocita CDP, Texas",48,4462,44618,65844,0.677631979
8352,"Atlanta city, Texas",48,4516,3688,5675,0.649867841
8353,"Aurora city, Texas",48,4672,1021,1220,0.836885246
8354,"Austin city, Texas",48,5000,539760,790390,0.682903377
8355,"Austwell city, Texas",48,5036,145,147,0.986394558
8356,"Avery town, Texas",48,5072,454,482,0.941908714
8357,"Baird city, Texas",48,5336,1380,1496,0.922459893
8358,"Avinger town, Texas",48,5084,353,444,0.795045045
8359,"Bacliff CDP, Texas",48,5180,6403,8619,0.742893607
8360,"Bailey's Prairie village, Texas",48,5288,592,727,0.814305365
8361,"Balch Springs city, Texas",48,5372,12027,23728,0.506869521
8362,"Balcones Heights city, Texas",48,5384,2155,2941,0.732743965
8363,"Ballinger city, Texas",48,5456,3136,3767,0.8324927
8364,"Balmorhea city, Texas",48,5468,405,479,0.845511482
8365,"Banquete CDP, Texas",48,5576,664,726,0.914600551
8366,"B and E CDP, Texas",48,5520,486,518,0.938223938
8367,"Bandera city, Texas",48,5528,805,857,0.939323221
8368,"Bangs city, Texas",48,5552,1360,1603,0.848409233
8369,"Bardwell city, Texas",48,5612,369,649,0.568567026
8370,"Barrera CDP, Texas",48,5690,108,108,1
8371,"Barrett CDP, Texas",48,5696,390,3199,0.121913098
8372,"Lott city, Texas",48,44176,571,759,0.752305665
8373,"Louise CDP, Texas",48,44212,755,995,0.75879397
8374,"Lovelady city, Texas",48,44260,573,649,0.882896764
8375,"Lowry Crossing city, Texas",48,44308,1525,1711,0.891291642
8376,"Lozano CDP, Texas",48,44344,392,404,0.97029703
8377,"Lubbock city, Texas",48,45000,174014,229573,0.757989833
8378,"Luling city, Texas",48,45096,3829,5411,0.7076326
8379,"Lucas city, Texas",48,45012,4748,5166,0.919086334
8380,"Lueders city, Texas",48,45048,305,346,0.88150289
8381,"Lufkin city, Texas",48,45072,19888,35067,0.567142898
8382,"Lumberton city, Texas",48,45120,11501,11943,0.962990873
8383,"Lyford city, Texas",48,45228,2176,2611,0.833397166
8384,"Lytle city, Texas",48,45288,2102,2492,0.843499197
8385,"Mabank town, Texas",48,45324,2695,3035,0.887973641
8386,"McAllen city, Texas",48,45384,108913,129877,0.838585739
8387,"McCamey city, Texas",48,45432,1294,1887,0.685744568
8388,"McQueeney CDP, Texas",48,45948,2260,2545,0.888015717
8389,"McDade CDP, Texas",48,45564,504,685,0.735766423
8390,"Macdona CDP, Texas",48,45576,365,559,0.652951699
8391,"McGregor city, Texas",48,45672,3407,4987,0.683176258
8392,"Loma Linda East CDP (Jim Wells County), Texas",48,43462,246,254,0.968503937
8393,"McKinney city, Texas",48,45744,98090,131117,0.748110466
8394,"McKinney Acres CDP, Texas",48,45750,545,815,0.668711656
8395,"McLean town, Texas",48,45780,730,778,0.938303342
8396,"McLendon-Chisholm city, Texas",48,45804,1296,1373,0.943918427
8397,"Madisonville city, Texas",48,45996,2258,4396,0.513648772
8398,"Magnolia city, Texas",48,46056,1133,1393,0.813352477
8399,"Malakoff city, Texas",48,46224,1616,2324,0.69535284
8400,"Mansfield city, Texas",48,46452,41445,56368,0.735257593
8401,"Malone town, Texas",48,46260,211,269,0.784386617
8402,"Manchaca CDP, Texas",48,46308,932,1133,0.822594881
8403,"Manor city, Texas",48,46440,2298,5037,0.456223943
8404,"Manuel Garcia CDP, Texas",48,46492,192,203,0.945812808
8405,"Manuel Garcia II CDP, Texas",48,46494,70,77,0.909090909
8406,"Manvel city, Texas",48,46500,3445,5179,0.665186329
8407,"Dumont city, Minnesota",27,17090,99,100,0.99
8408,"Dundas city, Minnesota",27,17126,1284,1367,0.939283102
8409,"Dunnell city, Minnesota",27,17180,164,167,0.982035928
8410,"Eagan city, Minnesota",27,17288,52338,64206,0.815157462
8411,"Eagle Bend city, Minnesota",27,17342,520,535,0.971962617
8412,"Eagle Lake city, Minnesota",27,17378,2313,2422,0.954995871
8413,"East Bethel city, Minnesota",27,17486,11147,11626,0.958799243
8414,"East Grand Forks city, Minnesota",27,17612,7836,8601,0.911056854
8415,"Echo city, Minnesota",27,17900,255,278,0.917266187
8416,"East Gull Lake city, Minnesota",27,17630,990,1004,0.986055777
8417,"Easton city, Minnesota",27,17738,194,199,0.974874372
8418,"Ebro CDP, Minnesota",27,17882,23,64,0.359375
8419,"Eden Prairie city, Minnesota",27,18116,49695,60797,0.817392306
8420,"Eden Valley city, Minnesota",27,18134,1002,1042,0.961612284
8421,"Edgerton city, Minnesota",27,18152,1133,1189,0.952901598
8422,"Edina city, Minnesota",27,18188,42237,47941,0.881020421
8423,"Effie city, Minnesota",27,18260,118,123,0.959349593
8424,"Eitzen city, Minnesota",27,18368,243,243,1
8425,"Elgin city, Minnesota",27,18530,1066,1089,0.978879706
8426,"Elba city, Minnesota",27,18386,150,152,0.986842105
8427,"Elbow Lake CDP, Minnesota",27,18440,27,95,0.284210526
8428,"Elbow Lake city, Minnesota",27,18458,1145,1176,0.973639456
8429,"Elizabeth city, Minnesota",27,18566,162,173,0.936416185
8430,"Elko New Market city, Minnesota",27,18662,3801,4110,0.924817518
8431,"Elk River city, Minnesota",27,18674,21451,22974,0.93370767
8432,"Elkton city, Minnesota",27,18728,132,141,0.936170213
8433,"Ellendale city, Minnesota",27,18746,681,691,0.98552822
8434,"Ellsworth city, Minnesota",27,18836,452,463,0.976241901
8435,"Elrosa city, Minnesota",27,19088,208,211,0.985781991
8436,"Elmdale city, Minnesota",27,18872,116,116,1
8437,"Elysian city, Minnesota",27,19160,630,652,0.966257669
8438,"Elmore city, Minnesota",27,18998,611,663,0.921568627
8439,"Ely city, Minnesota",27,19142,3319,3460,0.959248555
8440,"Emily city, Minnesota",27,19286,792,813,0.974169742
8441,"Emmons city, Minnesota",27,19340,377,391,0.964194373
8442,"Erhard city, Minnesota",27,19556,145,148,0.97972973
8443,"Erskine city, Minnesota",27,19700,477,503,0.948310139
8444,"Esko CDP, Minnesota",27,19718,1814,1869,0.970572499
8445,"Excelsior city, Minnesota",27,20078,1977,2188,0.903564899
8446,"Evan city, Minnesota",27,19880,78,86,0.906976744
8447,"Evansville city, Minnesota",27,19898,599,612,0.97875817
8448,"Eveleth city, Minnesota",27,19934,3532,3718,0.949973104
8449,"Rolling Fork city, Mississippi",28,63560,548,2143,0.255716286
8450,"Rosedale city, Mississippi",28,63720,239,1873,0.127602776
8451,"Roxie town, Mississippi",28,64080,190,497,0.382293763
8452,"Ruleville city, Mississippi",28,64200,395,3007,0.13136016
8453,"St. Martin CDP, Mississippi",28,64680,5577,7730,0.721474774
8454,"Sebastopol town, Mississippi",28,66280,209,272,0.768382353
8455,"Sallis town, Mississippi",28,64800,95,134,0.708955224
8456,"Sardis town, Mississippi",28,65560,612,1703,0.359365825
8457,"Saucier CDP, Mississippi",28,65720,1261,1342,0.939642325
8458,"Seminary town, Mississippi",28,66400,298,314,0.949044586
8459,"Sherman town, Mississippi",28,67200,500,650,0.769230769
8460,"Senatobia city, Mississippi",28,66440,5057,8165,0.619350888
8461,"Sharon CDP, Mississippi",28,66840,1272,1406,0.904694168
8462,"Shelby city, Mississippi",28,67040,105,2229,0.047106326
8463,"Shubuta town, Mississippi",28,67520,101,441,0.229024943
8464,"Shuqualak town, Mississippi",28,67640,100,501,0.199600798
8465,"Sidon town, Mississippi",28,67840,26,509,0.05108055
8466,"Silver City town, Mississippi",28,67920,90,337,0.267062315
8467,"Snow Lake Shores town, Mississippi",28,68960,291,319,0.912225705
8468,"Slate Springs village, Mississippi",28,68320,106,110,0.963636364
8469,"Sledge town, Mississippi",28,68400,55,545,0.100917431
8470,"Smithville town, Mississippi",28,68720,904,942,0.959660297
8471,"Soso town, Mississippi",28,69160,323,408,0.791666667
8472,"Southaven city, Mississippi",28,69280,34787,48982,0.710199665
8473,"Standing Pine CDP, Mississippi",28,70120,42,504,0.083333333
8474,"State Line town, Mississippi",28,70320,235,565,0.415929204
8475,"Stone Lake CDP, Wisconsin",55,77625,169,178,0.949438202
8476,"Stratford village, Wisconsin",55,77750,1554,1578,0.984790875
8477,"Strum village, Wisconsin",55,77825,1071,1114,0.961400359
8478,"Sturgeon Bay city, Wisconsin",55,77875,8697,9144,0.951115486
8479,"Sturtevant village, Wisconsin",55,77925,5491,6970,0.787804878
8480,"Suamico village, Wisconsin",55,77975,11047,11346,0.9736471
8481,"Sullivan village, Wisconsin",55,78175,656,669,0.980568012
8482,"Superior city, Wisconsin",55,78650,24928,27244,0.914990457
8483,"Summit Lake CDP, Wisconsin",55,78425,141,144,0.979166667
8484,"Suring village, Wisconsin",55,78725,492,544,0.904411765
8485,"Sun Prairie city, Wisconsin",55,78600,25089,29364,0.854413568
8486,"Superior village, Wisconsin",55,78660,644,664,0.969879518
8487,"Sussex village, Wisconsin",55,78750,10013,10518,0.95198707
8488,"Tainter Lake CDP, Wisconsin",55,78980,2188,2242,0.975914362
8489,"Taycheedah CDP, Wisconsin",55,79100,683,704,0.970170455
8490,"Taylor village, Wisconsin",55,79150,468,476,0.983193277
8491,"Ingenio comunidad, Puerto Rico",72,36263,3461,5354,0.646432574
8492,"Isabela zona urbana, Puerto Rico",72,36478,9447,11255,0.839360284
8493,"Jagual comunidad, Puerto Rico",72,37166,841,1062,0.791902072
8494,"Jauca comunidad, Puerto Rico",72,38241,1068,1529,0.698495749
8495,"Juncal comunidad, Puerto Rico",72,39470,884,994,0.889336016
8496,"Jayuya zona urbana, Puerto Rico",72,38370,2527,2759,0.915911562
8497,"Jobos comunidad, Puerto Rico",72,38671,1482,2479,0.597821702
8498,"Juana D?az zona urbana, Puerto Rico",72,38972,6215,7916,0.785118747
8499,"Juncos zona urbana, Puerto Rico",72,39574,5557,7564,0.734664199
8500,"La Alianza comunidad, Puerto Rico",72,39875,1700,1947,0.873138161
8501,"La Liga comunidad, Puerto Rico",72,41274,214,281,0.761565836
8502,"La Dolores comunidad, Puerto Rico",72,40348,1751,3081,0.568321973
8503,"La Fermina comunidad, Puerto Rico",72,40563,1987,2743,0.724389355
8504,"Lajas zona urbana, Puerto Rico",72,40950,3691,4586,0.80484082
8505,"La Luisa comunidad, Puerto Rico",72,41294,2040,2590,0.787644788
8506,"Lamboglia comunidad, Puerto Rico",72,41466,567,1050,0.54
8507,"Lares zona urbana, Puerto Rico",72,42498,4482,4917,0.911531422
8508,"La Parguera comunidad, Puerto Rico",72,41767,918,1044,0.879310345
8509,"La Playa comunidad, Puerto Rico",72,42068,1394,1900,0.733684211
8510,"La Plena comunidad, Puerto Rico",72,42197,654,865,0.756069364
8511,"Las Carolinas comunidad, Puerto Rico",72,42842,1825,2570,0.710116732
8512,"Las Croabas comunidad, Puerto Rico",72,43057,754,1053,0.716049383
8513,"Las Ollas comunidad, Puerto Rico",72,44089,1231,1557,0.790622993
8514,"Las Mar?as comunidad, Puerto Rico",72,43702,1576,2049,0.769155686
8515,"Las Mar?as zona urbana, Puerto Rico",72,43788,736,806,0.913151365
8516,"Las Ochenta comunidad, Puerto Rico",72,44003,534,951,0.561514196
8517,"Las Piedras zona urbana, Puerto Rico",72,44390,4274,5883,0.726500085
8518,"Lluveras comunidad, Puerto Rico",72,46282,1393,1733,0.803808425
8519,"La Yuca comunidad, Puerto Rico",72,45170,546,665,0.821052632
8520,"Levittown comunidad, Puerto Rico",72,45336,19923,26960,0.73898368
8521,"Liborio Negr?n Torres comunidad, Puerto Rico",72,45379,950,1112,0.854316547
8522,"Lo?za zona urbana, Puerto Rico",72,46368,604,3875,0.155870968
8523,"Lomas comunidad, Puerto Rico",72,46626,619,956,0.64748954
8524,"Luis Llor?ns Torres comunidad, Puerto Rico",72,47615,2342,2912,0.804258242
8525,"Los Llanos comunidad, Puerto Rico",72,47013,1633,2118,0.771010387
8526,"Los Panes comunidad, Puerto Rico",72,47336,197,267,0.737827715
8527,"Los Prados comunidad, Puerto Rico",72,47422,1711,2129,0.803663692
8528,"Luis M. Cintr?n comunidad, Puerto Rico",72,47701,1256,2290,0.548471616
8529,"Luquillo zona urbana, Puerto Rico",72,47787,4946,7761,0.637289009
8530,"Mar?a Antonia comunidad, Puerto Rico",72,50754,965,1285,0.750972763
8531,"Luyando comunidad, Puerto Rico",72,47873,2542,2886,0.880803881
8532,"Magas Arriba comunidad, Puerto Rico",72,48604,938,1215,0.772016461
8533,"Maguayo comunidad, Puerto Rico",72,48862,729,903,0.80730897
8534,"Manat? zona urbana, Puerto Rico",72,50152,11447,14011,0.817000928
8535,"Maricao zona urbana, Puerto Rico",72,51270,785,868,0.90437788
8536,"Fritz Creek CDP, Alaska",2,27090,1737,1932,0.899068323
8537,"Four Mile Road CDP, Alaska",2,26835,23,43,0.534883721
8538,"Fox CDP, Alaska",2,26870,342,417,0.820143885
8539,"Fox River CDP, Alaska",2,26910,677,685,0.988321168
8540,"Funny River CDP, Alaska",2,27145,798,877,0.909920182
8541,"Gakona CDP, Alaska",2,27420,173,218,0.793577982
8542,"Galena city, Alaska",2,27530,138,470,0.293617021
8543,"Gambell city, Alaska",2,27640,26,681,0.038179148
8544,"Game Creek CDP, Alaska",2,27700,18,18,1
8545,"Gateway CDP, Alaska",2,28200,4737,5552,0.853206052
8546,"Golovin city, Alaska",2,29180,7,156,0.044871795
8547,"Glacier View CDP, Alaska",2,28590,220,234,0.94017094
8548,"Glennallen CDP, Alaska",2,28740,374,483,0.774327122
8549,"Goldstream CDP, Alaska",2,29130,3167,3557,0.890357042
8550,"Goodnews Bay city, Alaska",2,29290,11,243,0.04526749
8551,"Grayling city, Alaska",2,30060,13,194,0.067010309
8552,"Gulkana CDP, Alaska",2,30500,28,119,0.235294118
8553,"Gustavus city, Alaska",2,30940,404,442,0.914027149
8554,"Haines CDP, Alaska",2,31050,1390,1713,0.811441915
8555,"Halibut Cove CDP, Alaska",2,31270,66,76,0.868421053
8556,"Bosque Farms village, New Mexico",35,8580,3274,3904,0.838627049
8557,"Brazos CDP, New Mexico",35,8860,18,44,0.409090909
8558,"Brimhall Nizhoni CDP, New Mexico",35,9035,0,199,0
8559,"Buckhorn CDP, New Mexico",35,9630,184,200,0.92
8560,"Hewlett Bay Park village, New York",36,34297,374,404,0.925742574
8561,"Herrings village, New York",36,34220,78,90,0.866666667
8562,"Heuvelton village, New York",36,34264,705,714,0.987394958
8563,"Hewlett CDP, New York",36,34286,5796,6819,0.849978003
8564,"Hewlett Harbor village, New York",36,34308,1183,1263,0.936658749
8565,"Hewlett Neck village, New York",36,34319,416,445,0.934831461
8566,"Hicksville CDP, New York",36,34374,29194,41547,0.70267408
8567,"High Falls CDP, New York",36,34451,584,627,0.931419458
8568,"Highland CDP, New York",36,34484,4766,5647,0.843987958
8569,"Highland Falls village, New York",36,34495,2746,3900,0.704102564
8570,"Hillside Lake CDP, New York",36,34803,980,1084,0.904059041
8571,"Hillburn village, New York",36,34660,500,951,0.525762355
8572,"Hillcrest CDP, New York",36,34693,1637,7558,0.216591691
8573,"Hillside CDP, New York",36,34786,820,877,0.935005701
8574,"Hilton village, New York",36,34847,5678,5886,0.96466191
8575,"Holley village, New York",36,35155,1742,1811,0.961899503
8576,"Hadley CDP, New York",36,31258,965,1009,0.956392468
8577,"Hobart village, New York",36,34979,421,441,0.954648526
8578,"Holbrook CDP, New York",36,35056,24925,27195,0.916528774
8579,"Holland CDP, New York",36,35111,1184,1206,0.981757877
8580,"Holland Patent village, New York",36,35144,455,458,0.993449782
8581,"Honeoye Falls village, New York",36,35364,2578,2674,0.964098728
8582,"Holtsville CDP, New York",36,35254,17782,19714,0.90199858
8583,"Homer village, New York",36,35276,3151,3291,0.957459739
8584,"Honeoye CDP, New York",36,35353,565,579,0.97582038
8585,"Hoosick Falls village, New York",36,35474,3385,3501,0.96686661
8586,"Hopewell Junction CDP, New York",36,35573,328,376,0.872340426
8587,"Hornell city, New York",36,35672,8036,8563,0.938456149
8588,"Horseheads village, New York",36,35694,6067,6461,0.939018728
8589,"Horseheads North CDP, New York",36,35710,2700,2843,0.94970102
8590,"Hortonville CDP, New York",36,35738,214,218,0.981651376
8591,"Hunt CDP, New York",36,36156,74,78,0.948717949
8592,"Houghton CDP, New York",36,35771,1547,1693,0.913762552
8593,"Hudson city, New York",36,35969,3962,6713,0.590198123
