,NAME,state,place,PCT023003,PCT023001,% White
24237,"Cutler CDP, California",6,17708,2421,5000,0.4842
24238,"Daly City city, California",6,17918,23842,101123,0.235772277
24239,"Danville town, California",6,17988,34942,42039,0.83118057
24240,"Daphnedale Park CDP, California",6,17995,166,184,0.902173913
24241,"Darwin CDP, California",6,18030,38,43,0.88372093
24242,"Davenport CDP, California",6,18086,272,408,0.666666667
24243,"Davis city, California",6,18100,42571,65622,0.648730609
24244,"Day Valley CDP, California",6,18153,2898,3409,0.850102669
24245,"Deer Park CDP, California",6,18324,1108,1267,0.874506709
24246,"Del Aire CDP, California",6,18352,6052,10001,0.605139486
24247,"Delano city, California",6,18394,19304,53041,0.363944873
24248,"Delft Colony CDP, California",6,18450,213,454,0.469162996
24249,"Delhi CDP, California",6,18464,5655,10755,0.525801953
24250,"Delleker CDP, California",6,18485,503,705,0.713475177
24251,"Del Monte Forest CDP, California",6,18590,3922,4514,0.868852459
24252,"Derby Acres CDP, California",6,18926,289,322,0.897515528
24253,"Del Mar city, California",6,18506,3912,4161,0.940158616
24254,"Del Rey CDP, California",6,18674,740,1639,0.451494814
24255,"Del Rey Oaks city, California",6,18688,1326,1624,0.816502463
24256,"Del Rio CDP, California",6,18695,1027,1270,0.808661417
24257,"Denair CDP, California",6,18856,3425,4404,0.777702089
24258,"Descanso CDP, California",6,18940,1290,1423,0.906535488
24259,"Desert Center CDP, California",6,18982,164,204,0.803921569
24260,"Desert Edge CDP, California",6,18986,3051,3822,0.798273155
24261,"Drake city, North Dakota",38,20300,269,275,0.978181818
24262,"Dodge city, North Dakota",38,19820,78,87,0.896551724
24263,"Donnybrook city, North Dakota",38,19900,57,59,0.966101695
24264,"Douglas city, North Dakota",38,20020,61,64,0.953125
24265,"Drayton city, North Dakota",38,20340,810,824,0.983009709
24266,"Dunn Center city, North Dakota",38,20940,137,146,0.938356164
24267,"Driscoll CDP, North Dakota",38,20500,79,82,0.963414634
24268,"Dunseith city, North Dakota",38,21020,116,773,0.150064683
24269,"Dwight city, North Dakota",38,21220,82,82,1
24270,"East Dunseith CDP, North Dakota",38,21520,5,500,0.01
24271,"Edmore city, North Dakota",38,22340,176,182,0.967032967
24272,"Edgeley city, North Dakota",38,22140,560,563,0.994671403
24273,"East Fairview CDP, North Dakota",38,21580,72,76,0.947368421
24274,"Edinburg city, North Dakota",38,22260,187,196,0.954081633
24275,"Egeland city, North Dakota",38,22540,25,28,0.892857143
24276,"Elgin city, North Dakota",38,23020,631,642,0.982866044
24277,"Ellendale city, North Dakota",38,23220,1317,1394,0.944763271
24278,"Elliott city, North Dakota",38,23340,23,25,0.92
24279,"Embden CDP, North Dakota",38,24020,59,59,1
24280,"Emerado city, North Dakota",38,24060,332,414,0.801932367
24281,"Enderlin city, North Dakota",38,24260,874,886,0.986455982
24282,"Esmond city, North Dakota",38,24780,99,100,0.99
24283,"Englevale CDP, North Dakota",38,24380,40,40,1
24284,"Epping city, North Dakota",38,24540,81,100,0.81
24285,"Erie CDP, North Dakota",38,24620,49,50,0.98
24286,"Fairdale city, North Dakota",38,25180,35,38,0.921052632
24287,"Fairmount city, North Dakota",38,25300,345,367,0.940054496
24288,"Fargo city, North Dakota",38,25700,95205,105549,0.901998124
24289,"Fessenden city, North Dakota",38,26180,473,479,0.987473904
24290,"Fingal city, North Dakota",38,26380,94,97,0.969072165
24291,"Finley city, North Dakota",38,26420,426,445,0.957303371
24292,"Fordville city, North Dakota",38,27060,200,212,0.943396226
24293,"Flasher city, North Dakota",38,26660,227,232,0.978448276
24294,"Flaxton city, North Dakota",38,26700,66,66,1
24295,"Forbes city, North Dakota",38,26980,53,53,1
24296,"Forest River city, North Dakota",38,27100,124,125,0.992
24297,"Lowellville village, Ohio",39,45178,1142,1155,0.988744589
24298,"Lower Salem village, Ohio",39,45220,80,86,0.930232558
24299,"Lucas village, Ohio",39,45276,603,615,0.980487805
24300,"Lucasville CDP, Ohio",39,45304,1939,2757,0.703300689
24301,"Luckey village, Ohio",39,45332,988,1012,0.976284585
24302,"Ludlow Falls village, Ohio",39,45374,208,208,1
24303,"Lynchburg village, Ohio",39,45542,1481,1499,0.987991995
24304,"Lyndhurst city, Ohio",39,45556,12646,14001,0.903221198
24305,"McCutchenville CDP, Ohio",39,45892,392,400,0.98
24306,"Lyons village, Ohio",39,45626,550,562,0.978647687
24307,"McArthur village, Ohio",39,45696,1668,1701,0.980599647
24308,"McClure village, Ohio",39,45794,697,725,0.96137931
24309,"McComb village, Ohio",39,45808,1548,1648,0.939320388
24310,"McConnelsville village, Ohio",39,45822,1665,1784,0.933295964
24311,"McDermott CDP, Ohio",39,45906,428,434,0.986175115
24312,"McDonald village, Ohio",39,45934,3175,3263,0.973030953
24313,"Macedonia city, Ohio",39,45976,9351,11188,0.835806221
24314,"McGuffey village, Ohio",39,46046,484,501,0.966067864
24315,"Mack CDP, Ohio",39,46088,11375,11585,0.981873112
24316,"McKinley Heights CDP, Ohio",39,46144,1032,1060,0.973584906
24317,"Magnetic Springs village, Ohio",39,46830,261,268,0.973880597
24318,"Macksburg village, Ohio",39,46158,186,186,1
24319,"Madeira city, Ohio",39,46312,8115,8726,0.929979372
24320,"Madison village, Ohio",39,46480,3066,3184,0.962939698
24321,"Magnolia village, Ohio",39,46844,956,978,0.977505112
24322,"Maineville village, Ohio",39,46872,952,975,0.976410256
24323,"Malinta village, Ohio",39,46942,247,265,0.932075472
24324,"Malta village, Ohio",39,46970,611,671,0.910581222
24325,"Malvern village, Ohio",39,46998,1115,1189,0.937762826
24326,"Maple Heights city, Ohio",39,47306,6477,23138,0.279929121
24327,"Manchester village, Ohio",39,47012,1947,2023,0.962432032
24328,"Naplate village, Illinois",17,51648,485,496,0.977822581
24329,"Naples town, Illinois",17,51661,125,130,0.961538462
24330,"Nashville city, Illinois",17,51700,3160,3258,0.969920196
24331,"Nauvoo city, Illinois",17,51791,1122,1149,0.976501305
24332,"Nebo village, Illinois",17,51882,336,340,0.988235294
24333,"Nelson village, Illinois",17,51947,168,170,0.988235294
24334,"Neoga city, Illinois",17,51986,1604,1636,0.980440098
24335,"Neponset village, Illinois",17,51999,445,473,0.940803383
24336,"New Bedford village, Illinois",17,52155,74,75,0.986666667
24337,"Newark village, Illinois",17,52103,963,992,0.970766129
24338,"New Athens village, Illinois",17,52116,2003,2054,0.975170399
24339,"New Baden village, Illinois",17,52142,3083,3349,0.920573305
24340,"New Berlin village, Illinois",17,52168,1318,1346,0.979197623
24341,"New Boston city, Illinois",17,52220,678,683,0.992679356
24342,"New Burnside village, Illinois",17,52285,202,211,0.957345972
24343,"New Canton town, Illinois",17,52311,356,359,0.991643454
24344,"New Douglas village, Illinois",17,52415,306,319,0.959247649
24345,"New Grand Chain village, Illinois",17,52467,178,210,0.847619048
24346,"Newman city, Illinois",17,52623,858,865,0.991907514
24347,"New Haven village, Illinois",17,52506,433,433,1
24348,"New Holland village, Illinois",17,52545,259,269,0.962825279
24349,"New Lenox village, Illinois",17,52584,23473,24394,0.962244814
24350,"New Milford village, Illinois",17,52701,583,697,0.836441894
24351,"New Minden village, Illinois",17,52714,214,215,0.995348837
24352,"New Salem village, Illinois",17,52805,134,137,0.97810219
24353,"Newton city, Illinois",17,52844,2800,2849,0.982800983
24354,"Niantic village, Illinois",17,52961,687,707,0.971711457
24355,"Middlebury town, Indiana",18,48924,3270,3420,0.956140351
24356,"Middletown town, Indiana",18,49014,2266,2322,0.97588286
24357,"Mier CDP, Indiana",18,49212,77,78,0.987179487
24358,"Milan town, Indiana",18,49266,1855,1899,0.97682991
24359,"Milford town, Indiana",18,49320,1379,1562,0.88284251
24360,"Millersburg town, Indiana",18,49536,876,903,0.970099668
24361,"Millhousen town, Indiana",18,49662,126,127,0.992125984
24362,"Mishawaka city, Indiana",18,49932,41538,48252,0.860855509
24363,"Milltown town, Indiana",18,49716,799,818,0.976772616
24364,"Milroy CDP, Indiana",18,49806,585,604,0.968543046
24365,"Milton town, Indiana",18,49860,482,490,0.983673469
24366,"Mitchell city, Indiana",18,49950,4245,4350,0.975862069
24367,"Modoc town, Indiana",18,50058,186,196,0.948979592
24368,"Monon town, Indiana",18,50148,1371,1777,0.771525042
24369,"Monroe town, Indiana",18,50202,834,842,0.990498812
24370,"Monroe City town, Indiana",18,50526,538,545,0.987155963
24371,"Monroeville town, Indiana",18,50562,1222,1235,0.989473684
24372,"Montgomery town, Indiana",18,50688,341,343,0.994169096
24373,"Monrovia town, Indiana",18,50580,1034,1063,0.972718721
24374,"Monterey town, Indiana",18,50616,213,218,0.97706422
24375,"Montezuma town, Indiana",18,50652,982,1022,0.960861057
24376,"Monticello city, Indiana",18,50760,4881,5378,0.907586463
24377,"Montmorenci CDP, Indiana",18,50778,240,243,0.987654321
24378,"Montpelier city, Indiana",18,50796,1767,1805,0.978947368
24379,"Mooreland town, Indiana",18,50940,365,375,0.973333333
24380,"Moores Hill town, Indiana",18,50958,584,597,0.978224456
24381,"Mooresville town, Indiana",18,50976,9096,9326,0.975337765
24382,"Morgantown town, Indiana",18,51102,971,986,0.984787018
24383,"Mount Auburn town, Indiana",18,51318,115,117,0.982905983
24384,"Morocco town, Indiana",18,51138,1119,1129,0.991142604
24385,"Morristown town, Indiana",18,51192,1201,1218,0.986042693
24386,"Mount Ayr town, Indiana",18,51336,119,122,0.975409836
24387,"Mount Carmel town, Indiana",18,51354,84,86,0.976744186
24388,"Mount Etna town, Indiana",18,51408,91,94,0.968085106
24389,"Mount Summit town, Indiana",18,51714,342,352,0.971590909
24390,"Mount Vernon city, Indiana",18,51732,6246,6687,0.934051144
24391,"Mulberry town, Indiana",18,51840,1234,1254,0.984051037
24392,"Napoleon town, Indiana",18,52002,234,234,1
24393,"Muncie city, Indiana",18,51876,58853,70085,0.839737462
24394,"Munster town, Indiana",18,51912,20208,23603,0.856162352
24395,"Pamplico town, South Carolina",45,54340,493,1226,0.402120718
24396,"Parker CDP, South Carolina",45,54535,7083,11431,0.619630828
24397,"Parksville town, South Carolina",45,54700,110,117,0.94017094
24398,"St. Joseph city, Tennessee",47,66160,764,782,0.976982097
24399,"Sale Creek CDP, Tennessee",47,66220,2762,2845,0.970826011
24400,"Saltillo town, Tennessee",47,66340,237,303,0.782178218
24401,"Samburg town, Tennessee",47,66360,214,217,0.986175115
24402,"Sardis town, Tennessee",47,66660,363,381,0.952755906
24403,"Saulsbury town, Tennessee",47,66680,67,81,0.827160494
24404,"Sevierville city, Tennessee",47,67120,13165,14807,0.889106504
24405,"Savannah city, Tennessee",47,66720,6090,6982,0.87224291
24406,"Scotts Hill town, Tennessee",47,66880,965,984,0.980691057
24407,"Selmer town, Tennessee",47,66940,3599,4396,0.818698817
24408,"Sewanee CDP, Tennessee",47,67140,2097,2311,0.907399394
24409,"Seymour CDP, Tennessee",47,67200,10611,10919,0.971792289
24410,"Shackle Island CDP, Tennessee",47,67230,2677,2844,0.941279887
24411,"Sharon town, Tennessee",47,67540,842,944,0.891949153
24412,"Shelbyville city, Tennessee",47,67760,13886,20335,0.68286206
24413,"Signal Mountain town, Tennessee",47,68540,7363,7554,0.974715383
24414,"Smyrna town, Tennessee",47,69420,29982,39974,0.750037524
24415,"Silerton town, Tennessee",47,68560,100,111,0.900900901
24416,"Slayden town, Tennessee",47,69080,173,178,0.971910112
24417,"Smithville city, Tennessee",47,69320,3963,4530,0.874834437
24418,"Sneedville town, Tennessee",47,69460,1351,1387,0.974044701
24419,"Soddy-Daisy city, Tennessee",47,69560,12325,12714,0.969403807
24420,"Somerville town, Tennessee",47,69620,1643,3094,0.531027796
24421,"South Carthage town, Tennessee",47,69680,1260,1322,0.953101362
24422,"South Cleveland CDP, Tennessee",47,69740,6417,6912,0.928385417
24423,"South Fulton city, Tennessee",47,69900,1860,2354,0.790144435
24424,"Spring City town, Tennessee",47,70400,1838,1981,0.927814235
24425,"South Pittsburg city, Tennessee",47,70060,2404,2992,0.803475936
24426,"Sparta city, Tennessee",47,70180,4484,4925,0.910456853
24427,"Spencer town, Tennessee",47,70240,1556,1601,0.971892567
24428,"Springfield city, Tennessee",47,70500,10826,16440,0.658515815
24429,"Spring Hill city, Tennessee",47,70580,25883,29036,0.891410663
24430,"Spurgeon CDP, Tennessee",47,70680,3792,3957,0.958301744
24431,"Stanton town, Tennessee",47,70820,133,452,0.294247788
24432,"Stantonville town, Tennessee",47,70840,280,283,0.989399293
24433,"Summertown CDP, Tennessee",47,72040,835,866,0.964203233
24434,"Tellico Village CDP, Tennessee",47,73270,5720,5791,0.987739596
24435,"Sunbright city, Tennessee",47,72140,546,552,0.989130435
24436,"Surgoinsville town, Tennessee",47,72380,1760,1801,0.97723487
24437,"Sweetwater city, Tennessee",47,72540,5112,5764,0.886884108
24438,"Tazewell town, Tennessee",47,73120,2093,2218,0.943642922
24439,"Telford CDP, Tennessee",47,73220,902,921,0.97937025
24440,"Tellico Plains town, Tennessee",47,73260,855,880,0.971590909
24441,"Tennessee Ridge town, Tennessee",47,73460,1343,1368,0.981725146
24442,"Thompson's Station town, Tennessee",47,73900,2018,2194,0.919781222
24443,"Three Way city, Tennessee",47,74100,1481,1709,0.866588648
24444,"Tiptonville town, Tennessee",47,74540,2561,4464,0.573700717
24445,"Trenton city, Tennessee",47,75000,2752,4264,0.645403377
24446,"Toone town, Tennessee",47,74640,230,364,0.631868132
24447,"Townsend city, Tennessee",47,74860,430,448,0.959821429
24448,"Tracy City town, Tennessee",47,74880,1450,1481,0.979068197
24449,"Trezevant town, Tennessee",47,75100,728,859,0.84749709
24450,"Trimble town, Tennessee",47,75160,600,637,0.941915228
24451,"Troy town, Tennessee",47,75240,1336,1371,0.974471189
24452,"Tullahoma city, Tennessee",47,75320,16426,18655,0.880514607
24453,"Tusculum city, Tennessee",47,75560,2385,2663,0.895606459
24454,"Unicoi town, Tennessee",47,75820,3454,3632,0.950991189
24455,"Lamar CDP, Texas",48,41092,594,636,0.933962264
24456,"Lakewood Village city, Texas",48,41050,490,545,0.899082569
24457,"Lake Worth city, Texas",48,41056,3853,4584,0.840532286
24458,"La Loma de Falcon CDP, Texas",48,41086,95,95,1
24459,"La Marque city, Texas",48,41116,7620,14509,0.525191261
24460,"Lamesa city, Texas",48,41164,7595,9422,0.806092125
24461,"Bruno city, Minnesota",27,8290,94,102,0.921568627
24462,"Buckman city, Minnesota",27,8416,267,270,0.988888889
24463,"Buffalo city, Minnesota",27,8452,14694,15453,0.950883324
24464,"Buffalo Lake city, Minnesota",27,8488,683,733,0.931787176
24465,"Burnsville city, Minnesota",27,8794,46731,60306,0.77489802
24466,"Burtrum city, Minnesota",27,8902,142,144,0.986111111
24467,"Butterfield city, Minnesota",27,8992,426,586,0.726962457
24468,"Byron city, Minnesota",27,9154,4726,4914,0.961741962
24469,"Caledonia city, Minnesota",27,9226,2775,2868,0.967573222
24470,"Campbell city, Minnesota",27,9496,156,158,0.987341772
24471,"Callaway city, Minnesota",27,9280,119,234,0.508547009
24472,"Calumet city, Minnesota",27,9316,352,367,0.959128065
24473,"Cambridge city, Minnesota",27,9370,7667,8111,0.945259524
24474,"Canby city, Minnesota",27,9604,1757,1795,0.978830084
24475,"Cannon Falls city, Minnesota",27,9730,3933,4083,0.963262307
24476,"Canton city, Minnesota",27,9802,345,346,0.997109827
24477,"Carlos city, Minnesota",27,9964,497,502,0.990039841
24478,"Baudette city, Minnesota",27,4024,1044,1106,0.943942134
24479,"Biscay city, Minnesota",27,6112,102,113,0.902654867
24480,"Brownton city, Minnesota",27,8254,739,762,0.969816273
24481,"Carlton city, Minnesota",27,10018,793,862,0.919953596
24482,"Carver city, Minnesota",27,10144,3344,3724,0.897959184
24483,"Centerville city, Minnesota",27,10648,3577,3792,0.943301688
24484,"Cass Lake city, Minnesota",27,10252,187,770,0.242857143
24485,"Cedar Mills city, Minnesota",27,10468,42,45,0.933333333
24486,"Center City city, Minnesota",27,10576,614,628,0.977707006
24487,"Ceylon city, Minnesota",27,10792,358,369,0.970189702
24488,"Champlin city, Minnesota",27,10846,20551,23089,0.890077526
24489,"Chandler city, Minnesota",27,10900,240,270,0.888888889
24490,"Chanhassen city, Minnesota",27,10918,21235,22952,0.925191704
24491,"Chaska city, Minnesota",27,10972,20931,23770,0.880563736
24492,"Chatfield city, Minnesota",27,11008,2726,2779,0.980928392
24493,"Chisholm city, Minnesota",27,11386,4751,4976,0.954782958
24494,"Chickamaw Beach city, Minnesota",27,11296,114,114,1
24495,"Chisago City city, Minnesota",27,11350,4805,4967,0.967384739
24496,"Chokio city, Minnesota",27,11440,396,400,0.99
24497,"Circle Pines city, Minnesota",27,11494,4524,4918,0.919886133
24498,"Claremont city, Minnesota",27,11566,510,548,0.930656934
24499,"Kosciusko city, Mississippi",28,38320,3372,7402,0.455552553
24500,"Kossuth village, Mississippi",28,38360,209,209,1
24501,"Lake town, Mississippi",28,38600,152,324,0.469135802
24502,"Latimer CDP, Mississippi",28,39520,5368,6079,0.883039974
24503,"Laurel city, Mississippi",28,39640,6011,18540,0.324217907
24504,"Leakesville town, Mississippi",28,39840,703,898,0.78285078
24505,"Learned town, Mississippi",28,39880,86,94,0.914893617
24506,"Leland city, Mississippi",28,40280,1216,4481,0.271367998
24507,"Lena town, Mississippi",28,40360,129,148,0.871621622
24508,"Long Beach city, Mississippi",28,41680,12642,14792,0.854651163
24509,"Louin town, Mississippi",28,42200,192,277,0.693140794
24510,"Louise town, Mississippi",28,42240,113,199,0.567839196
24511,"Lucedale city, Mississippi",28,42440,2007,2923,0.686623332
24512,"Lynchburg CDP, Mississippi",28,42840,1864,2437,0.764874846
24513,"Lula town, Mississippi",28,42600,56,298,0.187919463
24514,"Lumberton city, Mississippi",28,42640,884,2086,0.423777565
24515,"Lyman CDP, Mississippi",28,42800,1064,1277,0.833202819
24516,"Lyon town, Mississippi",28,42960,281,350,0.802857143
24517,"McComb city, Mississippi",28,43280,3993,12790,0.312197029
24518,"McCool town, Mississippi",28,43400,114,135,0.844444444
24519,"McLain town, Mississippi",28,43840,322,441,0.73015873
24520,"Macon city, Mississippi",28,44240,602,2768,0.217485549
24521,"Marion town, Mississippi",28,45160,713,1479,0.482082488
24522,"Magee city, Mississippi",28,44600,2085,4408,0.47300363
24523,"Magnolia city, Mississippi",28,44680,774,2420,0.319834711
24524,"Mantachie town, Mississippi",28,44920,1105,1144,0.965909091
24525,"Marks city, Mississippi",28,45240,551,1735,0.317579251
24526,"Mathiston town, Mississippi",28,45720,589,698,0.843839542
24527,"Meridian Station CDP, Mississippi",28,46680,663,1090,0.608256881
24528,"Mayersville town, Mississippi",28,46000,57,547,0.104204753
24529,"Keyser city, West Virginia",54,43492,4809,5439,0.884169884
24530,"Keystone city, West Virginia",54,43516,97,282,0.343971631
24531,"Kingwood city, West Virginia",54,44044,2860,2939,0.973120109
24532,"Kimball town, West Virginia",54,43780,73,194,0.37628866
24533,"Kimberly CDP, West Virginia",54,43828,260,287,0.905923345
24534,"Kincaid CDP, West Virginia",54,43852,255,260,0.980769231
24535,"Kistler CDP, West Virginia",54,44188,491,528,0.929924242
24536,"Kopperston CDP, West Virginia",54,44548,602,616,0.977272727
24537,"Lashmeet CDP, West Virginia",54,45292,476,479,0.993736952
24538,"Lavalette CDP, West Virginia",54,45580,1056,1073,0.98415657
24539,"Leon town, West Virginia",54,46300,155,158,0.981012658
24540,"Lesage CDP, West Virginia",54,46420,1318,1358,0.970544919
24541,"Lester town, West Virginia",54,46468,292,348,0.83908046
24542,"Lewisburg city, West Virginia",54,46636,3468,3830,0.905483029
24543,"Butternut village, Wisconsin",55,11525,353,375,0.941333333
24544,"Cable CDP, Wisconsin",55,11650,204,206,0.990291262
24545,"Cadott village, Wisconsin",55,11750,1409,1437,0.980514962
24546,"Cameron village, Wisconsin",55,12250,1729,1783,0.969713965
24547,"Caledonia village, Wisconsin",55,11950,22656,24705,0.917061324
24548,"Cambria village, Wisconsin",55,12200,703,767,0.916558018
24549,"Cambridge village, Wisconsin",55,12225,1410,1457,0.967741935
24550,"Campbellsport village, Wisconsin",55,12325,1979,2016,0.981646825
24551,"Camp Douglas village, Wisconsin",55,12350,586,601,0.975041597
24552,"Camp Lake CDP, Wisconsin",55,12400,3514,3665,0.958799454
24553,"Cascade village, Wisconsin",55,12825,693,709,0.977433004
24554,"Casco village, Wisconsin",55,12850,531,583,0.910806175
24555,"Catawba village, Wisconsin",55,13175,110,110,1
24556,"Cashton village, Wisconsin",55,12950,1052,1102,0.954627949
24557,"Cassville village, Wisconsin",55,13050,934,947,0.986272439
24558,"Cataract CDP, Wisconsin",55,13150,178,186,0.956989247
24559,"Chain O' Lakes CDP, Wisconsin",55,13880,969,981,0.987767584
24560,"Burlington city, Wisconsin",55,11200,9707,10464,0.927656728
24561,"Caroline CDP, Wisconsin",55,12675,263,270,0.974074074
24562,"Cazenovia village, Wisconsin",55,13300,312,318,0.981132075
24563,"Cecil village, Wisconsin",55,13325,530,570,0.929824561
24564,"Cedarburg city, Wisconsin",55,13375,10989,11412,0.962933754
24565,"Cedar Grove village, Wisconsin",55,13475,2067,2113,0.978230005
24566,"Centuria village, Wisconsin",55,13850,906,948,0.955696203
24567,"Chetek city, Wisconsin",55,14325,2164,2221,0.974335885
24568,"Chaseburg village, Wisconsin",55,14150,274,284,0.964788732
24569,"Chelsea CDP, Wisconsin",55,14175,112,113,0.991150442
24570,"Chenequa village, Wisconsin",55,14225,572,590,0.969491525
24571,"Chief Lake CDP, Wisconsin",55,14440,119,583,0.204116638
24572,"Chili CDP, Wisconsin",55,14450,211,226,0.933628319
24573,"Chilton city, Wisconsin",55,14475,3768,3933,0.958047292
24574,"Chippewa Falls city, Wisconsin",55,14575,12986,13661,0.950589269
24575,"Clam Lake CDP, Wisconsin",55,14850,36,37,0.972972973
24576,"Clayton village, Wisconsin",55,15100,548,571,0.95971979
24577,"Clear Lake village, Wisconsin",55,15250,1042,1070,0.973831776
24578,"Cleveland village, Wisconsin",55,15400,1402,1485,0.944107744
24579,"Cobb village, Wisconsin",55,15975,450,458,0.982532751
24580,"Clinton village, Wisconsin",55,15625,2002,2154,0.929433612
24581,"Clintonville city, Wisconsin",55,15725,4360,4559,0.956350077
24582,"Clyman village, Wisconsin",55,15900,402,422,0.952606635
24583,"Cochrane village, Wisconsin",55,16025,446,450,0.991111111
24584,"Colby city, Wisconsin",55,16150,1655,1852,0.89362851
24585,"Coleman village, Wisconsin",55,16250,690,724,0.953038674
24586,"Colfax village, Wisconsin",55,16275,1125,1158,0.971502591
24587,"Collins CDP, Wisconsin",55,16350,163,164,0.993902439
24588,"Coloma village, Wisconsin",55,16375,450,450,1
24589,"Conrath village, Wisconsin",55,16775,86,95,0.905263158
24590,"Columbus city, Wisconsin",55,16450,4777,4991,0.957122821
24591,"Combined Locks village, Wisconsin",55,16500,3217,3328,0.966646635
24592,"Como CDP, Wisconsin",55,16575,2417,2631,0.918662106
24593,"Coon Valley village, Wisconsin",55,16900,752,765,0.983006536
24594,"Cornell city, Wisconsin",55,17100,1432,1467,0.976141786
24595,"Whatley CDP, Alabama",1,81744,108,150,0.72
24596,"White Hall town, Alabama",1,81912,21,858,0.024475524
24597,"White Plains CDP, Alabama",1,82104,784,811,0.966707768
24598,"Whitesboro CDP, Alabama",1,82176,2067,2138,0.966791394
24599,"Wilsonville town, Alabama",1,82848,1637,1827,0.896004379
24600,"Wilton town, Alabama",1,82872,491,687,0.714701601
24601,"Woodville town, Alabama",1,83664,701,746,0.939678284
24602,"Winfield city, Alabama",1,82992,4382,4717,0.928980284
24603,"Woodland town, Alabama",1,83400,171,184,0.929347826
24604,"Woodstock town, Alabama",1,83640,1347,1428,0.943277311
24605,"Yellow Bluff town, Alabama",1,83976,1,188,0.005319149
24606,"York city, Alabama",1,84096,346,2538,0.136327817
24607,"Akiak city, Alaska",2,870,18,346,0.052023121
24608,"Adak city, Alaska",2,65,64,326,0.196319018
24609,"Anaktuvuk Pass city, Alaska",2,2080,23,324,0.070987654
24610,"Akhiok city, Alaska",2,650,6,71,0.084507042
24611,"Akutan city, Alaska",2,1090,239,1027,0.23271665
24612,"Alakanuk city, Alaska",2,1200,14,677,0.020679468
24613,"Aleneva CDP, Alaska",2,1560,37,37,1
24614,"Allakaket city, Alaska",2,1860,1,105,0.00952381
24615,"Atka city, Alaska",2,4210,3,61,0.049180328
24616,"Angoon city, Alaska",2,3440,48,459,0.104575163
24617,"Aniak city, Alaska",2,3550,102,501,0.203592814
24618,"Anvik city, Alaska",2,3880,3,85,0.035294118
24619,"Atqasuk city, Alaska",2,4500,16,233,0.068669528
24620,"Akiachak CDP, Alaska",2,760,22,627,0.035087719
24621,"Atmautluak CDP, Alaska",2,4430,4,277,0.014440433
24622,"Alatna CDP, Alaska",2,1305,1,37,0.027027027
24623,"Anchor Point CDP, Alaska",2,3110,1741,1930,0.902072539
24624,"Arctic Village CDP, Alaska",2,3990,7,152,0.046052632
24625,"Alcan Border CDP, Alaska",2,1390,30,33,0.909090909
24626,"Anchorage municipality, Alaska",2,3000,192498,291826,0.659632795
24627,"Anderson city, Alaska",2,3220,216,246,0.87804878
24628,"Attu Station CDP, Alaska",2,4670,19,21,0.904761905
24629,"Aleknagik city, Alaska",2,1420,33,219,0.150684932
24630,"Ambler city, Alaska",2,1970,29,258,0.112403101
24631,"Beaver CDP, Alaska",2,5750,1,84,0.011904762
24632,"Badger CDP, Alaska",2,5000,16323,19482,0.837850323
24633,"Barrow city, Alaska",2,5200,712,4212,0.169040836
24634,"Bear Creek CDP, Alaska",2,5585,1582,1956,0.808793456
24635,"Beluga CDP, Alaska",2,6245,18,20,0.9
24636,"Bethel city, Alaska",2,6520,1417,6080,0.233059211
24637,"Bettles city, Alaska",2,6630,9,12,0.75
24638,"Big Delta CDP, Alaska",2,6850,547,591,0.925549915
24639,"Big Lake CDP, Alaska",2,7070,2884,3350,0.860895522
24640,"Birch Creek CDP, Alaska",2,7620,0,33,0
24641,"Cantwell CDP, Alaska",2,10150,169,219,0.771689498
24642,"Brevig Mission city, Alaska",2,8740,18,388,0.046391753
24643,"Buckland city, Alaska",2,9600,11,416,0.026442308
24644,"Buffalo Soapstone CDP, Alaska",2,9657,719,855,0.840935673
24645,"Central CDP, Alaska",2,11690,89,96,0.927083333
24646,"Chalkyitsik CDP, Alaska",2,11800,10,69,0.144927536
24647,"Chefornak city, Alaska",2,12680,14,418,0.033492823
24648,"Chena Ridge CDP, Alaska",2,12920,4852,5791,0.837851839
24649,"Butte CDP, Alaska",2,9710,2934,3246,0.903881701
24650,"Chase CDP, Alaska",2,12350,34,34,1
24651,"Clarkedale city, Arkansas",5,14050,309,371,0.832884097
24652,"Clarksville city, Arkansas",5,14140,6932,9178,0.755284376
24653,"Clinton city, Arkansas",5,14260,2465,2602,0.947348194
24654,"Coal Hill city, Arkansas",5,14500,939,1012,0.927865613
24655,"Galway village, New York",36,28101,199,200,0.995
24656,"Gang Mills CDP, New York",36,28145,3371,4185,0.805495818
24657,"Garden City village, New York",36,28178,20812,22371,0.930311564
24658,"Garden City Park CDP, New York",36,28189,4404,7806,0.564181399
24659,"Garden City South CDP, New York",36,28200,3606,4024,0.89612326
24660,"Gardiner CDP, New York",36,28244,868,950,0.913684211
24661,"Geneseo village, New York",36,28618,7134,8031,0.888307807
24662,"Gardnertown CDP, New York",36,28310,3400,4373,0.777498285
24663,"Gasport CDP, New York",36,28431,1205,1248,0.965544872
24664,"Gates CDP, New York",36,28453,4152,4910,0.845621181
24665,"Geneva city, New York",36,28640,10248,13261,0.772792399
24666,"Germantown CDP, New York",36,28761,801,845,0.947928994
24667,"Ghent CDP, New York",36,28860,549,564,0.973404255
24668,"Gilbertsville village, New York",36,28959,393,399,0.984962406
24669,"Gilgo CDP, New York",36,28990,131,131,1
