,NAME,state,place,H011001,H011004,% Renters
6672,"Arenas Valley CDP, New Mexico",35,4660,1522,365,0.239816032
6673,"Atoka CDP, New Mexico",35,5430,1077,191,0.177344475
6674,"Aztec city, New Mexico",35,5780,6700,2351,0.350895522
6675,"Bayard city, New Mexico",35,6270,2328,804,0.345360825
6676,"Beclabito CDP, New Mexico",35,6425,317,76,0.239747634
6677,"Bent CDP, New Mexico",35,6760,119,8,0.067226891
6678,"Berino CDP, New Mexico",35,6830,1441,357,0.247744622
6679,"Bibo CDP, New Mexico",35,7145,140,2,0.014285714
6680,"Black Rock CDP, New Mexico",35,7670,1323,1115,0.842781557
6681,"Blanco CDP, New Mexico",35,7810,388,51,0.131443299
6682,"Boles Acres CDP, New Mexico",35,8440,1638,292,0.178266178
6683,"Bloomfield city, New Mexico",35,7880,8025,2560,0.319003115
6684,"Bluewater Acres CDP, New Mexico",35,8185,206,33,0.160194175
6685,"Bluewater Village CDP, New Mexico",35,8190,628,96,0.152866242
6686,"Ca?ada de los Alamos CDP, New Mexico",35,10470,434,84,0.193548387
6687,"Belen city, New Mexico",35,6480,7166,2510,0.350265141
6688,"Bernalillo town, New Mexico",35,6970,7812,1941,0.248463902
6689,"Laguna Hills city, California",6,39220,29975,7668,0.255813178
6690,"Laguna Niguel city, California",6,39248,62731,17702,0.282189029
6691,"La Habra Heights city, California",6,39304,5305,350,0.065975495
6692,"Laguna Woods city, California",6,39259,16025,3569,0.222714509
6693,"Lagunitas-Forest Knolls CDP, California",6,39283,1810,512,0.282872928
6694,"La Habra city, California",6,39290,59899,26290,0.438905491
6695,"La Honda CDP, California",6,39318,916,227,0.247816594
6696,"Lake Almanor Country Club CDP, California",6,39411,419,47,0.112171838
6697,"Lake Almanor Peninsula CDP, California",6,39420,356,92,0.258426966
6698,"Lake Almanor West CDP, California",6,39425,270,9,0.033333333
6699,"Lake Arrowhead CDP, California",6,39444,12389,3742,0.302042134
6700,"Lake California CDP, California",6,39460,3054,976,0.319580878
6701,"Lake Elsinore city, California",6,39486,51389,18498,0.359960303
6702,"Lake City CDP, California",6,39472,61,6,0.098360656
6703,"Lake Davis CDP, California",6,39483,45,0,0
6704,"Lake Don Pedro CDP, California",6,39484,1077,195,0.181058496
6705,"Lake Forest city, California",6,39496,76749,22667,0.295339353
6706,"Lakehead CDP, California",6,39514,461,114,0.247288503
6707,"Lake Hughes CDP, California",6,39556,626,245,0.391373802
6708,"Lake Isabella CDP, California",6,39570,3466,1378,0.397576457
6709,"Lakeland Village CDP, California",6,39598,11403,4251,0.372796632
6710,"Lake Los Angeles CDP, California",6,39612,12299,3881,0.31555411
6711,"Black Hawk city, Colorado",8,7025,118,45,0.381355932
6712,"Blanca town, Colorado",8,7190,385,80,0.207792208
6713,"Blende CDP, Colorado",8,7245,878,284,0.323462415
6714,"Blue River town, Colorado",8,7410,849,233,0.274440518
6715,"Blue Sky CDP, Colorado",8,7420,24,0,0
6716,"Bonanza town, Colorado",8,7571,16,0,0
6717,"Bow Mar town, Colorado",8,8070,866,20,0.023094688
6718,"Bonanza Mountain Estates CDP, Colorado",8,7580,128,16,0.125
6719,"Boone town, Colorado",8,7795,331,99,0.299093656
6720,"Boulder city, Colorado",8,7850,89280,43980,0.492607527
6721,"Brandon CDP, Colorado",8,8290,21,7,0.333333333
6722,"Branson town, Colorado",8,8345,74,32,0.432432432
6723,"Breckenridge town, Colorado",8,8400,4437,2075,0.467658328
6724,"Brick Center CDP, Colorado",8,8530,107,8,0.074766355
6725,"Brighton city, Colorado",8,8675,31806,9577,0.301106709
6726,"Brookside town, Colorado",8,9115,233,19,0.081545064
6727,"Broomfield city, Colorado",8,9280,55607,13231,0.23793767
6728,"Byers CDP, Colorado",8,10985,1160,335,0.288793103
6729,"Brush city, Colorado",8,9555,5090,2028,0.398428291
6730,"Buena Vista town, Colorado",8,10105,2617,778,0.29728697
6731,"Burlington city, Colorado",8,10600,3185,1041,0.326844584
6732,"Calhan town, Colorado",8,11260,780,220,0.282051282
6733,"Campo town, Colorado",8,11645,109,32,0.293577982
6734,"Ca?on City city, Colorado",8,11810,14826,4799,0.323688115
6735,"Capulin CDP, Colorado",8,11975,194,25,0.128865979
6736,"Carbondale town, Colorado",8,12045,6322,2863,0.452863018
6737,"Cascade-Chipita Park CDP, Colorado",8,12325,1622,309,0.190505549
6738,"Cathedral CDP, Colorado",8,12450,14,4,0.285714286
6739,"Castle Pines CDP, Colorado",8,12387,3614,192,0.053126729
6740,"Castle Pines North city, Colorado",8,12390,10360,1255,0.121138996
6741,"Castle Rock town, Colorado",8,12415,47771,10093,0.211278809
6742,"Catherine CDP, Colorado",8,12460,228,64,0.280701754
6743,"Cattle Creek CDP, Colorado",8,12470,640,203,0.3171875
6744,"Cedaredge town, Colorado",8,12635,2253,636,0.28229028
6745,"Centennial city, Colorado",8,12815,98676,15495,0.157029065
6746,"Center town, Colorado",8,12855,2230,1026,0.460089686
6747,"Central City city, Colorado",8,12910,663,421,0.634992459
6748,"Chacra CDP, Colorado",8,12945,329,49,0.14893617
6749,"Cheraw town, Colorado",8,13460,252,108,0.428571429
6750,"Cimarron Hills CDP, Colorado",8,14587,16150,5432,0.336346749
6751,"Cherry Creek CDP, Colorado",8,13590,10985,2312,0.210468821
6752,"Cherry Hills Village city, Colorado",8,13845,5987,281,0.046935026
6753,"Cheyenne Wells town, Colorado",8,14175,819,225,0.274725275
6754,"St. Henry village, Ohio",39,69540,2402,290,0.120732723
6755,"St Johns CDP, Ohio",39,69596,185,37,0.2
6756,"St. Martin village, Ohio",39,69666,125,11,0.088
6757,"St. Marys city, Ohio",39,69680,8233,2482,0.301469695
6758,"St. Paris village, Ohio",39,69708,2089,633,0.303015797
6759,"Salem city, Ohio",39,69834,11872,4271,0.359754043
6760,"Salem Heights CDP, Ohio",39,70050,3745,382,0.10200267
6761,"Salesville village, Ohio",39,70072,129,20,0.15503876
6762,"Sarahsville village, Ohio",39,70520,166,25,0.15060241
6763,"Salineville village, Ohio",39,70100,1305,461,0.353256705
6764,"Sandusky city, Ohio",39,70380,25214,11504,0.456254462
6765,"Sandyville CDP, Ohio",39,70464,368,91,0.247282609
6766,"Sardinia village, Ohio",39,70534,970,438,0.451546392
6767,"Sardis CDP, Ohio",39,70548,559,171,0.305903399
6768,"Savannah village, Ohio",39,70576,413,106,0.256658596
6769,"Sawyerwood CDP, Ohio",39,70618,1540,425,0.275974026
6770,"Scio village, Ohio",39,70814,761,269,0.35348226
6771,"Sciotodale CDP, Ohio",39,70912,1081,220,0.203515264
6772,"Scott village, Ohio",39,71080,286,41,0.143356643
6773,"Seven Hills city, Ohio",39,71416,11795,664,0.05629504
6774,"Senecaville village, Ohio",39,71360,457,144,0.315098468
6775,"Seaman village, Ohio",39,71206,944,384,0.406779661
6776,"Sebring village, Ohio",39,71220,4234,1682,0.397260274
6777,"Seven Mile village, Ohio",39,71444,751,232,0.308921438
6778,"Seville village, Ohio",39,71486,2201,463,0.210358928
6779,"Shadyside village, Ohio",39,71640,3693,999,0.270511779
6780,"Shaker Heights city, Ohio",39,71682,28292,8728,0.308497102
6781,"Sharonville city, Ohio",39,71892,13449,4891,0.363670161
6782,"Shawnee CDP, Ohio",39,71958,724,109,0.150552486
6783,"Sheffield village, Ohio",39,72060,3975,767,0.192955975
6784,"Shawnee village, Ohio",39,71962,655,140,0.213740458
6785,"Shawnee Hills village, Ohio",39,71976,681,78,0.114537445
6786,"Shawnee Hills CDP, Ohio",39,71983,2171,200,0.092123445
6787,"Sheffield Lake city, Ohio",39,72088,9137,2210,0.2418737
6788,"Shelby city, Ohio",39,72102,9154,3136,0.342582478
6789,"Sherrodsville village, Ohio",39,72242,304,71,0.233552632
6790,"Sherwood village, Ohio",39,72256,827,210,0.253929867
6791,"Sherwood CDP, Ohio",39,72258,3719,201,0.054046787
6792,"Thomas city, Oklahoma",40,73450,1148,280,0.243902439
6793,"Titanic CDP, Oklahoma",40,73950,356,74,0.207865169
6794,"Tiawah CDP, Oklahoma",40,73600,189,18,0.095238095
6795,"Tipton town, Oklahoma",40,73850,847,262,0.309327037
6796,"Tishomingo city, Oklahoma",40,73900,2742,1266,0.461706783
6797,"Tonkawa city, Oklahoma",40,74150,2879,817,0.28377909
6798,"Tribbey town, Oklahoma",40,74400,391,53,0.135549872
6799,"Tryon town, Oklahoma",40,74550,491,126,0.256619145
6800,"Tullahassee town, Oklahoma",40,74650,106,20,0.188679245
6801,"Tulsa city, Oklahoma",40,75000,383520,172045,0.448594597
6802,"Tupelo city, Oklahoma",40,75050,329,97,0.294832827
6803,"Tuskahoma CDP, Oklahoma",40,75300,151,31,0.205298013
6804,"Turpin CDP, Oklahoma",40,75200,467,204,0.436830835
6805,"Turley CDP, Oklahoma",40,75150,2617,844,0.322506687
6806,"Tushka town, Oklahoma",40,75250,312,134,0.429487179
6807,"Tuttle city, Oklahoma",40,75450,5989,974,0.162631491
6808,"Twin Oaks CDP, Oklahoma",40,75600,198,22,0.111111111
6809,"Tyrone town, Oklahoma",40,75750,762,206,0.270341207
6810,"Union City town, Oklahoma",40,75950,1419,192,0.135306554
6811,"Valley Brook town, Oklahoma",40,76500,765,440,0.575163399
6812,"Valley Park town, Oklahoma",40,76600,77,11,0.142857143
6813,"Valliant town, Oklahoma",40,76650,723,352,0.486860304
6814,"Verdigris town, Oklahoma",40,77050,3993,505,0.126471325
6815,"Velma town, Oklahoma",40,76900,620,140,0.225806452
6816,"Vera town, Oklahoma",40,76950,241,43,0.178423237
6817,"Verden town, Oklahoma",40,77000,530,131,0.247169811
6818,"Vian town, Oklahoma",40,77250,1411,642,0.454996456
6819,"Vici town, Oklahoma",40,77300,649,173,0.266563945
6820,"Vinita city, Oklahoma",40,77550,5388,2005,0.372123237
6821,"Wagoner city, Oklahoma",40,77850,8161,3332,0.408283299
6822,"Wainwright town, Oklahoma",40,77900,165,50,0.303030303
6823,"Tampico village, Illinois",17,74470,790,174,0.220253165
6824,"Teutopolis village, Illinois",17,74743,1530,230,0.150326797
6825,"Taylor Springs village, Illinois",17,74561,591,119,0.201353638
6826,"Taylorville city, Illinois",17,74574,10998,3445,0.313238771
6827,"Tennessee village, Illinois",17,74665,115,21,0.182608696
6828,"Thawville village, Illinois",17,74847,241,49,0.203319502
6829,"Thayer village, Illinois",17,74860,693,123,0.177489177
6830,"Thebes village, Illinois",17,74873,436,177,0.405963303
6831,"The Galena Territory CDP, Illinois",17,74970,1058,32,0.030245747
6832,"Third Lake village, Illinois",17,75081,1167,62,0.053127678
6833,"Thomasboro village, Illinois",17,75107,1126,247,0.219360568
6834,"Thompsonville village, Illinois",17,75159,543,151,0.278084715
6835,"Tilden village, Illinois",17,75263,934,268,0.286937901
6836,"Thomson village, Illinois",17,75172,560,135,0.241071429
6837,"Timberlane village, Illinois",17,75360,934,12,0.012847966
6838,"Thornton village, Illinois",17,75185,2330,416,0.178540773
6839,"Atalissa city, Iowa",19,3385,311,50,0.160771704
6840,"Alleman city, Iowa",19,1180,432,28,0.064814815
6841,"Alton city, Iowa",19,1585,1216,175,0.143914474
6842,"Altoona city, Iowa",19,1630,14417,2997,0.207879587
6843,"Anita city, Iowa",19,2260,936,205,0.219017094
6844,"Ankeny city, Iowa",19,2305,44919,8093,0.180168748
6845,"Arcadia city, Iowa",19,2485,484,45,0.092975207
6846,"Aredale city, Iowa",19,2620,74,8,0.108108108
6847,"Arnolds Park city, Iowa",19,3025,1123,210,0.18699911
6848,"Ashton city, Iowa",19,3295,458,83,0.181222707
6849,"Athelstan CDP, Iowa",19,3430,19,2,0.105263158
6850,"Atlantic city, Iowa",19,3520,6921,2120,0.306314116
6851,"Audubon city, Iowa",19,3655,2096,389,0.185591603
6852,"Ayrshire city, Iowa",19,4105,143,29,0.202797203
6853,"Aurelia city, Iowa",19,3745,1002,163,0.162674651
6854,"Aurora city, Iowa",19,3835,185,27,0.145945946
6855,"Avoca city, Iowa",19,3970,1506,340,0.225763612
6856,"Badger city, Iowa",19,4195,561,68,0.121212121
6857,"Bagley city, Iowa",19,4240,303,78,0.257425743
6858,"Baldwin city, Iowa",19,4330,109,24,0.220183486
6859,"Balltown city, Iowa",19,4375,68,3,0.044117647
6860,"Bancroft city, Iowa",19,4420,703,144,0.204836415
6861,"Bankston city, Iowa",19,4510,25,9,0.36
6862,"Bassett city, Iowa",19,4780,66,13,0.196969697
6863,"Barnes City city, Iowa",19,4555,176,37,0.210227273
6864,"Barnum city, Iowa",19,4645,191,21,0.109947644
6865,"Bartlett CDP, Iowa",19,4735,50,15,0.3
6866,"Batavia city, Iowa",19,4825,499,98,0.196392786
6867,"Battle Creek city, Iowa",19,4870,686,170,0.247813411
6868,"Baxter city, Iowa",19,4915,1065,253,0.237558685
6869,"Bayard city, Iowa",19,4960,462,104,0.225108225
6870,"Beacon city, Iowa",19,5050,494,91,0.184210526
6871,"Beaconsfield city, Iowa",19,5095,15,4,0.266666667
6872,"Bellevue city, Iowa",19,5635,2122,437,0.205937795
6873,"Beaman city, Iowa",19,5140,191,28,0.146596859
6874,"Beaver city, Iowa",19,5185,48,9,0.1875
6875,"Beaverdale CDP, Iowa",19,5200,952,91,0.095588235
6876,"Belmond city, Iowa",19,5680,2315,525,0.226781857
6877,"Atkins city, Iowa",19,3475,1670,85,0.050898204
6878,"Bedford city, Iowa",19,5365,1404,257,0.183048433
6879,"Belle Plaine city, Iowa",19,5590,2483,542,0.218284333
6880,"Bennett city, Iowa",19,5770,405,93,0.22962963
6881,"Bentley CDP, Iowa",19,5870,118,10,0.084745763
6882,"Benton city, Iowa",19,5905,41,5,0.12195122
6883,"Berkley city, Iowa",19,6040,32,4,0.125
6884,"Bevington city, Iowa",19,6490,63,11,0.174603175
6885,"Bernard city, Iowa",19,6085,112,21,0.1875
6886,"Bertram city, Iowa",19,6175,261,9,0.034482759
6887,"Bettendorf city, Iowa",19,6355,33041,6151,0.186162646
6888,"Birmingham city, Iowa",19,6625,448,63,0.140625
6889,"Blairsburg city, Iowa",19,6760,215,29,0.134883721
6890,"Blairstown city, Iowa",19,6805,692,151,0.218208092
6891,"Blakesburg city, Iowa",19,6850,296,70,0.236486486
6892,"Blanchard city, Iowa",19,6895,38,9,0.236842105
6893,"Chula Vista CDP (Cameron County), Texas",48,14880,288,65,0.225694444
6894,"Chula Vista CDP (Zavala County), Texas",48,14882,450,43,0.095555556
6895,"Cibolo city, Texas",48,14920,15349,2275,0.148218125
6896,"Cienegas Terrace CDP, Texas",48,14927,3424,492,0.143691589
6897,"Cinco Ranch CDP, Texas",48,14929,18274,3450,0.18879282
6898,"Circle D-KC Estates CDP, Texas",48,14986,2393,313,0.130798161
6899,"Clarksville city, Texas",48,15160,3170,1414,0.446056782
6900,"Cisco city, Texas",48,15004,3519,968,0.275078147
6901,"Citrus City CDP, Texas",48,15028,2321,353,0.152089617
6902,"Clarendon city, Texas",48,15112,1786,550,0.307950728
6903,"Clarksville City city, Texas",48,15172,811,188,0.231812577
6904,"Claude city, Texas",48,15196,1142,180,0.157618214
6905,"Clear Lake Shores city, Texas",48,15328,1063,302,0.284101599
6906,"Cleburne city, Texas",48,15364,28461,10897,0.382874811
6907,"Cleveland city, Texas",48,15436,7051,3212,0.455538222
6908,"Clifton city, Texas",48,15472,3207,1077,0.335827877
6909,"Clyde city, Texas",48,15676,3679,1019,0.27697744
6910,"Clint town, Texas",48,15544,926,156,0.168466523
6911,"Cloverleaf CDP, Texas",48,15628,22942,8769,0.382224741
6912,"Clute city, Texas",48,15652,11047,5375,0.486557436
6913,"Coahoma town, Texas",48,15700,817,178,0.217870257
6914,"Cockrell Hill city, Texas",48,15796,4193,1777,0.423801574
6915,"Coffee City town, Texas",48,15820,278,70,0.251798561
6916,"Coldspring city, Texas",48,15892,799,247,0.309136421
6917,"Coleman city, Texas",48,15916,4669,1503,0.321910473
6918,"College Station city, Texas",48,15976,83510,52282,0.62605676
6919,"Colorado Acres CDP, Texas",48,16110,296,85,0.287162162
6920,"Colleyville city, Texas",48,15988,22807,1080,0.047353883
6921,"Collinsville town, Texas",48,16036,1590,558,0.350943396
6922,"Colmesneil city, Texas",48,16048,596,101,0.169463087
6923,"Colorado City city, Texas",48,16120,4015,1329,0.331008717
6924,"Columbus city, Texas",48,16168,3407,1281,0.375990608
6925,"Comanche city, Texas",48,16192,4214,1222,0.289985762
6926,"Combes town, Texas",48,16204,2895,436,0.150604491
6927,"Combine city, Texas",48,16216,1942,201,0.103501545
6928,"Comfort CDP, Texas",48,16228,2308,709,0.307192374
6929,"Conroe city, Texas",48,16432,53944,25101,0.465315883
6930,"Commerce city, Texas",48,16240,6967,4206,0.603703172
6931,"Como town, Texas",48,16252,702,254,0.361823362
6932,"Concepcion CDP, Texas",48,16300,62,2,0.032258065
6933,"Converse city, Texas",48,16468,18016,5646,0.313388099
6934,"Palestine city, Texas",48,54708,18289,6821,0.372956422
6935,"Palisades village, Texas",48,54726,325,63,0.193846154
6936,"Palmer town, Texas",48,54744,2000,557,0.2785
6937,"Palmhurst city, Texas",48,54780,2607,339,0.130034522
6938,"Palm Valley city, Texas",48,54798,1304,231,0.177147239
6939,"Palmview city, Texas",48,54804,5460,1324,0.242490842
6940,"Paloma Creek South CDP, Texas",48,54872,2753,233,0.084634944
6941,"Palmview South CDP, Texas",48,54810,5575,738,0.132376682
6942,"Palo Blanco CDP, Texas",48,54846,204,36,0.176470588
6943,"Paloma Creek CDP, Texas",48,54868,2501,472,0.18872451
6944,"Palo Pinto CDP, Texas",48,54876,236,84,0.355932203
6945,"Pampa city, Texas",48,54912,17789,4655,0.261678565
6946,"Panhandle town, Texas",48,54960,2381,362,0.152036959
6947,"Panorama Village city, Texas",48,55008,2170,290,0.133640553
6948,"Pantego town, Texas",48,55020,2385,541,0.226834382
6949,"Paradise city, Texas",48,55056,441,165,0.37414966
6950,"Paris city, Texas",48,55080,24557,11593,0.472085352
6951,"Patton Village city, Texas",48,56156,1557,338,0.217084136
6952,"Parker city, Texas",48,55152,3811,201,0.052742062
6953,"Pasadena city, Texas",48,56000,148159,60630,0.409222524
6954,"Pattison city, Texas",48,56108,472,66,0.139830508
6955,"Pawnee CDP, Texas",48,56252,166,24,0.144578313
6956,"Payne Springs town, Texas",48,56276,767,137,0.178617992
6957,"Pearland city, Texas",48,56348,90934,15547,0.170970154
6958,"Pearsall city, Texas",48,56384,7142,2604,0.364603752
6959,"Pecan Acres CDP, Texas",48,56462,4099,588,0.143449622
6960,"Pecan Gap city, Texas",48,56468,203,58,0.285714286
6961,"Forestville village, Michigan",26,29660,136,6,0.044117647
6962,"Fountain village, Michigan",26,29940,193,39,0.202072539
6963,"Fowler village, Michigan",26,30040,1208,179,0.148178808
6964,"Fowlerville village, Michigan",26,30060,2878,969,0.336692147
6965,"Frankenmuth city, Michigan",26,30200,4708,1113,0.236406117
6966,"Frankfort city, Michigan",26,30260,1187,390,0.328559393
6967,"Franklin village, Michigan",26,30340,3150,166,0.052698413
6968,"Free Soil village, Michigan",26,30600,144,27,0.1875
6969,"Fraser city, Michigan",26,30420,14385,3585,0.249217935
6970,"Freeland CDP, Michigan",26,30540,5483,814,0.148458873
6971,"Freeport village, Michigan",26,30580,483,94,0.194616977
6972,"Fremont city, Michigan",26,30700,4044,1126,0.278437191
6973,"Fruitport village, Michigan",26,31000,1093,178,0.162854529
6974,"Gaastra city, Michigan",26,31160,347,50,0.144092219
6975,"Gagetown village, Michigan",26,31180,388,128,0.329896907
6976,"Gaines village, Michigan",26,31200,380,87,0.228947368
6977,"Galesburg city, Michigan",26,31260,1893,562,0.296883254
