GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
1600000US0477000,"Tucson city, Arizona",209383,4500,114800,3497,71560,3202,94583,4876,10,1.1,5.6,1.3,2.5,1.1,16.4,1.9,5.2,0.8,2.6,0.8,1.5,0.6,8.9,1.5,12.9,1.3,10.7,1.6,6.4,1.5,17.4,2,11.4,1.2,9.4,1.6,5.8,1.2,13.2,1.7,16.8,1.3,16,1.9,13.7,2.3,17.3,1.9,19.1,1.5,22.4,2.1,24.8,2.5,14.9,1.9,10,1.1,12.6,1.5,16.4,2.2,5.5,1.3,8.9,0.9,12.5,1.2,16.7,1.8,4.4,1.1,3.5,0.7,5.1,1.1,7.8,1.7,1.3,0.6,2.1,0.5,3.1,0.8,4.4,1.2,0.7,0.4,43676,1859,54924,2212,68586,3377,29994,2067,58387,2222,70493,2889,86109,4126,40970,2979,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
1600000US0603666,"Baldwin Park city, California",18224,924,15553,786,N,N,N,N,3.2,1.9,0.6,0.8,N,N,N,N,2.7,1.9,2.6,2,N,N,N,N,13.3,3.8,11.8,3.8,N,N,N,N,7.1,2.5,7.7,2.9,N,N,N,N,12.1,3.8,13,4.4,N,N,N,N,19.2,4.8,22.2,5.4,N,N,N,N,14.9,3.9,14.4,4.3,N,N,N,N,18.5,4.5,17.8,4.6,N,N,N,N,6.9,2.9,7.6,3.4,N,N,N,N,2.1,1.5,2.2,1.7,N,N,N,N,64254,6734,65491,7200,71629,9842,24772,10609,75193,6264,76856,6395,N,N,N,N,33,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
1600000US0606000,"Berkeley city, California",43806,2151,19849,1548,N,N,23957,2105,7.6,1.7,2.9,1.8,N,N,11.8,2.9,5,1.7,1,1.3,N,N,8.3,2.8,6.3,1.6,4.2,2.1,N,N,8.1,2.4,6.9,1.6,3.2,1.7,N,N,9.8,2.8,8.5,2.1,4.9,3,N,N,11.8,3.4,13.3,2.5,14.2,3.6,N,N,12.9,3.5,9.3,1.7,8.4,2.6,N,N,10,2.3,13.4,2.1,16.9,3.9,N,N,10.6,2.2,9,1.8,10.5,2.5,N,N,7.9,2.7,20.7,2.7,34,4.3,N,N,8.7,2.8,81362,9774,136379,15272,161122,18082,50273,7474,131579,9718,191643,19172,N,N,79003,8457,33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35,(X)
1600000US0624477,"Florence-Graham CDP, California",14516,1352,12173,1394,N,N,2343,586,8.8,3.6,9.1,3.8,N,N,13.9,10.2,7.7,3.1,6.3,3.4,N,N,19.7,10.2,9.4,3.1,8.6,3.7,N,N,9.3,8.3,14.1,3.4,14,4,N,N,18.2,11.6,16.3,4.2,17.2,5.3,N,N,12.2,9.2,19.5,4.4,20.4,5.5,N,N,16.1,9.8,12.5,4.1,13.3,4.7,N,N,0,7.6,7.1,3.5,6.7,3.5,N,N,9.3,7.9,3.9,2.7,4.1,2.8,N,N,0,7.6,0.8,0.8,0.5,0.7,N,N,1.2,2.1,39038,4579,40486,6777,53441,6022,30208,7841,53936,5608,54152,6102,N,N,38564,10293,50.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),45.9,(X)
1600000US0643000,"Long Beach city, California",173432,4300,98430,2640,63514,2596,75002,4723,5.6,0.9,4.4,1.2,1.5,0.6,8.8,1.7,5,0.9,2.2,0.8,0.5,0.4,8.8,1.8,7.7,0.9,6.8,1.1,5,1.3,9.5,1.6,9.4,1.2,11.5,2,8.2,1.6,8.1,1.5,13.1,1.5,11.4,1.5,9.3,1.7,14.5,2.4,17.4,1.4,17.2,1.6,17.8,2,17.8,2.2,14,1.3,13.3,1.8,14.3,2.3,13.4,2.1,13.6,1.2,14.6,1.6,17.4,2.1,11.6,2.2,7.4,1,9.6,1.5,12.7,2.3,4.3,1.3,6.8,0.8,9,1.2,13.3,1.9,3.2,0.9,61610,1904,69164,4294,87778,5002,50313,4224,83294,2563,94598,4011,115957,5601,64577,3545,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X)
1600000US0644574,"Lynwood city, California",15979,1237,13763,989,N,N,N,N,5.6,3.1,5.2,3.4,N,N,N,N,3.1,2.2,2.3,2,N,N,N,N,10.8,4.1,11.7,4.6,N,N,N,N,7.8,3.1,7.1,3.2,N,N,N,N,13.9,4.3,15.2,4.4,N,N,N,N,25.3,4.9,23,5,N,N,N,N,13,4.2,13.9,4.1,N,N,N,N,14.2,4.8,15.9,5.6,N,N,N,N,4.3,2.2,3.4,2.1,N,N,N,N,2,1.7,2.3,2,N,N,N,N,57758,4629,57845,5545,64630,8922,34472,30511,66431,5457,67167,6282,N,N,N,N,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X)
1600000US1077580,"Wilmington city, Delaware",29609,1965,13795,1063,N,N,15814,2037,15.3,3.8,10,4.5,N,N,21.6,6,6,2.1,2.5,1.5,N,N,9,3.7,10.1,2.7,8.8,3.6,N,N,11.2,4.2,10.8,3.5,10.5,5,N,N,11.6,4,13.2,3.2,11.9,4.5,N,N,14.3,4.5,17,3.9,18,5.9,N,N,15.5,5.3,8,2.7,9.2,3.4,N,N,6,3.4,12,2.7,17,4.1,N,N,7.1,3.6,4.6,1.9,6.2,3.3,N,N,3.3,1.7,3,1.2,5.8,2.3,N,N,0.3,0.6,45115,6369,57431,12007,102309,22023,32044,4623,60674,4815,77456,7309,N,N,43626,5364,65.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),69.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),62.5,(X)
1600000US1239425,"Largo city, Florida",36611,2110,18798,1242,N,N,17813,2212,4.6,1.6,2.5,1.6,N,N,6.8,3,4.5,1.6,0.9,0.7,N,N,8.7,3.3,12.2,2.9,10.6,4,N,N,16.9,4.3,17.3,3.6,13.3,4.6,N,N,21.3,5.2,16.6,3.3,16.6,5.2,N,N,15.1,4.7,17.3,2.9,18.3,4.1,N,N,16.8,3.7,12.5,2.7,15.9,3.9,N,N,7.8,3.5,10.2,2.8,13.5,4.3,N,N,5.9,3.3,3.2,1.6,5.8,3,N,N,0.4,0.7,1.6,0.7,2.6,1.4,N,N,0.4,0.5,42875,5247,55874,6486,65936,11065,33224,3131,62448,6171,79542,10964,N,N,42496,4112,39,(X),(X),(X),(X),(X),(X),(X),(X),(X),43,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
1600000US1245025,"Miami Beach city, Florida",45523,2509,19071,1349,N,N,26452,2858,9.6,2.3,1.2,1.3,N,N,15.6,3.7,5.1,1.8,2.7,1.8,N,N,6.9,2.8,9.1,2.7,10.2,4.2,N,N,8.4,3.5,7.3,2.5,7,4.1,N,N,8.1,3.2,13.5,3.4,11.7,4.9,N,N,14.5,4.1,17.3,2.9,17,4.8,N,N,18.1,3.4,10.9,2.8,9,2.8,N,N,11.7,4.2,10.2,2.2,11.2,3.4,N,N,9.2,3.4,4.6,1.3,7.8,2.3,N,N,2.3,1.3,12.4,2.2,22.1,4.4,N,N,5.1,1.9,55058,5980,75105,12714,93142,20067,45578,9048,105865,12787,165097,29465,N,N,61525,6463,30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
1600000US1805860,"Bloomington city, Indiana",32414,1665,13330,1270,N,N,19084,1587,14.6,3.6,7.5,3.8,N,N,20.5,5.5,8,2.7,7.1,4.5,N,N,9.3,3.2,15.5,4,5.2,4.2,N,N,21.7,6.1,10.8,3.4,9,3.8,N,N,12.5,4.9,13.6,3.4,12,5,N,N,13.6,4.2,13.8,3.3,15.8,6,N,N,12.4,3.8,9.8,2.7,12.7,4.7,N,N,7.8,3.1,7.3,2,16.8,4.8,N,N,0.7,0.8,4.5,1.9,10,4.3,N,N,0.7,0.9,2.1,1.1,4.2,2.3,N,N,0.7,1.3,36454,5502,64946,9294,81443,12270,23837,6254,54383,4375,83451,10104,N,N,33427,3996,29,(X),(X),(X),(X),(X),(X),(X),(X),(X),28,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28,(X)
1600000US1901855,"Ames city, Iowa",25470,1386,11377,1155,N,N,14093,1624,15.9,4.4,1.8,1.4,N,N,27.2,7.4,5.3,3.8,7.5,7.6,N,N,3.5,2.2,6.7,2.3,1.6,1.3,N,N,11.2,4,7.6,2.8,4.1,3.1,N,N,11.8,4.7,14.7,4.6,7.8,4,N,N,19.6,7.2,20,3.7,25,6.3,N,N,16.1,4.8,9.2,2.7,13.5,5,N,N,5.7,3,12.6,3.3,22.3,6.9,N,N,3.7,2.1,3.9,1.9,7.9,4.1,N,N,0.7,0.9,4,2.4,8.4,5.2,N,N,0.5,0.8,49830,3102,80022,13101,95970,17235,29440,6512,64267,5482,96913,11051,N,N,37000,4701,26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X)
1600000US1921000,"Des Moines city, Iowa",83972,2433,47347,1923,31025,1918,36625,2596,6.7,1.5,3.8,1.2,1.4,1.1,11.6,2.9,4.2,1.1,2.9,1.2,2,1.4,6.1,1.7,11.1,1.6,6.5,1.9,3.8,1.6,17,2.6,11.6,1.9,11.3,2.5,7.1,2.3,13.6,2.7,13.7,1.8,13.2,2.3,10.3,2.6,16,3,18,1.8,20.3,2.8,20.3,3.4,15.2,2.6,14.2,2.2,16.5,3.2,20,4.2,10.1,2.5,14.1,2,16.7,3,22.3,4,7.5,2.2,3.5,0.9,4.6,1.5,6.3,2.3,1.7,0.9,2.9,0.7,4.3,1.2,6.4,1.8,1.1,0.7,53336,3206,63408,5162,79581,5630,36273,2619,68757,3424,80040,4938,N,N,49760,3678,41.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X)
1600000US2432650,"Glen Burnie CDP, Maryland",26808,2021,15736,1710,N,N,11072,1649,2.7,1.6,1.3,1.3,N,N,4.7,3.5,4.5,2.2,3,2.3,N,N,7,4.3,7.2,2.8,3.8,2.5,N,N,12.4,6.3,6.4,2.5,4.6,3.1,N,N,9.3,4.4,12.5,3.4,15.6,4.8,N,N,11,4.7,21.5,4.3,17.2,4.4,N,N,28.4,8,12.4,3.1,12.3,3.9,N,N,9.9,4.4,20.5,5.2,23.3,6.8,N,N,15.1,7.3,6.8,2.5,10.7,4,N,N,0.7,1.1,5.5,2.3,8.3,3.9,N,N,1.5,1.7,70157,7577,83040,13346,98664,16603,53689,5790,83147,6121,97017,8643,N,N,59411,6976,31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X)
