GEO_ID,NAME,P001001
id,Geographic Area Name,Total
1600000US2109100,"Bradfordsville city, Kentucky",294
1600000US2109226,"Brandenburg city, Kentucky",2643
1600000US2109379,"Breckinridge Center CDP, Kentucky",2080
1600000US2109406,"Bremen city, Kentucky",197
1600000US2109532,"Briarwood city, Kentucky",435
1600000US2109838,"Brodhead city, Kentucky",1211
1600000US2110612,"Buckhorn city, Kentucky",162
1600000US2109847,"Broeck Pointe city, Kentucky",272
1600000US2109856,"Bromley city, Kentucky",763
1600000US2109964,"Brooks CDP, Kentucky",2401
1600000US2104978,"Beech Grove CDP, Kentucky",243
1600000US2110000,"Brooksville city, Kentucky",642
1600000US2110162,"Brownsboro Farm city, Kentucky",648
1600000US2110198,"Brownsboro Village city, Kentucky",319
1600000US2110324,"Brownsville city, Kentucky",836
1600000US2110648,"Buckner CDP, Kentucky",5837
1600000US2110774,"Buffalo CDP, Kentucky",498
1600000US2111188,"Burna CDP, Kentucky",257
1600000US2111044,"Burgin city, Kentucky",965
1600000US2111098,"Burkesville city, Kentucky",1521
1600000US2111170,"Burlington CDP, Kentucky",15926
1600000US2111278,"Burnside city, Kentucky",611
1600000US2111530,"Butler city, Kentucky",612
1600000US2111692,"Cadiz city, Kentucky",2558
1600000US2111854,"Calhoun city, Kentucky",763
1600000US2111872,"California city, Kentucky",90
1600000US2112016,"Calvert City city, Kentucky",2566
1600000US2112160,"Campbellsville city, Kentucky",9108
1600000US2112052,"Camargo city, Kentucky",1081
1600000US2112066,"Cambridge city, Kentucky",175
1600000US2112142,"Campbellsburg city, Kentucky",813
1600000US2112358,"Campton city, Kentucky",441
1600000US2112538,"Caneyville city, Kentucky",608
1600000US2112610,"Cannonsburg CDP, Kentucky",856
1600000US2112898,"Carlisle city, Kentucky",2010
1600000US2113024,"Carrollton city, Kentucky",3938
1600000US2113060,"Carrsville city, Kentucky",50
1600000US2113600,"Cayce CDP, Kentucky",123
1600000US2113420,"Catlettsburg city, Kentucky",1856
1600000US2113492,"Cave City city, Kentucky",2240
1600000US2113582,"Cawood CDP, Kentucky",731
1600000US2113636,"Cecilia CDP, Kentucky",572
1600000US2113870,"Centertown city, Kentucky",423
1600000US2113978,"Central City city, Kentucky",5978
1600000US2114068,"Cerulean CDP, Kentucky",314
1600000US2114266,"Chaplin CDP, Kentucky",418
1600000US4950040,"Milford city, Utah",1409
1600000US4950150,"Millcreek CDP, Utah",62139
1600000US4950370,"Millville city, Utah",1829
1600000US4950700,"Moab city, Utah",5046
1600000US4951140,"Mona city, Utah",1547
1600000US4951910,"Morgan city, Utah",3687
1600000US4951360,"Monroe city, Utah",2256
1600000US4951470,"Montezuma Creek CDP, Utah",335
1600000US4951580,"Monticello city, Utah",1972
1600000US4952130,"Moroni city, Utah",1423
1600000US4952460,"Mountain Green CDP, Utah",2309
1600000US4953010,"Mount Pleasant city, Utah",3260
1600000US4953230,"Murray city, Utah",46746
1600000US4953340,"Myton city, Utah",569
1600000US4953560,"Naples city, Utah",1755
1600000US4954330,"Newcastle CDP, Utah",247
1600000US4953890,"Navajo Mountain CDP, Utah",354
1600000US4954110,"Neola CDP, Utah",461
1600000US4954220,"Nephi city, Utah",5389
1600000US4954440,"New Harmony town, Utah",207
1600000US4954550,"Newton town, Utah",789
1600000US4954660,"Nibley city, Utah",5438
1600000US4954990,"North Logan city, Utah",8269
1600000US4955100,"North Ogden city, Utah",17357
1600000US4955210,"North Salt Lake city, Utah",16322
1600000US4955980,"Ogden city, Utah",82825
1600000US4955430,"Oak City town, Utah",578
1600000US4955650,"Oakley city, Utah",1470
1600000US4955760,"Oasis CDP, Utah",75
1600000US4956440,"Oljato-Monument Valley CDP, Utah",674
1600000US4956750,"Ophir town, Utah",38
1600000US4956860,"Orangeville city, Utah",1470
1600000US4957080,"Orderville town, Utah",577
1600000US4957300,"Orem city, Utah",88328
1600000US4957630,"Palmyra CDP, Utah",491
1600000US4958070,"Park City city, Utah",7558
1600000US4957740,"Panguitch city, Utah",1520
1600000US4957850,"Paradise town, Utah",904
1600000US4957960,"Paragonah town, Utah",488
1600000US4958510,"Parowan city, Utah",2790
1600000US4958730,"Payson city, Utah",18294
1600000US4959280,"Peoa CDP, Utah",253
1600000US4959390,"Perry city, Utah",4512
1600000US5460364,"Oceana town, West Virginia",1394
1600000US5461636,"Paden City city, West Virginia",2633
1600000US5461660,"Page CDP, West Virginia",224
1600000US5461684,"Pageton CDP, West Virginia",187
1600000US5462140,"Parkersburg city, West Virginia",31492
1600000US5462284,"Parsons city, West Virginia",1485
1600000US5462332,"Paw Paw town, West Virginia",508
1600000US5462356,"Pax town, West Virginia",167
1600000US5462956,"Petersburg city, West Virginia",2467
1600000US5462488,"Pea Ridge CDP, West Virginia",6650
1600000US5462764,"Pennsboro city, West Virginia",1171
1600000US5462788,"Pentress CDP, West Virginia",175
1600000US5463052,"Peterstown town, West Virginia",653
1600000US5463292,"Philippi city, West Virginia",2966
1600000US5463484,"Pickens CDP, West Virginia",66
1600000US5463604,"Piedmont town, West Virginia",876
1600000US5463772,"Pinch CDP, West Virginia",3262
1600000US5463892,"Pine Grove town, West Virginia",552
1600000US5463940,"Pineville town, West Virginia",668
1600000US5464708,"Point Pleasant city, West Virginia",4350
1600000US5463988,"Piney View CDP, West Virginia",989
1600000US5464228,"Pleasant Valley city, West Virginia",3149
1600000US5464516,"Poca town, West Virginia",974
1600000US5465284,"Powellton CDP, West Virginia",619
1600000US5465356,"Pratt town, West Virginia",602
1600000US5465596,"Prichard CDP, West Virginia",527
1600000US2881000,"Woodland village, Mississippi",125
1600000US2881120,"Woodville town, Mississippi",1096
1600000US2900262,"Advance city, Missouri",1347
1600000US2881520,"Yazoo City city, Mississippi",11403
1600000US2900244,"Adrian city, Missouri",1677
1600000US2900298,"Agency village, Missouri",684
1600000US2900514,"Albany city, Missouri",1730
1600000US2901054,"Amity town, Missouri",54
1600000US2900604,"Alexandria city, Missouri",159
1600000US2900748,"Allenville village, Missouri",116
1600000US2900964,"Alton city, Missouri",871
1600000US2901072,"Amoret city, Missouri",190
1600000US2901270,"Annapolis city, Missouri",345
1600000US2901090,"Amsterdam city, Missouri",242
1600000US2901198,"Anderson city, Missouri",1961
1600000US2901252,"Annada village, Missouri",29
1600000US2901288,"Anniston town, Missouri",232
1600000US2901522,"Appleton City city, Missouri",1127
1600000US2901648,"Arcadia city, Missouri",608
1600000US2901702,"Archie city, Missouri",1170
1600000US2877480,"Walnut town, Mississippi",771
1600000US2900280,"Affton CDP, Missouri",20307
1600000US2900424,"Airport Drive village, Missouri",698
1600000US2900496,"Alba city, Missouri",555
1600000US2900568,"Aldrich village, Missouri",80
1600000US2900712,"Allendale village, Missouri",53
1600000US2900928,"Altenburg city, Missouri",352
1600000US2900802,"Alma city, Missouri",402
1600000US2900910,"Altamont village, Missouri",204
1600000US2970414,"Stark City town, Missouri",139
1600000US2970576,"Steelville city, Missouri",1642
1600000US2970648,"Stella town, Missouri",158
1600000US2970738,"Stewartsville city, Missouri",750
1600000US2970828,"Stockton city, Missouri",1819
1600000US2970954,"Stotesbury town, Missouri",18
1600000US2970990,"Stotts City city, Missouri",220
1600000US2971008,"Stoutland city, Missouri",192
1600000US2971026,"Stoutsville village, Missouri",36
1600000US2971044,"Stover city, Missouri",1094
1600000US2971512,"Summersville city, Missouri",502
1600000US2901828,"Argyle town, Missouri",162
1600000US2902242,"Ashland city, Missouri",3707
1600000US2971062,"Strafford city, Missouri",2358
1600000US2971098,"Strasburg city, Missouri",141
1600000US2971224,"Sturgeon city, Missouri",872
1600000US2971368,"Sugar Creek city, Missouri",3345
1600000US2971440,"Sullivan city, Missouri",7081
1600000US2971620,"Sumner town, Missouri",102
1600000US2971628,"Sundown CDP, Missouri",48
1600000US2971728,"Sunrise Beach village, Missouri",431
1600000US2971746,"Sunset Hills city, Missouri",8496
1600000US2972196,"Tallapoosa city, Missouri",168
1600000US2971890,"Sweet Springs city, Missouri",1484
1600000US2972034,"Sycamore Hills village, Missouri",668
1600000US2972106,"Syracuse city, Missouri",172
1600000US2972232,"Taneyville village, Missouri",396
1600000US2972304,"Taos city, Missouri",878
1600000US2972340,"Tarkio city, Missouri",1583
1600000US2972376,"Tarrants village, Missouri",22
1600000US2972780,"Terre du Lac CDP, Missouri",2320
1600000US2972826,"Thayer city, Missouri",2243
1600000US2973240,"Tightwad village, Missouri",69
1600000US2972898,"Theodosia village, Missouri",243
1600000US2973006,"Thomasville CDP, Missouri",68
1600000US2973127,"Three Creeks village, Missouri",6
1600000US2973330,"Tina village, Missouri",157
1600000US2973348,"Tindall town, Missouri",77
1600000US0242490,"Kwigillingok CDP, Alaska",321
1600000US0242805,"Lake Louise CDP, Alaska",46
1600000US0242820,"Lake Minchumina CDP, Alaska",13
1600000US0242832,"Lakes CDP, Alaska",8364
1600000US0243040,"Larsen Bay city, Alaska",87
1600000US0243260,"Lazy Mountain CDP, Alaska",1479
1600000US0240645,"Knik-Fairview CDP, Alaska",14923
1600000US0244580,"Livengood CDP, Alaska",13
1600000US0245295,"Lowell Point CDP, Alaska",80
1600000US0243810,"Levelock CDP, Alaska",69
1600000US0244030,"Lime Village CDP, Alaska",29
1600000US0245020,"Loring CDP, Alaska",4
1600000US0245460,"Lower Kalskag city, Alaska",282
1600000US0245700,"Lutak CDP, Alaska",49
1600000US0245790,"McCarthy CDP, Alaska",28
1600000US0246010,"McGrath city, Alaska",346
1600000US0246560,"McKinley Park CDP, Alaska",185
1600000US0247735,"Meadow Lakes CDP, Alaska",7570
1600000US0246780,"Manley Hot Springs CDP, Alaska",89
1600000US0246890,"Manokotak city, Alaska",442
1600000US0247000,"Marshall city, Alaska",414
1600000US0247990,"Mekoryuk city, Alaska",191
1600000US0248200,"Mendeltna CDP, Alaska",39
1600000US0248540,"Mentasta Lake CDP, Alaska",112
1600000US0248590,"Mertarvik CDP, Alaska",0
1600000US0248870,"Metlakatla CDP, Alaska",1405
1600000US0249530,"Minto CDP, Alaska",210
1600000US0251180,"Mountain Village city, Alaska",813
1600000US0250080,"Moose Creek CDP, Alaska",747
1600000US0250190,"Moose Pass CDP, Alaska",219
1600000US0250800,"Mosquito Lake CDP, Alaska",309
1600000US0251455,"Mud Bay CDP, Alaska",212
1600000US0251960,"Nabesna CDP, Alaska",5
1600000US0252060,"Naknek CDP, Alaska",544
1600000US0252210,"Nanwalek CDP, Alaska",254
1600000US0252390,"Napakiak city, Alaska",354
1600000US0252720,"Napaskiak city, Alaska",405
1600000US0253050,"Nenana city, Alaska",378
1600000US0252845,"Naukati Bay CDP, Alaska",113
1600000US0252915,"Nelchina CDP, Alaska",59
1600000US0252940,"Nelson Lagoon CDP, Alaska",52
1600000US0253162,"New Allakaket CDP, Alaska",66
1600000US0253270,"Newhalen city, Alaska",190
1600000US0537240,"Knobel city, Arkansas",287
1600000US0537300,"Knoxville town, Arkansas",731
1600000US0537660,"Lafe town, Arkansas",458
1600000US0537720,"LaGrange town, Arkansas",89
1600000US0537780,"Lake City city, Arkansas",2082
1600000US0537930,"Lake Hamilton CDP, Arkansas",2135
1600000US0538050,"Lakeview city, Arkansas",741
1600000US0538110,"Lake View city, Arkansas",443
1600000US0538890,"Lavaca city, Arkansas",2289
1600000US0538170,"Lake Village city, Arkansas",2575
1600000US0538290,"Lamar city, Arkansas",1605
1600000US0538540,"Landmark CDP, Arkansas",3555
1600000US0539010,"Leachville city, Arkansas",1993
1600000US0539040,"Lead Hill town, Arkansas",271
1600000US0539310,"Leola town, Arkansas",501
1600000US0539370,"Lepanto city, Arkansas",1893
1600000US0539460,"Leslie city, Arkansas",441
1600000US0539520,"Letona town, Arkansas",255
1600000US0539640,"Lewisville city, Arkansas",1280
1600000US0541000,"Little Rock city, Arkansas",193524
1600000US0539670,"Lexa town, Arkansas",286
1600000US0539970,"Lincoln city, Arkansas",2249
1600000US0540120,"Little Flock city, Arkansas",2585
1600000US0541090,"Lockesburg city, Arkansas",739
1600000US0541270,"London city, Arkansas",1039
1600000US0541420,"Lonoke city, Arkansas",4245
1600000US3725020,"Frisco CDP, North Carolina",200
1600000US3725160,"Fruitland CDP, North Carolina",2031
1600000US3725300,"Fuquay-Varina town, North Carolina",17937
1600000US3725380,"Gamewell town, North Carolina",4051
1600000US3725460,"Garland town, North Carolina",625
1600000US3725480,"Garner town, North Carolina",25745
1600000US3725540,"Garysburg town, North Carolina",1057
1600000US3725900,"Gerton CDP, North Carolina",254
1600000US3642609,"Linwood CDP, New York",74
1600000US3725560,"Gaston town, North Carolina",1152
1600000US3725580,"Gastonia city, North Carolina",71741
1600000US3725680,"Gatesville town, North Carolina",321
1600000US3725880,"Germanton CDP, North Carolina",827
1600000US3725940,"Gibson town, North Carolina",540
1600000US3725980,"Gibsonville town, North Carolina",6410
1600000US3726200,"Glen Alpine town, North Carolina",1517
1600000US3726460,"Glen Raven CDP, North Carolina",2750
1600000US3726520,"Glenville CDP, North Carolina",110
1600000US3726680,"Gloucester CDP, North Carolina",537
1600000US3726740,"Godwin town, North Carolina",139
1600000US3727280,"Graham city, North Carolina",14153
1600000US3726880,"Goldsboro city, North Carolina",36437
1600000US3726920,"Goldston town, North Carolina",268
1600000US3727120,"Gorman CDP, North Carolina",1011
1600000US3727320,"Grandfather village, North Carolina",25
1600000US3727420,"Granite Falls town, North Carolina",4722
1600000US3727440,"Granite Quarry town, North Carolina",2930
1600000US3727520,"Grantsboro town, North Carolina",688
1600000US3727780,"Greenevers town, North Carolina",634
1600000US3727870,"Green Level town, North Carolina",2100
1600000US3728240,"Grimesland town, North Carolina",441
1600000US3728000,"Greensboro city, North Carolina",269666
1600000US3728080,"Greenville city, North Carolina",84554
1600000US3728200,"Grifton town, North Carolina",2617
1600000US3728400,"Grover town, North Carolina",708
1600000US3728600,"Gulf CDP, North Carolina",144
1600000US3728900,"Half Moon CDP, North Carolina",8352
1600000US3728920,"Halifax town, North Carolina",234
1600000US3729000,"Hallsboro CDP, North Carolina",465
1600000US3729120,"Hamilton town, North Carolina",408
1600000US3729160,"Hamlet city, North Carolina",6495
1600000US3729640,"Harmony town, North Carolina",531
1600000US3729180,"Hampstead CDP, North Carolina",4083
1600000US3729560,"Harkers Island CDP, North Carolina",1207
1600000US3729680,"Harrells town, North Carolina",202
1600000US3729720,"Harrellsville town, North Carolina",106
1600000US3729800,"Harrisburg town, North Carolina",11526
1600000US3730040,"Hassell town, North Carolina",84
1600000US3730100,"Hatteras CDP, North Carolina",504
1600000US3730120,"Havelock city, North Carolina",20735
1600000US3730260,"Haw River town, North Carolina",2298
1600000US3730660,"Henderson city, North Carolina",15368
1600000US3730280,"Hayesville town, North Carolina",311
1600000US3730340,"Hays CDP, North Carolina",1851
1600000US3730620,"Hemby Bridge town, North Carolina",1520
1600000US3730720,"Hendersonville city, North Carolina",13137
1600000US3901042,"Albany village, Ohio",828
1600000US3901154,"Alexandria village, Ohio",517
1600000US3901784,"Amesville village, Ohio",154
1600000US3901420,"Alliance city, Ohio",22322
1600000US3901630,"Amanda village, Ohio",737
1600000US3901588,"Alvordton CDP, Ohio",217
1600000US3902266,"Apple Valley CDP, Ohio",5058
1600000US3901742,"Amelia village, Ohio",4801
1600000US3902274,"Aquilla village, Ohio",340
1600000US7287863,"Yabucoa zona urbana, Puerto Rico",6047
1600000US7288035,"Yauco zona urbana, Puerto Rico",17186
1600000US7288121,"Yaurel comunidad, Puerto Rico",1050
1600000US1349504,"Manassas city, Georgia",94
1600000US1349532,"Manchester city, Georgia",4230
1600000US1349616,"Mansfield city, Georgia",410
1600000US1350036,"Martinez CDP, Georgia",35795
1600000US1349756,"Marietta city, Georgia",56579
1600000US1349924,"Marshallville city, Georgia",1448
1600000US1350008,"Martin town, Georgia",381
1600000US1350176,"Matthews CDP, Georgia",150
1600000US1350260,"Maxeys town, Georgia",224
1600000US1350484,"Maysville town, Georgia",1798
1600000US1350596,"Meansville city, Georgia",182
1600000US1350680,"Meigs city, Georgia",1035
1600000US1350820,"Mendes CDP, Georgia",122
1600000US1350848,"Menlo city, Georgia",474
1600000US1351408,"Milan city, Georgia",700
1600000US1351072,"Metter city, Georgia",4130
1600000US1351240,"Midville city, Georgia",269
1600000US1351352,"Midway city, Georgia",2121
1600000US1351492,"Milledgeville city, Georgia",17715
1600000US1351520,"Millen city, Georgia",3120
1600000US1351604,"Milner city, Georgia",610
1600000US1351670,"Milton city, Georgia",32661
1600000US1351744,"Mineral Bluff CDP, Georgia",150
1600000US1351968,"Mitchell town, Georgia",199
1600000US1352332,"Montgomery CDP, Georgia",4523
1600000US1352108,"Molena city, Georgia",368
1600000US1352192,"Monroe city, Georgia",13234
1600000US1352304,"Montezuma city, Georgia",3460
1600000US1352416,"Monticello city, Georgia",2657
1600000US1352500,"Montrose town, Georgia",215
1600000US1352556,"Moody AFB CDP, Georgia",886
1600000US1352668,"Moreland town, Georgia",399
1600000US1352696,"Morgan city, Georgia",240
1600000US1352724,"Morganton city, Georgia",303
1600000US1715170,"Coal City village, Illinois",5587
1600000US1715209,"Coalton village, Illinois",304
1600000US1715235,"Coal Valley village, Illinois",3743
1600000US1715261,"Coatsburg village, Illinois",147
1600000US1715300,"Cobden village, Illinois",1157
1600000US1715495,"Colfax village, Illinois",1061
1600000US1715352,"Coffeen city, Illinois",685
1600000US1715378,"Colchester city, Illinois",1401
1600000US1715469,"Coleta village, Illinois",164
1600000US1715599,"Collinsville city, Illinois",25579
1600000US1715664,"Colona city, Illinois",5099
1600000US1715807,"Colp village, Illinois",225
1600000US1715833,"Columbia city, Illinois",9707
1600000US1715846,"Columbus village, Illinois",99
1600000US1715950,"Como CDP, Illinois",567
1600000US1716210,"Cooksville village, Illinois",182
1600000US1715989,"Compton village, Illinois",303
1600000US1716054,"Concord village, Illinois",167
1600000US1716119,"Congerville village, Illinois",474
1600000US1716366,"Cordova village, Illinois",672
1600000US1716405,"Cornell village, Illinois",467
1600000US1716431,"Cornland CDP, Illinois",93
1600000US1716470,"Cortland town, Illinois",4270
1600000US1716613,"Coulterville village, Illinois",945
1600000US1716691,"Country Club Hills city, Illinois",16541
1600000US1717094,"Crab Orchard CDP, Illinois",333
1600000US1716873,"Countryside city, Illinois",5895
1600000US1717055,"Cowden village, Illinois",629
1600000US1717077,"Coyne Center CDP, Illinois",827
1600000US1717185,"Crainville village, Illinois",1254
1600000US1717289,"Creal Springs city, Illinois",543
1600000US1717406,"Crescent City village, Illinois",615
1600000US1717458,"Crest Hill city, Illinois",20837
1600000US1717471,"Creston village, Illinois",662
1600000US4271080,"Slatedale CDP, Pennsylvania",455
1600000US4271144,"Slatington borough, Pennsylvania",4232
1600000US4271176,"Sligo borough, Pennsylvania",720
1600000US4271184,"Slippery Rock borough, Pennsylvania",3625
1600000US4271210,"Slippery Rock University CDP, Pennsylvania",1898
1600000US4271232,"Slovan CDP, Pennsylvania",555
1600000US4271248,"Smethport borough, Pennsylvania",1655
1600000US4271256,"Smicksburg borough, Pennsylvania",46
1600000US4271320,"Smithfield borough, Pennsylvania",875
1600000US4271424,"Smithton borough, Pennsylvania",399
1600000US4271620,"S.N.P.J. borough, Pennsylvania",19
1600000US4271456,"Smock CDP, Pennsylvania",583
1600000US4271504,"Smoketown CDP, Pennsylvania",357
1600000US4271600,"Snow Shoe borough, Pennsylvania",765
1600000US4271688,"Snydertown borough, Pennsylvania",339
1600000US4271694,"Snydertown CDP, Pennsylvania",483
1600000US4271776,"Somerset borough, Pennsylvania",6277
1600000US4271848,"Soudersburg CDP, Pennsylvania",540
1600000US4271856,"Souderton borough, Pennsylvania",6618
1600000US4271976,"South Bethlehem borough, Pennsylvania",481
1600000US4272072,"South Coatesville borough, Pennsylvania",1303
1600000US4272216,"South Heights borough, Pennsylvania",475
1600000US4272080,"South Connellsville borough, Pennsylvania",1970
1600000US4272168,"South Fork borough, Pennsylvania",928
1600000US4272192,"South Greensburg borough, Pennsylvania",2117
1600000US4272344,"Southmont borough, Pennsylvania",2284
1600000US4272376,"South New Castle borough, Pennsylvania",709
1600000US4272403,"South Park Township CDP, Pennsylvania",13416
1600000US4272416,"South Philipsburg CDP, Pennsylvania",410
1600000US4272432,"South Pottstown CDP, Pennsylvania",2081
1600000US4272448,"South Renovo borough, Pennsylvania",439
1600000US4272592,"South Waverly borough, Pennsylvania",1027
1600000US4272520,"South Temple CDP, Pennsylvania",1424
1600000US4272552,"South Uniontown CDP, Pennsylvania",1360
1600000US4272576,"Southview CDP, Pennsylvania",276
1600000US4272616,"Southwest Greensburg borough, Pennsylvania",2155
1600000US4272648,"South Williamsport borough, Pennsylvania",6379
1600000US4272704,"Spartansburg borough, Pennsylvania",305
1600000US4272736,"Speers borough, Pennsylvania",1154
1600000US4272768,"Spinnerstown CDP, Pennsylvania",1826
1600000US4272872,"Springboro borough, Pennsylvania",477
1600000US4272920,"Spring City borough, Pennsylvania",3323
1600000US4273264,"Spring House CDP, Pennsylvania",3804
1600000US4272960,"Springdale borough, Pennsylvania",3405
1600000US4273192,"Spring Grove borough, Pennsylvania",2167
1600000US4273224,"Spring Hill CDP, Pennsylvania",839
1600000US4273288,"Spring Mills CDP, Pennsylvania",268
1600000US4273296,"Springmont CDP, Pennsylvania",724
1600000US4273312,"Spring Mount CDP, Pennsylvania",2259
1600000US4273318,"Spring Ridge CDP, Pennsylvania",1003
1600000US4273528,"Spry CDP, Pennsylvania",4891
1600000US4273704,"Starbrick CDP, Pennsylvania",522
1600000US4627940,"Hazel town, South Dakota",91
1600000US4627980,"Hecla city, South Dakota",227
1600000US4628140,"Henry town, South Dakota",267
1600000US4628300,"Hermosa town, South Dakota",398
1600000US4628340,"Herreid city, South Dakota",438
1600000US4628420,"Herrick town, South Dakota",105
1600000US4629340,"Hillsview town, South Dakota",3
1600000US4273808,"State College borough, Pennsylvania",42034
1600000US4273720,"Star Junction CDP, Pennsylvania",616
1600000US2008575,"Brookville city, Kansas",262
1600000US2008675,"Brownell city, Kansas",29
1600000US2144362,"Lebanon Junction city, Kentucky",1813
1600000US2144434,"Ledbetter CDP, Kentucky",1683
1600000US2145064,"Lewisburg city, Kentucky",810
1600000US2145136,"Lewisport city, Kentucky",1670
1600000US2146027,"Lexington-Fayette urban county, Kentucky",295803
1600000US2146072,"Liberty city, Kentucky",2168
1600000US2146540,"Lincolnshire city, Kentucky",148
1600000US2147062,"Livermore city, Kentucky",1365
1600000US2147098,"Livingston city, Kentucky",226
1600000US2148006,"Louisville/Jefferson County metro government (balance), Kentucky",597337
1600000US2147476,"London city, Kentucky",7993
1600000US2147710,"Loretto city, Kentucky",713
1600000US2147854,"Louisa city, Kentucky",2467
1600000US2148072,"Lovelaceville CDP, Kentucky",148
1600000US2148234,"Lowes CDP, Kentucky",98
1600000US2148288,"Loyall city, Kentucky",1461
1600000US2148378,"Ludlow city, Kentucky",4407
1600000US2148540,"Lynch city, Kentucky",747
1600000US2148558,"Lyndon city, Kentucky",11002
1600000US2149098,"McHenry city, Kentucky",388
1600000US2148648,"Lynnview city, Kentucky",914
1600000US2148810,"McCarr CDP, Kentucky",164
1600000US2149026,"Maceo CDP, Kentucky",413
1600000US2149116,"McKee city, Kentucky",800
1600000US2149206,"Mackville city, Kentucky",222
1600000US2149278,"McRoberts CDP, Kentucky",784
1600000US2149368,"Madisonville city, Kentucky",19591
1600000US2149476,"Magnolia CDP, Kentucky",524
1600000US2149656,"Manchester city, Kentucky",1255
1600000US2150124,"Marrowbone CDP, Kentucky",217
1600000US2149746,"Manitou CDP, Kentucky",181
1600000US2149800,"Manor Creek city, Kentucky",140
1600000US2150034,"Marion city, Kentucky",3039
1600000US2150286,"Martin city, Kentucky",634
1600000US2150412,"Maryhill Estates city, Kentucky",179
1600000US2150520,"Masonville CDP, Kentucky",1014
1600000US2150556,"Massac CDP, Kentucky",4505
1600000US2150898,"Mayfield city, Kentucky",10024
1600000US2150952,"Mayking CDP, Kentucky",487
1600000US2151006,"Mays Lick CDP, Kentucky",242
1600000US2151024,"Maysville city, Kentucky",9011
1600000US2151294,"Meadowview Estates city, Kentucky",363
1600000US2151193,"Meadowbrook Farm city, Kentucky",136
1600000US2151060,"Maytown CDP, Kentucky",243
1600000US2151258,"Meadow Vale city, Kentucky",736
1600000US2151438,"Melbourne city, Kentucky",401
1600000US2151564,"Mentor city, Kentucky",193
1600000US2151924,"Middlesborough city, Kentucky",10334
1600000US2151978,"Middletown city, Kentucky",7218
1600000US2152140,"Midway city, Kentucky",1641
1600000US2152302,"Millersburg city, Kentucky",792
1600000US2409325,"Brandywine CDP, Maryland",6719
1600000US2410225,"Brookeville town, Maryland",134
1600000US2409400,"Breathedsville CDP, Maryland",254
1600000US2409500,"Brentwood town, Maryland",3046
1600000US2410150,"Brock Hall CDP, Maryland",9552
1600000US2410475,"Brooklyn Park CDP, Maryland",14373
1600000US2410500,"Brookmont CDP, Maryland",3468
1600000US2410575,"Brookview town, Maryland",60
1600000US2410650,"Broomes Island CDP, Maryland",405
1600000US2410800,"Brownsville CDP, Maryland",89
1600000US2410900,"Brunswick city, Maryland",5870
1600000US2410925,"Bryans Road CDP, Maryland",7244
1600000US2410950,"Bryantown CDP, Maryland",655
1600000US2411750,"Burtonsville CDP, Maryland",8323
1600000US5081325,"Westminster village, Vermont",291
1600000US5082375,"West Rutland CDP, Vermont",2024
1600000US5083575,"White River Junction CDP, Vermont",2286
1600000US5084100,"Williamstown CDP, Vermont",1162
1600000US5084625,"Wilmington CDP, Vermont",463
1600000US5085000,"Windsor CDP, Vermont",2066
1600000US5085150,"Winooski city, Vermont",7267
1600000US5085900,"Woodstock village, Vermont",900
1600000US5086050,"Worcester CDP, Vermont",112
1600000US5100148,"Abingdon town, Virginia",8191
1600000US5100180,"Accomac town, Virginia",519
1600000US5101000,"Alexandria city, Virginia",139966
1600000US5100468,"Adwolf CDP, Virginia",1530
1600000US5100724,"Alberta town, Virginia",298
1600000US2919252,"De Soto city, Missouri",6400
1600000US2919270,"Des Peres city, Missouri",8373
1600000US2919378,"De Witt city, Missouri",124
1600000US2919432,"Diamond town, Missouri",902
1600000US2919486,"Diehlstadt village, Missouri",161
1600000US3022450,"Dupuyer CDP, Montana",86
1600000US3022600,"Dutton town, Montana",316
1600000US3022985,"East Glacier Park Village CDP, Montana",363
1600000US3023125,"East Helena city, Montana",1984
1600000US3023200,"East Missoula CDP, Montana",2157
1600000US3023500,"Edgar CDP, Montana",114
1600000US3023650,"Ekalaka town, Montana",332
1600000US3024325,"Emigrant CDP, Montana",488
1600000US3023865,"Elkhorn CDP, Montana",10
1600000US3023950,"Elliston CDP, Montana",219
1600000US3024100,"Elmo CDP, Montana",180
1600000US3024475,"Ennis town, Montana",838
1600000US3024850,"Eureka town, Montana",1037
1600000US3025000,"Evaro CDP, Montana",322
1600000US3025075,"Evergreen CDP, Montana",7616
1600000US3025225,"Fairfield town, Montana",708
1600000US3025300,"Fairview town, Montana",840
1600000US3026950,"Florence CDP, Montana",765
1600000US3025375,"Fallon CDP, Montana",164
1600000US3026226,"Finley Point CDP, Montana",480
1600000US3026800,"Flaxville town, Montana",71
1600000US3027595,"Forest Hill Village CDP, Montana",206
1600000US3027700,"Forsyth city, Montana",1777
1600000US3027850,"Fort Belknap Agency CDP, Montana",1293
1600000US3028000,"Fort Benton city, Montana",1464
1600000US3028150,"Fortine CDP, Montana",325
1600000US3028450,"Fort Peck town, Montana",233
1600000US3028600,"Fort Shaw CDP, Montana",280
1600000US3029275,"Frazer CDP, Montana",362
1600000US3028650,"Fort Smith CDP, Montana",161
1600000US3028862,"Four Corners CDP, Montana",3146
1600000US3029087,"Fox Lake CDP, Montana",158
1600000US3029350,"Frenchtown CDP, Montana",1825
1600000US3029500,"Froid town, Montana",185
1600000US3029575,"Fromberg town, Montana",438
1600000US3029875,"Gallatin Gateway CDP, Montana",856
