,PCT023003,NAME,state,place
3916,191,"Fitzhugh town, Oklahoma",40,26250
3917,338,"Fargo town, Oklahoma",40,25450
3918,122,"Faxon town, Oklahoma",40,25650
3919,79,"Felt CDP, Oklahoma",40,25850
3920,1024,"Fletcher town, Oklahoma",40,26350
3921,487,"Flint Creek CDP, Oklahoma",40,26415
3922,33,"Flute Springs CDP, Oklahoma",40,26525
3923,17,"Foraker town, Oklahoma",40,26750
3924,170,"Forest Park town, Oklahoma",40,26850
3925,450,"Forgan town, Oklahoma",40,26900
3926,490,"Fort Cobb town, Oklahoma",40,27100
3927,93,"Fort Coffee town, Oklahoma",40,27150
3928,2541,"Fort Gibson town, Oklahoma",40,27200
3929,9877,"Ardmore CDP, Pennsylvania",42,02896
3930,608,"Aaronsburg CDP (Centre County), Pennsylvania",42,00100
3931,235,"Aaronsburg CDP (Washington County), Pennsylvania",42,00104
3932,937,"Abbottstown borough, Pennsylvania",42,00116
3933,599,"Ackermanville CDP, Pennsylvania",42,00244
3934,168,"Adamsburg borough, Pennsylvania",42,00332
3935,61,"Adamsville CDP, Pennsylvania",42,00372
3936,203,"Addison borough, Pennsylvania",42,00396
3937,3672,"Akron borough, Pennsylvania",42,00540
3938,153,"Alba borough, Pennsylvania",42,00572
3939,1465,"Albion borough, Pennsylvania",42,00628
3940,191,"Albrightsville CDP, Pennsylvania",42,00652
3941,496,"Allensville CDP, Pennsylvania",42,01004
3942,341,"Alexandria borough, Pennsylvania",42,00756
3943,5435,"Aliquippa city, Pennsylvania",42,00820
3944,148,"Alfarata CDP, Pennsylvania",42,00764
3945,305,"Allenwood CDP, Pennsylvania",42,02016
3946,2196,"Alburtis borough, Pennsylvania",42,00660
3947,69061,"Allentown city, Pennsylvania",42,02000
3948,1114,"Alleghenyville CDP, Pennsylvania",42,00924
3949,637,"Allenport CDP, Pennsylvania",42,00980
3950,532,"Allenport borough, Pennsylvania",42,00988
3951,556,"Allison CDP, Pennsylvania",42,02040
3952,601,"Holland town, Indiana",18,34294
3953,462,"Holton town, Indiana",18,34366
3954,691,"Homecroft town, Indiana",18,34420
3955,2042,"Hope town, Indiana",18,34744
3956,669,"Howe CDP, Indiana",18,34978
3957,508,"Hudson town, Indiana",18,35086
3958,16768,"Huntington city, Indiana",18,35302
3959,1259,"Hudson Lake CDP, Indiana",18,35104
3960,4501,"Huntertown town, Indiana",18,35266
3961,5286,"Huntingburg city, Indiana",18,35284
3962,793,"Hymera town, Indiana",18,35500
3963,455,"Idaville CDP, Indiana",18,35536
3964,507005,"Indianapolis city (balance), Indiana",18,36003
3965,2787,"Indian Heights CDP, Indiana",18,36144
3966,121,"Indian Village town, Indiana",18,36306
3967,2213,"Ingalls town, Indiana",18,36342
3968,168,"Jalapa CDP, Indiana",18,37674
3969,947,"Jamestown town, Indiana",18,37692
3970,36144,"Jeffersonville city, Indiana",18,38358
3971,2179,"Jasonville city, Indiana",18,37764
3972,14075,"Jasper city, Indiana",18,37782
3973,1715,"Jonesboro city, Indiana",18,38862
3974,164,"Jonesville town, Indiana",18,38916
3975,331,"Kempton town, Indiana",18,39366
3976,9278,"Kendallville city, Indiana",18,39402
3977,467,"Kennard town, Indiana",18,39438
3978,69,"Kent CDP, Indiana",18,39510
3979,1647,"Kentland town, Indiana",18,39546
3980,235,"Kingsbury town, Indiana",18,39816
3981,590,"Kewanna town, Indiana",18,39618
3982,399,"Kimmell CDP, Indiana",18,39744
3983,499,"Kingman town, Indiana",18,39798
3984,1238,"Kingsford Heights town, Indiana",18,39852
3985,776,"Kirklin town, Indiana",18,39942
3986,2138,"Knightstown town, Indiana",18,40266
3987,842,"Knightsville town, Indiana",18,40302
3988,3568,"Knox city, Indiana",18,40374
3989,37981,"Kokomo city, Indiana",18,40392
3990,548,"La Crosse town, Indiana",18,40662
3991,1513,"Koontz Lake CDP, Indiana",18,40464
3992,1834,"Kouts town, Indiana",18,40518
3993,49,"Laconia town, Indiana",18,40644
3994,969,"Ladoga town, Indiana",18,40698
3995,56108,"Lafayette city, Indiana",18,40788
3996,862,"La Fontaine town, Indiana",18,40842
3997,2460,"Lagrange town, Indiana",18,40860
3998,402,"Lagro town, Indiana",18,40896
3999,1319,"Lake Dalecarlia CDP, Indiana",18,41058
4000,905,"Lake Holiday CDP, Indiana",18,41211
4001,796,"Lake Santee CDP, Indiana",18,41444
4002,6567,"Lakes of the Four Seasons CDP, Indiana",18,41530
4003,10023,"Lake Station city, Indiana",18,41535
4004,598,"Laketon CDP, Indiana",18,41562
4005,741,"Lake Village CDP, Indiana",18,41652
4006,410,"Lehigh city, Iowa",19,44265
4007,161,"Leighton city, Iowa",19,44310
4008,270,"Leland city, Iowa",19,44355
4009,9255,"Le Mars city, Iowa",19,44400
4010,14,"Le Roy city, Iowa",19,44580
4011,1285,"Lenox city, Iowa",19,44490
4012,1939,"Leon city, Iowa",19,44535
4013,275,"Lester city, Iowa",19,44670
4014,364,"Letts city, Iowa",19,44715
4015,419,"Lewis city, Iowa",19,44805
4016,308,"Libertyville city, Iowa",19,44985
4017,179,"Lidderdale city, Iowa",19,45030
4018,502,"Lime Springs city, Iowa",19,45165
4019,149,"Linn Grove city, Iowa",19,45480
4020,161,"Lincoln city, Iowa",19,45255
4021,2080,"Vails Gate CDP, New York",36,76584
4022,1707,"Valatie village, New York",36,76617
4023,2718,"Valhalla CDP, New York",36,76639
4024,451,"Valley Falls village, New York",36,76672
4025,21475,"Valley Stream village, New York",36,76705
4026,1133,"Vernon village, New York",36,77112
4027,812,"Verona CDP, New York",36,77167
4028,1545,"Verplanck CDP, New York",36,77211
4029,519,"Van Etten village, New York",36,76881
4030,2598,"Victor village, New York",36,77376
4031,226,"Anamoose city, North Dakota",38,02220
4032,26,"Antler city, North Dakota",38,02660
4033,51,"Barney city, North Dakota",38,04940
4034,48,"Auburn CDP, North Dakota",38,03740
4035,87,"Amenia city, North Dakota",38,01940
4036,122,"Almont city, North Dakota",38,01700
4037,465,"Argusville city, North Dakota",38,03020
4038,332,"Arthur city, North Dakota",38,03300
4039,20,"Amidon city, North Dakota",38,02060
4040,25,"Balfour city, North Dakota",38,04460
4041,14,"Bantry city, North Dakota",38,04740
4042,993,"Beach city, North Dakota",38,05420
4043,55,"Belcourt CDP, North Dakota",38,05740
4044,778,"Belfield city, North Dakota",38,05820
4045,23,"Blanchard CDP, North Dakota",38,07620
4046,65,"Balta city, North Dakota",38,04580
4047,41,"Bathgate city, North Dakota",38,05260
4048,7,"Bergen city, North Dakota",38,06180
4049,30,"Berlin city, North Dakota",38,06300
4050,2958,"Beulah city, North Dakota",38,06660
4051,183,"Binford city, North Dakota",38,07020
4052,56616,"Bismarck city, North Dakota",38,07200
4053,2042,"Bottineau city, North Dakota",38,08460
4054,324,"Bowbells city, North Dakota",38,08500
4055,130,"Bowdon city, North Dakota",38,08580
4056,20,"Barton CDP, North Dakota",38,05220
4057,63,"Benedict city, North Dakota",38,05980
4058,448,"Berthold city, North Dakota",38,06460
4059,121,"Bisbee city, North Dakota",38,07180
4060,70,"Briarwood city, North Dakota",38,09320
4061,1612,"Bowman city, North Dakota",38,08700
4062,20,"Braddock city, North Dakota",38,08900
4063,76,"Brooktree Park CDP, North Dakota",38,09830
4064,35,"Brinsmade city, North Dakota",38,09460
4065,57,"Brocket city, North Dakota",38,09700
4066,90,"Buchanan city, North Dakota",38,10060
4067,27,"Bucyrus city, North Dakota",38,10300
4068,174,"Buffalo city, North Dakota",38,10420
4069,998,"Burlington city, North Dakota",38,10940
4070,22,"Calio city, North Dakota",38,11580
4071,68,"Butte city, North Dakota",38,11180
4072,321,"Buxton city, North Dakota",38,11340
4073,39,"Caledonia CDP, North Dakota",38,11500
4074,20,"Calvin city, North Dakota",38,11700
4075,1071,"Cando city, North Dakota",38,11860
4076,42,"Cannon Ball CDP, North Dakota",38,12020
4077,44,"Canton City city, North Dakota",38,12060
4078,156,"Carpio city, North Dakota",38,12260
4079,2025,"Carrington city, North Dakota",38,12340
4080,1242,"Cavalier city, North Dakota",38,12940
4081,291,"Carson city, North Dakota",38,12460
4082,2266,"Casselton city, North Dakota",38,12700
4083,42,"Cathay city, North Dakota",38,12820
4084,27,"Cayuga city, North Dakota",38,13020
4085,548,"Center city, North Dakota",38,13180
4086,147,"Christine city, North Dakota",38,14100
4087,12,"Churchs Ferry city, North Dakota",38,14140
4088,1269,"Milford village, Illinois",17,49048
4089,214,"Mill Shoals village, Illinois",17,49347
4090,188,"Metcalf village, Illinois",17,48632
4091,325,"Millbrook village, Illinois",17,49100
4092,61,"Mill Creek village, Illinois",17,49178
4093,1023,"Milledgeville village, Illinois",17,49191
4094,648,"Millington village, Illinois",17,49308
4095,3953,"Millstadt village, Illinois",17,49386
4096,266,"Milton village, Illinois",17,49477
4097,233,"Mineral village, Illinois",17,49516
4098,1228,"Minier village, Illinois",17,49555
4099,2053,"Minonk city, Illinois",17,49568
4100,17715,"Mokena village, Illinois",17,49854
4101,9730,"Minooka village, Illinois",17,49607
4102,1300,"Mitchell CDP, Illinois",17,49698
4103,184,"Modesto village, Illinois",17,49802
4104,36103,"Moline city, Illinois",17,49867
4105,2748,"Momence city, Illinois",17,49893
4106,4016,"Monee village, Illinois",17,49945
4107,5413,"Monticello city, Illinois",17,50244
4108,8094,"Monmouth city, Illinois",17,50010
4109,462,"Monroe Center village, Illinois",17,50062
4110,13888,"Montgomery village, Illinois",17,50218
4111,193,"Montrose village, Illinois",17,50283
4112,183,"Landess CDP, Indiana",18,41994
4113,2020,"Lapel town, Indiana",18,42228
4114,549,"La Paz town, Indiana",18,42192
4115,554,"Lanesville town, Indiana",18,42048
4116,766,"Lakeville town, Indiana",18,41670
4117,19549,"La Porte city, Indiana",18,42246
4118,504,"Laurel town, Indiana",18,42372
4119,29056,"Lawrence city, Indiana",18,42426
4120,226,"Leavenworth town, Indiana",18,42606
4121,15171,"Lebanon city, Indiana",18,42624
4122,509,"Leesburg town, Indiana",18,42678
4123,364,"Lewisville town, Indiana",18,43074
4124,4713,"Lawrenceburg city, Indiana",18,42462
4125,280,"Larwill town, Indiana",18,42282
4126,3497,"Leo-Cedarville town, Indiana",18,42861
4127,737,"Linden town, Indiana",18,44082
4128,2064,"Liberty town, Indiana",18,43434
4129,5289,"Linton city, Indiana",18,44190
4130,475,"Lizton town, Indiana",18,44442
4131,14838,"Logansport city, Indiana",18,44658
4132,1141,"Long Beach town, Indiana",18,44784
4133,2704,"Loogootee city, Indiana",18,44910
4134,104,"Mackey town, Indiana",18,45774
4135,188,"Little York town, Indiana",18,44370
4136,3068,"Ligonier city, Indiana",18,43686
4137,127,"Livonia town, Indiana",18,44424
4138,230,"Losantville town, Indiana",18,45000
4139,8894,"Lowell town, Indiana",18,45144
4140,1072,"Lynn town, Indiana",18,45468
4141,878,"Lynnville town, Indiana",18,45486
4142,728,"Lyons town, Indiana",18,45504
4143,3992,"McCordsville town, Indiana",18,45648
4144,205,"Macy town, Indiana",18,45864
4145,11188,"Madison city, Indiana",18,45990
4146,257,"Manilla CDP, Indiana",18,46422
4147,517,"Markleville town, Indiana",18,47178
4148,790,"Marengo town, Indiana",18,46746
4149,23400,"Marion city, Indiana",18,46908
4150,1076,"Markle town, Indiana",18,47160
4151,319,"Marshall town, Indiana",18,47322
4152,11529,"Martinsville city, Indiana",18,47448
4153,584,"Matthews town, Indiana",18,47592
4154,81,"Mauckport town, Indiana",18,47628
4155,327,"Mecca town, Indiana",18,48132
4156,202,"Oakdale town, Tennessee",47,54280
4157,228,"Oak Grove CDP (Sumner County), Tennessee",47,54640
4158,4342,"Oak Hill city, Tennessee",47,54780
4159,5511,"Oakland town, Tennessee",47,54920
4160,24619,"Oak Ridge city, Tennessee",47,55120
4161,1037,"Obion town, Tennessee",47,55240
4162,3062,"Oliver Springs town, Tennessee",47,55800
4163,774,"Orlinda city, Tennessee",47,56020
4164,1296,"Olivet CDP, Tennessee",47,55820
4165,3666,"Oneida town, Tennessee",47,55860
4166,619,"Ooltewah CDP, Tennessee",47,55900
4167,119,"Orme town, Tennessee",47,56040
4168,663,"Palmer town, Tennessee",47,56560
4169,7819,"Paris city, Tennessee",47,56720
4170,2314,"Park City CDP, Tennessee",47,56800
4171,269,"Parker's Crossroads city, Tennessee",47,56870
4172,229,"Parrottsville town, Tennessee",47,57040
4173,2129,"Parsons city, Tennessee",47,57080
4174,569,"Petros CDP, Tennessee",47,57780
4175,1994,"Pegram town, Tennessee",47,57480
4176,392,"Pelham CDP, Tennessee",47,57500
4177,495,"Petersburg town, Tennessee",47,57740
4178,603,"Philadelphia city, Tennessee",47,57900
4179,4738,"Pigeon Forge city, Tennessee",47,58080
4180,1505,"Pikeville city, Tennessee",47,58120
4181,2272,"Pine Crest CDP, Tennessee",47,58240
4182,1066,"Piperton city, Tennessee",47,58840
4183,485,"Pittman Center town, Tennessee",47,58940
4184,10605,"Portland city, Tennessee",47,60280
4185,2059,"Plainview city, Tennessee",47,59020
4186,548,"Pleasant Hill town, Tennessee",47,59240
4187,4013,"Pleasant View city, Tennessee",47,59560
4188,1302,"Powells Crossroads town, Tennessee",47,60500
4189,5589,"Pulaski city, Tennessee",47,61040
4190,643,"Puryear city, Tennessee",47,61160
4191,290,"Ramer city, Tennessee",47,61520
4192,9907,"Red Bank city, Tennessee",47,61960
4193,1037,"Red Boiling Springs city, Tennessee",47,62000
4194,354,"Ridgeside city, Tennessee",47,63080
4195,623,"Riceville CDP, Tennessee",47,62580
4196,3680,"Ripley city, Tennessee",47,63340
4197,1453,"Ridgely town, Tennessee",47,63060
4198,1792,"Ridgetop city, Tennessee",47,63140
4199,302,"Rives town, Tennessee",47,63800
4200,1292,"Roan Mountain CDP, Tennessee",47,63840
4201,286,"Robbins CDP, Tennessee",47,63920
4202,829,"Rockford city, Tennessee",47,64160
4203,5032,"Rockwood city, Tennessee",47,64440
4204,4157,"Rogersville town, Tennessee",47,64820
4205,1072,"Rutledge town, Tennessee",47,65820
4206,558,"Rossville town, Tennessee",47,65240
4207,1906,"Rural Hill CDP, Tennessee",47,65642
4208,949,"Rutherford town, Tennessee",47,65760
4209,122,"Kirvin town, Texas",48,39520
4210,551,"Knippa CDP, Texas",48,39664
4211,197,"Knollwood city, Texas",48,39680
4212,490,"Kress city, Texas",48,39904
4213,831,"Knox City town, Texas",48,39700
4214,389,"Kosse town, Texas",48,39844
4215,1536,"Kountze city, Texas",48,39868
4216,1584,"Krugerville city, Texas",48,39916
4217,3791,"Krum city, Texas",48,39928
4218,347,"Kurten town, Texas",48,39940
4219,20882,"Kyle city, Texas",48,39952
4220,1744,"La Blanca CDP, Texas",48,39988
4221,70,"La Carla CDP, Texas",48,39994
4222,48,"La Coma CDP, Texas",48,40100
4223,127,"La Casita CDP, Texas",48,40000
4224,166,"Beaver Bay city, Minnesota",27,04456
4225,288,"Beaver Creek city, Minnesota",27,04492
4226,4382,"Becker city, Minnesota",27,04618
4227,68,"Bejou city, Minnesota",27,04672
4228,718,"Belgrade city, Minnesota",27,04762
4229,159,"Bellechester city, Minnesota",27,04798
4230,6277,"Belle Plaine city, Minnesota",27,04834
4231,10923,"Bemidji city, Minnesota",27,05068
4232,168,"Bellingham city, Minnesota",27,04960
4233,107,"Beltrami city, Minnesota",27,05014
4234,377,"Belview city, Minnesota",27,05050
4235,23,"Bena city, Minnesota",27,05104
4236,3150,"Benson city, Minnesota",27,05212
4237,493,"Bertha city, Minnesota",27,05482
4238,444,"Bethel city, Minnesota",27,05554
4239,206,"Bigelow city, Minnesota",27,05644
4240,9300,"Big Lake city, Minnesota",27,05752
4241,229,"Big Falls city, Minnesota",27,05680
4242,433,"Bigfork city, Minnesota",27,05698
4243,280,"Big Lake CDP, Minnesota",27,05744
4244,121,"Bingham Lake city, Minnesota",27,05896
4245,851,"Birchwood Village city, Minnesota",27,06058
4246,1013,"Bird Island city, Minnesota",27,06076
4247,948,"Biwabik city, Minnesota",27,06148
4248,702,"Blackduck city, Minnesota",27,06256
4249,48045,"Blaine city, Minnesota",27,06382
4250,3220,"Blue Earth city, Minnesota",27,06688
4251,150,"Blomkest city, Minnesota",27,06490
4252,1939,"Blooming Prairie city, Minnesota",27,06580
4253,66087,"Bloomington city, Minnesota",27,06616
4254,199,"Bluffton city, Minnesota",27,06778
4255,102,"Bock city, Minnesota",27,06814
4256,107,"Borup city, Minnesota",27,07030
4257,754,"Bovey city, Minnesota",27,07048
4258,285,"Bowlus city, Minnesota",27,07066
4259,2100,"Farmington town, Mississippi",28,24420
4260,21,"Farrell CDP, Mississippi",28,24460
4261,26,"Fayette city, Mississippi",28,24500
4262,5886,"Flowood city, Mississippi",28,25100
4263,1777,"Forest city, Mississippi",28,25340
4264,395,"Foxworth CDP, Mississippi",28,25740
4265,55,"Friars Point town, Mississippi",28,26060
4266,3280,"Fulton city, Mississippi",28,26300
4267,11355,"Gautier city, Mississippi",28,26860
4268,1,"Glendora village, Mississippi",28,27660
4269,158,"Georgetown town, Mississippi",28,26980
4270,400,"Glen town, Mississippi",28,27540
4271,685,"Glendale CDP, Mississippi",28,27620
4272,333,"Gloster town, Mississippi",28,27820
4273,331,"Goodman town, Mississippi",28,28220
4274,6963,"Greenville city, Mississippi",28,29180
4275,4669,"Greenwood city, Mississippi",28,29340
4276,5861,"Grenada city, Mississippi",28,29460
4277,19266,"Hattiesburg city, Mississippi",28,31020
4278,4863,"Gulf Park Estates CDP, Mississippi",28,29660
4279,49,"Gunnison town, Mississippi",28,29900
4280,479,"Hatley town, Mississippi",28,30980
4281,717,"Hazlehurst city, Mississippi",28,31220
4282,128,"Heidelberg town, Mississippi",28,31420
4283,1795,"Hide-A-Way Lake CDP, Mississippi",28,32110
4284,162,"Henderson Point CDP, Mississippi",28,31540
4285,11491,"Hernando city, Mississippi",28,31780
4286,486,"Hickory Flat town, Mississippi",28,32020
4287,409,"Hillsboro CDP, Mississippi",28,32460
4288,351,"Holcomb CDP, Mississippi",28,32820
4289,330,"Hollandale city, Mississippi",28,32900
4290,1488,"Holly Springs city, Mississippi",28,33100
4291,17087,"Salmon Creek CDP, Washington",53,61000
4292,34207,"Sammamish city, Washington",53,61115
4293,12362,"SeaTac city, Washington",53,62288
4294,20,"Santiago CDP, Washington",53,61235
4295,639,"Satsop CDP, Washington",53,61350
4296,1034,"Seabeck CDP, Washington",53,62120
4297,94,"Cucumber CDP, West Virginia",54,19492
4298,3021,"Culloden CDP, West Virginia",54,19516
4299,647,"Davis town, West Virginia",54,20428
4300,112,"Dailey CDP, West Virginia",54,19948
4301,1828,"Daniels CDP, West Virginia",54,20164
4302,678,"Danville town, West Virginia",54,20212
4303,406,"Davy town, West Virginia",54,20500
4304,219,"Deep Water CDP, West Virginia",54,20764
4305,558,"Delbarton town, West Virginia",54,20980
4306,969,"Despard CDP, West Virginia",54,21316
4307,286,"Dixie CDP, West Virginia",54,21628
4308,6539,"Dunbar city, West Virginia",54,22564
4309,284,"Durbin town, West Virginia",54,22852
4310,1488,"Eleanor town, West Virginia",54,24292
4311,941,"East Bank town, West Virginia",54,23092
4312,546,"East Dailey CDP, West Virginia",54,23140
4313,345,"Eccles CDP, West Virginia",54,23644
4314,810,"Elizabeth town, West Virginia",54,24364
4315,228,"Elk Garden town, West Virginia",54,24484
4316,6844,"Elkins city, West Virginia",54,24580
4317,1211,"Elkview CDP, West Virginia",54,24748
4318,363,"Ellenboro town, West Virginia",54,24844
4319,948,"Enterprise CDP, West Virginia",54,25516
4320,1609,"Fairlea CDP, West Virginia",54,26428
4321,791,"Falling Waters CDP, West Virginia",54,26716
4322,16637,"Fairmont city, West Virginia",54,26452
4323,403,"Fairview town, West Virginia",54,26524
4324,199,"Falling Spring town, West Virginia",54,26692
4325,234,"Falls View CDP, West Virginia",54,26812
4326,367,"Farmington town, West Virginia",54,26932
4327,2770,"Fayetteville town, West Virginia",54,27028
4328,111,"Fenwick CDP, West Virginia",54,27196
4329,275,"Flatwoods town, West Virginia",54,27868
4330,308,"Flemington town, West Virginia",54,27940
4331,2913,"Follansbee city, West Virginia",54,28204
4332,696,"Franklin town, West Virginia",54,29044
4333,1367,"Fort Ashby CDP, West Virginia",54,28444
4334,681,"Fort Gay town, West Virginia",54,28516
4335,88,"Frank CDP, West Virginia",54,28948
4336,132,"Friendly town, West Virginia",54,29404
4337,805,"Gallipolis Ferry CDP, West Virginia",54,29716
4338,135,"Galloway CDP, West Virginia",54,29740
4339,685,"Gary city, West Virginia",54,30196
4340,895,"Gassaway town, West Virginia",54,30220
4341,607,"Gauley Bridge town, West Virginia",54,30364
4342,446,"Ghent CDP, West Virginia",54,30724
4343,1488,"Glen Dale city, West Virginia",54,31492
4344,446,"Gilbert town, West Virginia",54,30772
4345,1084,"Gilbert Creek CDP, West Virginia",54,30777
4346,883,"Glasgow town, West Virginia",54,31324
4347,193,"Glen Ferris CDP, West Virginia",54,31732
4348,477,"Glen Fork CDP, West Virginia",54,31756
4349,173,"Glen Jean CDP, West Virginia",54,31876
4350,1384,"Glenville town, West Virginia",54,32044
4351,196,"Glen White CDP, West Virginia",54,32068
4352,5016,"Grafton city, West Virginia",54,32716
4353,555,"Grantsville town, West Virginia",54,32884
4354,558,"Grant Town town, West Virginia",54,32908
4355,11323,"Baraboo city, Wisconsin",55,04625
4356,2984,"Barron city, Wisconsin",55,04875
4357,514,"Union Springs city, Alabama",01,77880
4358,162,"Uniontown town, Alabama",01,77904
4359,206,"Uriah CDP, Alabama",01,78120
4360,6092,"Valley city, Alabama",01,78204
4361,1111,"Vandiver CDP, Alabama",01,78312
4362,3025,"Valley Grande city, Alabama",01,78232
4363,513,"Valley Head town, Alabama",01,78240
4364,1358,"Vance town, Alabama",01,78264
4365,1587,"Vernon city, Alabama",01,78480
4366,30758,"Vestavia Hills city, Alabama",01,78552
4367,339,"Vina town, Alabama",01,78984
4368,1565,"Vincent town, Alabama",01,79008
4369,29,"Vinegar Bend CDP, Alabama",01,79032
4370,21,"Vredenburgh town, Alabama",01,79272
4371,435,"Wadley town, Alabama",01,79344
4372,201,"Waterloo town, Alabama",01,80064
4373,179,"Waldo town, Alabama",01,79488
4374,674,"Walnut Grove town, Alabama",01,79728
4375,2638,"Warrior city, Alabama",01,79944
4376,127,"Waverly town, Alabama",01,80256
4377,2474,"Weaver city, Alabama",01,80352
4378,1070,"Webb town, Alabama",01,80376
4379,563,"Wedowee town, Alabama",01,80496
4380,280,"Weogufka CDP, Alabama",01,80736
4381,1061,"West Blocton town, Alabama",01,80928
4382,560,"West Point town, Alabama",01,81528
4383,2636,"West End-Cobb Town CDP, Alabama",01,81084
4384,327,"West Jefferson town, Alabama",01,81336
4385,1193,"Westover town, Alabama",01,81504
4386,4435,"Wetumpka city, Alabama",01,81720
4387,419,"Bergman town, Arkansas",05,05440
4388,104,"Big Flat town, Arkansas",05,05980
4389,4375,"Berryville city, Arkansas",05,05560
4390,1461,"Bethel Heights city, Arkansas",05,05740
4391,302,"Bigelow town, Arkansas",05,05920
4392,331,"Biggers town, Arkansas",05,06040
4393,12,"Birdsong town, Arkansas",05,06340
4394,257,"Black Oak town, Arkansas",05,06610
4395,651,"Black Rock city, Arkansas",05,06700
4396,99,"Black Springs town, Arkansas",05,06730
4397,219,"Blevins city, Arkansas",05,07030
4398,558,"Bonanza city, Arkansas",05,07540
4399,27,"Blue Eye town, Arkansas",05,07150
4400,110,"Blue Mountain town, Arkansas",05,07210
4401,6216,"Blytheville city, Arkansas",05,07330
4402,2019,"Bono city, Arkansas",05,07630
4403,3732,"Booneville city, Arkansas",05,07720
4404,727,"Bradford city, Arkansas",05,08260
4405,1575,"Brookland city, Arkansas",05,09100
4406,269,"Bradley city, Arkansas",05,08290
4407,352,"Branch city, Arkansas",05,08440
4408,236,"Briarcliff city, Arkansas",05,08665
4409,14517,"Bryant city, Arkansas",05,09460
4410,124,"Buckner city, Arkansas",05,09550
4411,37,"Bluff City town, Arkansas",05,07270
4412,130,"Bodcaw town, Arkansas",05,07450
4413,1447,"Brinkley city, Arkansas",05,08950
4414,1902,"Bull Shoals city, Arkansas",05,09790
4415,146,"Burdette town, Arkansas",05,09880
4416,357,"Calion city, Arkansas",05,10600
4417,22137,"Cabot city, Arkansas",05,10300
4418,503,"Caddo Valley town, Arkansas",05,10360
4419,443,"Caldwell town, Arkansas",05,10450
4420,75,"Cale town, Arkansas",05,10480
4421,1358,"Calico Rock city, Arkansas",05,10570
4422,4957,"Camden city, Arkansas",05,10720
4423,744,"Cammack Village city, Arkansas",05,10780
4424,246,"Campbell Station city, Arkansas",05,10900
4425,10020,"Archdale city, North Carolina",37,01720
4426,16968,"Asheboro city, North Carolina",37,02080
4427,216,"Ashley Heights CDP, North Carolina",37,02240
4428,231,"Askewville town, North Carolina",37,02320
4429,762,"Avon CDP, North Carolina",37,02780
4430,66143,"Asheville city, North Carolina",37,02140
4431,253,"Atkinson town, North Carolina",37,02460
4432,533,"Atlantic CDP, North Carolina",37,02480
4433,391,"Aulander town, North Carolina",37,02580
4434,1740,"Avery Creek CDP, North Carolina",37,02760
4435,1093,"Badin town, North Carolina",37,02960
4436,375,"Bailey town, North Carolina",37,03020
4437,3477,"Archer Lodge town, North Carolina",37,01760
4438,1412,"Atlantic Beach town, North Carolina",37,02500
4439,173,"Autryville town, North Carolina",37,02700
4440,271,"Aurora town, North Carolina",37,02620
4441,433,"Bakersville town, North Carolina",37,03100
4442,148,"Bald Head Island village, North Carolina",37,03150
4443,915,"Banner Elk town, North Carolina",37,03500
4444,243,"Bath town, North Carolina",37,03840
4445,2370,"Ayden town, North Carolina",37,02840
4446,1033,"Balfour CDP, North Carolina",37,03220
4447,887,"Barker Heights CDP, North Carolina",37,03640
4448,654,"Barker Ten Mile CDP, North Carolina",37,03665
4449,533,"Bayboro town, North Carolina",37,03960
4450,3165,"Bayshore CDP, North Carolina",37,04015
4451,319,"Bayview CDP, North Carolina",37,04040
4452,659,"Belhaven town, North Carolina",37,04640
4453,3191,"Beaufort town, North Carolina",37,04260
4454,288,"Bell Arthur CDP, North Carolina",37,04680
4455,260,"Bennett CDP, North Carolina",37,05020
4456,1493,"Belville town, North Carolina",37,04950
4457,184,"Belvoir CDP, North Carolina",37,04955
4458,896,"Belwood town, North Carolina",37,04960
4459,64,"Bear Grass town, North Carolina",37,04180
4460,313,"Beech Mountain town, North Carolina",37,04510
4461,8422,"Belmont city, North Carolina",37,04840
4462,1993,"Benson town, North Carolina",37,05040
4463,289,"Bethania town, North Carolina",37,05340
4464,1231,"Bent Creek CDP, North Carolina",37,05049
4465,1651,"Bermuda Run town, North Carolina",37,05135
4466,4252,"Bessemer City city, North Carolina",37,05220
4467,613,"Bethel town, North Carolina",37,05460
4468,4070,"Bethlehem CDP, North Carolina",37,05530
4469,903,"Beulaville town, North Carolina",37,05660
4470,1322,"Biltmore Forest town, North Carolina",37,05880
4471,561,"Black Creek town, North Carolina",37,06080
4472,104,"Boardman town, North Carolina",37,06660
4473,864,"Biscoe town, North Carolina",37,06000
4474,7064,"Black Mountain town, North Carolina",37,06140
4475,1281,"Bladenboro town, North Carolina",37,06240
4476,1199,"Blowing Rock town, North Carolina",37,06500
4477,17,"Blue Clay Farms CDP, North Carolina",37,06510
4478,258,"Hope city, North Dakota",38,38860
4479,2359,"Horace city, North Dakota",38,38900
4480,255,"Hunter city, North Dakota",38,39460
4481,84,"Hurdsfield city, North Dakota",38,39580
4482,45,"Inkster city, North Dakota",38,39980
4483,14599,"Jamestown city, North Dakota",38,40580
4484,21,"Jessie CDP, North Dakota",38,40740
4485,70,"Jud city, North Dakota",38,41180
4486,163,"Kensal city, North Dakota",38,42180
4487,82,"Karlsruhe city, North Dakota",38,41380
4488,52,"Kathryn city, North Dakota",38,41500
4489,200,"Crawfordville city, Georgia",13,20316
