,H002001,H002002,NAME,state,place
8789,89,0,"Woodburn city, Iowa",19,86880
8790,78,0,"Wiota city, Iowa",19,86610
8791,122,0,"Woden city, Iowa",19,86700
8792,679,0,"Woodbine city, Iowa",19,86835
8793,503,0,"Woodward city, Iowa",19,86970
8794,100,0,"Woolstock city, Iowa",19,87015
8795,162,0,"Worthington city, Iowa",19,87060
8796,283,0,"Wyoming city, Iowa",19,87240
8797,129,0,"Yale city, Iowa",19,87285
8798,20,0,"Yetter city, Iowa",19,87375
8799,47,0,"Abbyville city, Kansas",20,00100
8800,37,0,"Yorktown city, Iowa",19,87420
8801,245,0,"Zearing city, Iowa",19,87555
8802,49,0,"Zwingle city, Iowa",19,87690
8803,301,0,"Andale city, Kansas",20,01775
8804,168,0,"Arcadia city, Kansas",20,02175
8805,3143,3122,"Abilene city, Kansas",20,00125
8806,4233,3975,"Andover city, Kansas",20,01800
8807,59,0,"Ada CDP, Kansas",20,00225
8808,70,0,"Admire city, Kansas",20,00325
8809,211,0,"Alta Vista city, Kansas",20,01575
8810,68,0,"Alton city, Kansas",20,01600
8811,91,0,"Allen city, Kansas",20,01275
8812,381,0,"Alma city, Kansas",20,01350
8813,386,0,"Americus city, Kansas",20,01675
8814,1217,0,"Anthony city, Kansas",20,01975
8815,284,198,"Hanson city, Kentucky",21,34390
8816,848,818,"Harlan city, Kentucky",21,34732
8817,285,0,"Hardin city, Kentucky",21,34534
8818,1119,0,"Hardinsburg city, Kentucky",21,34552
8819,72,0,"Hardyville CDP, Kentucky",21,34660
8820,3931,3790,"Harrodsburg city, Kentucky",21,34966
8821,1148,1035,"Hartford city, Kentucky",21,35020
8822,431,395,"Hawesville city, Kentucky",21,35200
8823,3542,3477,"Pecos city, Texas",48,56516
8824,5908,5905,"Pecan Grove CDP, Texas",48,56482
8825,246,153,"Pecan Hill city, Texas",48,56485
8826,2466,2328,"Pecan Plantation CDP, Texas",48,56498
8827,644,644,"Pelican Bay city, Texas",48,56640
8828,30,30,"Pena CDP, Texas",48,56644
8829,100,0,"Penelope town, Texas",48,56672
8830,1210,1180,"Penitas city, Texas",48,56696
8831,2689,2689,"Perezville CDP, Texas",48,56804
8832,179,0,"Perrin CDP, Texas",48,56864
8833,3428,3386,"Perryton city, Texas",48,56912
8834,48,0,"Petronila city, Texas",48,57056
8835,506,0,"Petersburg city, Texas",48,56996
8836,16418,16059,"Pflugerville city, Texas",48,57176
8837,338,0,"Petrolia city, Texas",48,57044
8838,234,0,"Pettus CDP, Texas",48,57116
8839,22796,22746,"Pharr city, Texas",48,57200
8840,1451,1316,"Pilot Point city, Texas",48,57476
8841,217,100,"Pine Forest city, Texas",48,57524
8842,546,0,"Pine Harbor CDP, Texas",48,57566
8843,1685,1496,"Pinehurst CDP, Texas",48,57596
8844,621,0,"Pinewood Estates CDP, Texas",48,57752
8845,1023,1023,"Pinehurst city, Texas",48,57608
8846,405,142,"Pine Island town, Texas",48,57615
8847,392,0,"Pineland city, Texas",48,57644
8848,1124,1124,"Piney Point Village city, Texas",48,57800
8849,1806,1781,"Pittsburg city, Texas",48,57908
8850,261,0,"Placedo CDP, Texas",48,57932
8851,588,0,"Plains town, Texas",48,57968
8852,8536,8387,"Plainview city, Texas",48,57980
8853,149,0,"Benson CDP, Vermont",50,05125
8854,298,0,"Bethel CDP, Vermont",50,05725
8855,348,0,"Bradford CDP, Vermont",50,07225
8856,16897,16897,"Burlington city, Vermont",50,10675
8857,790,0,"Brandon CDP, Vermont",50,07675
8858,3748,3602,"Brattleboro CDP, Vermont",50,07975
8859,912,0,"Bristol CDP, Vermont",50,08950
8860,115,0,"Cabot village, Vermont",50,11050
8861,115,0,"Cambridge village, Vermont",50,11425
8862,232,0,"Canaan CDP, Vermont",50,11725
8863,262,166,"Castleton CDP, Vermont",50,11875
8864,115,0,"Cavendish CDP, Vermont",50,12175
8865,570,0,"Chester CDP, Vermont",50,13600
8866,119,0,"Concord CDP, Vermont",50,15175
8867,57,0,"Coventry CDP, Vermont",50,16075
8868,360,0,"Derby Line village, Vermont",50,17500
8869,356,267,"East Barre CDP, Vermont",50,19075
8870,201,0,"Danville CDP, Vermont",50,17050
8871,295,0,"Derby Center village, Vermont",50,17425
8872,224,0,"Dorset CDP, Vermont",50,17650
8873,86,0,"East Burke CDP, Vermont",50,19600
8874,199,0,"East Middlebury CDP, Vermont",50,21700
8875,39,0,"East Montpelier CDP, Vermont",50,21850
8876,637,0,"Enosburg Falls village, Vermont",50,24025
8877,4009,4009,"Essex Junction village, Vermont",50,24400
8878,1077,916,"Fair Haven CDP, Vermont",50,25450
8879,96,0,"Fairlee CDP, Vermont",50,25600
8880,126,0,"Glover CDP, Vermont",50,28000
8881,196,0,"Groton CDP, Vermont",50,30475
8882,369,292,"Graniteville CDP, Vermont",50,29425
8883,339,0,"Greensboro CDP, Vermont",50,30100
8884,103,0,"Greensboro Bend CDP, Vermont",50,30325
8885,676,0,"Hardwick CDP, Vermont",50,31750
8886,174,0,"Hartland CDP, Vermont",50,32350
8887,313,0,"Hinesburg CDP, Vermont",50,33550
8888,216,0,"Hyde Park village, Vermont",50,34975
8889,82,0,"Irasburg CDP, Vermont",50,35500
8890,539,0,"Island Pond CDP, Vermont",50,35725
8891,27,0,"Leonidas city, Minnesota",27,36530
8892,1782,1656,"Le Sueur city, Minnesota",27,36746
8893,115,0,"Leota CDP, Minnesota",27,36548
8894,488,0,"Le Roy city, Minnesota",27,36620
8895,704,0,"Lester Prairie city, Minnesota",27,36728
8896,634,0,"Lewiston city, Minnesota",27,36800
8897,116,0,"Lewisville city, Minnesota",27,36818
8898,861,861,"Lexington city, Minnesota",27,36836
8899,444,444,"Lilydale city, Minnesota",27,37016
8900,1943,1836,"Lindstrom city, Minnesota",27,37304
8901,6323,5817,"Lino Lakes city, Minnesota",27,37322
8902,4689,4689,"Little Canada city, Minnesota",27,37502
8903,107,0,"Lismore city, Minnesota",27,37412
8904,2930,2877,"Litchfield city, Minnesota",27,37448
8905,432,0,"Little Rock CDP, Minnesota",27,37656
8906,3867,3759,"Little Falls city, Minnesota",27,37556
8907,296,0,"Littlefork city, Minnesota",27,37592
8908,269,0,"Long Beach city, Minnesota",27,37970
8909,765,765,"Long Lake city, Minnesota",27,38006
8910,1391,1342,"Long Prairie city, Minnesota",27,38060
8911,164,0,"Longville city, Minnesota",27,38114
8912,141,0,"Lowry city, Minnesota",27,38366
8913,1370,1294,"Lonsdale city, Minnesota",27,38150
8914,278,0,"Loretto city, Minnesota",27,38222
8915,30,0,"Louisburg city, Minnesota",27,38258
8916,110,0,"Lucan city, Minnesota",27,38420
8917,189,0,"Camden Point city, Missouri",29,10792
8918,1591,1390,"Camdenton city, Missouri",29,10810
8919,954,0,"Canton city, Missouri",29,11134
8920,2951,2844,"Cameron city, Missouri",29,10828
8921,903,0,"Campbell city, Missouri",29,10864
8922,121,0,"Canalou city, Missouri",29,11026
8923,16760,16504,"Cape Girardeau city, Missouri",29,11242
8924,386,0,"Cardwell city, Missouri",29,11350
8925,2769,2699,"Carl Junction city, Missouri",29,11368
8926,1886,1651,"Carrollton city, Missouri",29,11566
8927,800,745,"Carterville city, Missouri",29,11638
8928,1402,1291,"Cassville city, Missouri",29,11890
8929,5753,5690,"Carthage city, Missouri",29,11656
8930,2727,2536,"Caruthersville city, Missouri",29,11692
8931,109,0,"Carytown city, Missouri",29,11728
8932,1544,1544,"Castle Point CDP, Missouri",29,11908
8933,270,0,"Center city, Missouri",29,12592
8934,79,0,"Brandsville city, Missouri",29,07948
8935,107,0,"Bronaugh city, Missouri",29,08614
8936,266,0,"Burlington Junction city, Missouri",29,09838
8937,32,0,"Catron town, Missouri",29,12052
8938,6,0,"Cave town, Missouri",29,12079
8939,692,642,"Cedar Hill CDP, Missouri",29,12358
8940,120,0,"Cedar Hill Lakes village, Missouri",29,12376
8941,1336,1293,"Chaffee city, Missouri",29,12988
8942,114,0,"Centerview city, Missouri",29,12682
8943,99,0,"Centerville city, Missouri",29,12718
8944,1755,1669,"Centralia city, Missouri",29,12898
8945,39,0,"Chain of Rocks village, Missouri",29,13006
8946,84,0,"Chain-O-Lakes village, Missouri",29,13015
8947,230,0,"Chamois city, Missouri",29,13060
8948,6,6,"Champ village, Missouri",29,13078
8949,616,616,"Charlack city, Missouri",29,13330
8950,20393,20268,"Chesterfield city, Missouri",29,13600
8951,1883,1840,"Charleston city, Missouri",29,13366
8952,122,0,"Cherokee Pass CDP, Missouri",29,13474
8953,23,0,"Chesapeake CDP, Missouri",29,13582
8954,163,0,"Chilhowee town, Missouri",29,13654
8955,4108,4107,"Chillicothe city, Missouri",29,13690
8956,91,0,"Chula city, Missouri",29,13852
8957,439,0,"Clarence city, Missouri",29,13978
8958,149,0,"Bakerhill town, Alabama",01,03724
8959,306,62,"Axis CDP, Alabama",01,03508
8960,285,0,"Babbie town, Alabama",01,03556
8961,293,0,"Baileyton town, Alabama",01,03676
8962,669,0,"Ballplay CDP, Alabama",01,03820
8963,3101,2838,"Bay Minette city, Alabama",01,04660
8964,990,801,"Bayou La Batre city, Alabama",01,04684
8965,167,0,"Beatrice town, Alabama",01,04900
8966,116,0,"Beaverton town, Alabama",01,04948
8967,20,0,"Benton town, Alabama",01,05692
8968,106,0,"Belk town, Alabama",01,05164
8969,286,0,"Bellamy CDP, Alabama",01,05188
8970,278,0,"Belle Fontaine CDP, Alabama",01,05212
8971,596,0,"Berry town, Alabama",01,05932
8972,12369,11663,"Bessemer city, Alabama",01,05980
8973,74,0,"Billingsley town, Alabama",01,06460
8974,108981,107823,"Birmingham city, Alabama",01,07000
8975,101,0,"Black town, Alabama",01,07120
8976,791,0,"Blountsville town, Alabama",01,07456
8977,36,0,"Twin Hills CDP, Alaska",02,79780
8978,348,0,"Two Rivers CDP, Alaska",02,79830
8979,144,0,"Tyonek CDP, Alaska",02,79890
8980,38,0,"Ugashik CDP, Alaska",02,80100
8981,268,0,"Unalakleet city, Alaska",02,80660
8982,1106,0,"Unalaska city, Alaska",02,80770
8983,74,0,"Upper Kalskag city, Alaska",02,81320
8984,1763,0,"Valdez city, Alaska",02,82200
8985,85,0,"Venetie CDP, Alaska",02,82420
8986,3277,2944,"Wasilla city, Alaska",02,83080
8987,581,181,"Blue Ridge CDP, Alabama",01,07588
8988,53,0,"Blue Springs town, Alabama",01,07672
8989,4036,3563,"Boaz city, Alabama",01,07912
8990,179,0,"Wainwright city, Alaska",02,82750
8991,51,0,"Wales city, Alaska",02,82860
8992,61,0,"Whale Pass CDP, Alaska",02,84000
8993,79,0,"White Mountain city, Alaska",02,84070
8994,26,0,"Whitestone CDP, Alaska",02,84120
8995,18,0,"Whitestone Logging Camp CDP, Alaska",02,84200
8996,280,0,"Whittier city, Alaska",02,84510
8997,1912,0,"Willow CDP, Alaska",02,85280
8998,152,0,"Willow Creek CDP, Alaska",02,85290
8999,383,0,"Yakutat CDP, Alaska",02,86490
9000,25,0,"Wiseman CDP, Alaska",02,85610
9001,298,0,"Womens Bay CDP, Alaska",02,85680
9002,1428,0,"Wrangell city and borough, Alaska",02,86380
9003,304,0,"Aguila CDP, Arizona",04,00730
9004,2175,2006,"Ajo CDP, Arizona",04,00870
9005,31,0,"Alamo Lake CDP, Arizona",04,01170
9006,388,0,"Arivaca Junction CDP, Arizona",04,03380
9007,205,0,"Alpine CDP, Arizona",04,01920
9008,43,0,"Anegam CDP, Arizona",04,02270
9009,492,0,"Arivaca CDP, Arizona",04,03320
9010,531,531,"Arizona Village CDP, Arizona",04,03915
9011,11,0,"Ak Chin CDP, Arizona",04,00940
9012,60,0,"Ali Chuk CDP, Arizona",04,01560
9013,55,0,"Ali Chukson CDP, Arizona",04,01570
9014,30,0,"Ali Molina CDP, Arizona",04,01620
9015,256,141,"Ak-Chin Village CDP, Arizona",04,01090
9016,5064,4993,"Arizona City CDP, Arizona",04,03530
9017,207,0,"Amado CDP, Arizona",04,01990
9018,95,0,"Antares CDP, Arizona",04,02410
9019,8801,8801,"Anthem CDP, Arizona",04,02430
9020,22564,22507,"Apache Junction city, Arizona",04,02830
9021,99,0,"Arlington CDP, Arizona",04,04020
9022,218,0,"Ash Fork CDP, Arizona",04,04440
9023,1968,1968,"Avenue B and C CDP, Arizona",04,04710
9024,1202,0,"Beaver Dam CDP, Arizona",04,05490
9025,27001,26948,"Avondale city, Arizona",04,04720
9026,2487,1565,"Avra Valley CDP, Arizona",04,04880
9027,3371062,3371021,"New York city, New York",36,51000
9028,1865,1865,"New York Mills village, New York",36,51011
9029,233,0,"Nichols village, New York",36,51110
9030,1998,1998,"Niskayuna CDP, New York",36,51275
9031,646,177,"Nissequogue village, New York",36,51286
9032,887,725,"Niverville CDP, New York",36,51297
9033,610,0,"Norfolk CDP, New York",36,51319
9034,5636,5636,"North Amityville CDP, New York",36,51396
9035,4627,4627,"North Bay Shore CDP, New York",36,51495
9036,239,207,"Northampton CDP, New York",36,51418
9037,6378,6378,"North Babylon CDP, New York",36,51440
9038,563,563,"North Ballston Spa CDP, New York",36,51467
9039,6818,6818,"North Bellmore CDP, New York",36,51517
9040,3652,3652,"North Bellport CDP, New York",36,51528
9041,1118,922,"North Boston CDP, New York",36,51583
9042,547,0,"North Collins village, New York",36,51792
9043,449,0,"North Creek CDP, New York",36,51847
9044,1137,1137,"Northeast Ithaca CDP, New York",36,51915
9045,4467,4467,"North Gates CDP, New York",36,52040
9046,335,335,"North Hornell village, New York",36,53055
9047,1367,1367,"North Great River CDP, New York",36,52078
9048,739,242,"North Haven village, New York",36,52188
9049,2438,2438,"North Hills village, New York",36,53022
9050,3898,3898,"North Lindenhurst CDP, New York",36,53198
9051,231,231,"North Lynbrook CDP, New York",36,53231
9052,6212,6212,"North Massapequa CDP, New York",36,53253
9053,4125,4125,"North Merrick CDP, New York",36,53264
9054,5016,5016,"North New Hyde Park CDP, New York",36,53275
9055,2432,2432,"North Patchogue CDP, New York",36,53319
9056,303,0,"Marshallberg CDP, North Carolina",37,41600
9057,619,511,"Mars Hill town, North Carolina",37,41620
9058,926,920,"Marshville town, North Carolina",37,41640
9059,1625,1560,"Marvin village, North Carolina",37,41720
9060,11021,11021,"Matthews town, North Carolina",37,41960
9061,243,0,"Maury CDP, North Carolina",37,42000
9062,5045,5009,"Mebane city, North Carolina",37,42240
9063,3066,3066,"Northport village, New York",36,53396
9064,1117,1055,"Maxton town, North Carolina",37,42020
9065,1330,1249,"Mayodan town, North Carolina",37,42060
9066,489,0,"Maysville town, North Carolina",37,42100
9067,130,0,"Mesic town, North Carolina",37,42480
9068,212,0,"Micro town, North Carolina",37,42620
9069,56,0,"Middleburg town, North Carolina",37,42640
9070,417,0,"Middlesex town, North Carolina",37,42700
9071,1283,0,"Midland town, North Carolina",37,42760
9072,1963,1597,"Midway town, North Carolina",37,42860
9073,108,0,"Milton town, North Carolina",37,43300
9074,1002,327,"Millers Creek CDP, North Carolina",37,43160
9075,256,0,"Millingport CDP, North Carolina",37,43200
9076,3108,1391,"Mills River town, North Carolina",37,43260
9077,1028,317,"Mineral Springs town, North Carolina",37,43360
9078,340,0,"Minnesott Beach town, North Carolina",37,43440
9079,9149,9143,"Mint Hill town, North Carolina",37,43480
9080,371,0,"Moncure CDP, North Carolina",37,43880
9081,133,0,"Misenheimer village, North Carolina",37,43580
9082,2218,2146,"Mocksville town, North Carolina",37,43720
9083,111,0,"Momeyer town, North Carolina",37,43860
9084,13655,13631,"Mooresville town, North Carolina",37,44220
9085,12375,11897,"Monroe city, North Carolina",37,43920
9086,666,307,"Montreat town, North Carolina",37,44100
9087,153,0,"Mooresboro town, North Carolina",37,44160
9088,862,478,"Moravian Falls CDP, North Carolina",37,44280
9089,5383,5357,"Morehead City town, North Carolina",37,44320
9090,832,824,"Moore Haven city, Florida",12,46550
9091,73,0,"Morriston CDP, Florida",12,46725
9092,6942,6919,"Mount Dora city, Florida",12,47050
9093,1689,1656,"Mount Plymouth CDP, Florida",12,47125
9094,121,0,"Mulat CDP, Florida",12,47175
9095,1914,1885,"Mulberry city, Florida",12,47200
9096,162,0,"Munson CDP, Florida",12,47300
9097,6955,6955,"Myrtle Grove CDP, Florida",12,47550
9098,17753,17723,"Naples city, Florida",12,47625
9099,1430,1430,"Naples Manor CDP, Florida",12,47650
9100,12746,12746,"Navarre CDP, Florida",12,48050
9101,3299,3299,"Naples Park CDP, Florida",12,47675
9102,2923,2923,"Naranja CDP, Florida",12,47700
9103,2069,1332,"Nassau Village-Ratliff CDP, Florida",12,47787
9104,1856,1856,"Navarre Beach CDP, Florida",12,48055
9105,3493,3493,"Neptune Beach city, Florida",12,48100
9106,2068,0,"Newberry city, Florida",12,48200
9107,8693,8693,"New Port Richey city, Florida",12,48500
9108,5235,5235,"New Port Richey East CDP, Florida",12,48525
9109,16847,16167,"New Smyrna Beach city, Florida",12,48625
9110,1833,1833,"Nokomis CDP, Florida",12,48875
9111,5695,5695,"Niceville city, Florida",12,48750
9112,207,0,"Nobleton CDP, Florida",12,48825
9113,1705,27,"Nocatee CDP, Florida",12,48850
9114,96,0,"Noma town, Florida",12,48900
9115,4572,4572,"North Bay Village city, Florida",12,49225
9116,1635,1359,"North Brooksville CDP, Florida",12,49237
9117,9120,9120,"Northdale CDP, Florida",12,49260
9118,630,630,"North DeLand CDP, Florida",12,49275
9119,224,0,"Sautee Nacoochee CDP, Georgia",13,68880
9120,61883,61402,"Savannah city, Georgia",13,69000
9121,183,0,"Scotland city, Georgia",13,69336
9122,4768,4768,"Scottdale CDP, Georgia",13,69392
9123,100,0,"Shady Dale town, Georgia",13,69784
9124,346,0,"Screven city, Georgia",13,69448
9125,1289,1096,"Senoia city, Georgia",13,69672
9126,97,0,"Seville CDP, Georgia",13,69728
9127,903,0,"Shannon CDP, Georgia",13,69868
9128,73,0,"Sharon city, Georgia",13,69896
9129,143,118,"Sharpsburg town, Georgia",13,69980
9130,498,0,"Shellman city, Georgia",13,70120
9131,202,0,"Shiloh city, Georgia",13,70428
9132,139,0,"Siloam town, Georgia",13,70932
9133,4353,3124,"Skidaway Island CDP, Georgia",13,71184
9134,7069,7069,"Snellville city, Georgia",13,71604
9135,917,0,"Sky Valley city, Georgia",13,71282
9136,237,0,"Smithville city, Georgia",13,71464
9137,25745,25745,"Smyrna city, Georgia",13,71492
9138,1737,1380,"Social Circle city, Georgia",13,71660
9139,1261,1125,"Soperton city, Georgia",13,71772
9140,797,663,"Sparks town, Georgia",13,72556
9141,698,655,"Sparta city, Georgia",13,72584
9142,920,833,"Springfield city, Georgia",13,72780
9143,197,0,"Stapleton city, Georgia",13,73004
9144,215,0,"Stillmore city, Georgia",13,73620
9145,388,0,"Statenville CDP, Georgia",13,73200
9146,11602,11534,"Statesboro city, Georgia",13,73256
9147,924,814,"Statham city, Georgia",13,73312
9148,10312,10312,"Stockbridge city, Georgia",13,73704
9149,2587,2587,"Stone Mountain city, Georgia",13,73816
9150,6497,6497,"Sugar Hill city, Georgia",13,74180
9151,67,0,"Summertown city, Georgia",13,74348
9152,2159,2109,"Summerville city, Georgia",13,74376
9153,161,0,"Sumner town, Georgia",13,74432
9154,113,0,"Surrency town, Georgia",13,74852
9155,64,55,"Sunny Side city, Georgia",13,74572
9156,600,600,"Sunnyside CDP, Georgia",13,74628
9157,652,652,"Hughestown borough, Pennsylvania",42,36152
9158,1008,1008,"Hughesville borough, Pennsylvania",42,36160
9159,392,392,"Hulmeville borough, Pennsylvania",42,36192
9160,2050,2050,"Hummelstown borough, Pennsylvania",42,36232
9161,657,657,"Hummels Wharf CDP, Pennsylvania",42,36240
9162,2911,2780,"Huntingdon borough, Pennsylvania",42,36368
9163,134,129,"Hunker borough, Pennsylvania",42,36288
9164,227,0,"Hunterstown CDP, Pennsylvania",42,36352
9165,657,615,"Hyde CDP, Pennsylvania",42,36568
9166,1098,1098,"Hyde Park CDP, Pennsylvania",42,36576
9167,237,237,"Hyde Park borough, Pennsylvania",42,36592
9168,259,0,"Hydetown borough, Pennsylvania",42,36616
9169,413,0,"Hyndman borough, Pennsylvania",42,36640
9170,78,0,"Idaville CDP, Pennsylvania",42,36712
9171,1198,1039,"Imperial CDP, Pennsylvania",42,36768
9172,4909,4909,"Indiana borough, Pennsylvania",42,36816
9173,1623,1623,"Ingram borough, Pennsylvania",42,37000
9174,599,0,"Indian Lake borough, Pennsylvania",42,36888
9175,2601,2415,"Indian Mountain Lake CDP, Pennsylvania",42,36904
9176,812,326,"Industry borough, Pennsylvania",42,36944
9177,899,899,"Inkerman CDP, Pennsylvania",42,37008
9178,494,319,"Intercourse CDP, Pennsylvania",42,37016
9179,70,0,"Iola CDP, Pennsylvania",42,37024
9180,262,0,"Irvona borough, Pennsylvania",42,37192
9181,2222,2222,"Irwin borough, Pennsylvania",42,37208
9182,338,338,"Ivyland borough, Pennsylvania",42,37304
9183,87,0,"Jackson Center borough, Pennsylvania",42,37496
9184,678,634,"Jacobus borough, Pennsylvania",42,37640
9185,39,0,"Jacksonville CDP (Centre County), Pennsylvania",42,37545
9186,321,0,"Jacksonville CDP (Indiana County), Pennsylvania",42,37552
9187,1204,1204,"Jacksonwald CDP, Pennsylvania",42,37584
9188,134,0,"James City CDP, Pennsylvania",42,37656
9189,307,0,"Jamestown borough, Pennsylvania",42,37696
9190,133,0,"Jamison City CDP, Pennsylvania",42,37728
9191,4937,4937,"Jeannette city, Pennsylvania",42,37784
9192,47,25,"Jeddo borough, Pennsylvania",42,37792
9193,141,0,"Jefferson borough (Greene County), Pennsylvania",42,37880
9194,306,0,"Jefferson borough (York County), Pennsylvania",42,37944
9195,1017,1017,"Jermyn borough, Pennsylvania",42,38096
9196,4537,4230,"Jefferson Hills borough, Pennsylvania",42,37955
9197,2128,2128,"Jenkintown borough, Pennsylvania",42,38000
9198,346,0,"Jennerstown borough, Pennsylvania",42,38048
9199,454,0,"Jerome CDP, Pennsylvania",42,38104
9200,1819,1819,"Jersey Shore borough, Pennsylvania",42,38128
9201,73,0,"Jerseytown CDP, Pennsylvania",42,38152
9202,109,0,"Utica borough, Pennsylvania",42,79472
9203,293,293,"Valencia borough, Pennsylvania",42,79504
9204,1359,1359,"Valley Green CDP, Pennsylvania",42,79640
9205,219,218,"Vanderbilt borough, Pennsylvania",42,79768
9206,30,0,"Valley-Hi borough, Pennsylvania",42,79644
9207,798,0,"Valley View CDP (Schuylkill County), Pennsylvania",42,79680
9208,1232,1232,"Valley View CDP (York County), Pennsylvania",42,79682
9209,2723,2723,"Vandergrift borough, Pennsylvania",42,79776
9210,340,315,"Vandling borough, Pennsylvania",42,79792
9211,86,0,"Van Voorhis CDP, Pennsylvania",42,79872
9212,107,0,"Venango borough, Pennsylvania",42,79912
9213,1254,1254,"Verona borough, Pennsylvania",42,80032
9214,866,866,"Versailles borough, Pennsylvania",42,80040
9215,614,281,"Vinco CDP, Pennsylvania",42,80264
9216,92,33,"Vicksburg CDP, Pennsylvania",42,80144
9217,3105,3105,"Village Green-Green Ridge CDP, Pennsylvania",42,80218
9218,1519,1261,"Frontenac city, Kansas",20,24850
9219,84,0,"Fulton city, Kansas",20,24925
9220,29,0,"Galatia city, Kansas",20,25050
9221,65,0,"Galesburg city, Kansas",20,25150
9222,369,0,"Galva city, Kansas",20,25200
9223,9656,9643,"Garden City city, Kansas",20,25325
9224,320,0,"Garden Plain city, Kansas",20,25375
9225,7300,7245,"Gardner city, Kansas",20,25425
9226,102,0,"Garfield city, Kansas",20,25750
9227,43,0,"Gem city, Kansas",20,26050
9228,1591,1547,"Garnett city, Kansas",20,25925
9229,246,0,"Gas city, Kansas",20,25975
9230,91,0,"Gaylord city, Kansas",20,26000
9231,169,0,"Geneseo city, Kansas",20,26075
9232,88,0,"Geuda Springs city, Kansas",20,26200
9233,1228,1163,"Girard city, Kansas",20,26300
9234,56,0,"Glade city, Kansas",20,26325
9235,281,0,"Glasco city, Kansas",20,26375
9236,250,0,"Glen Elder city, Kansas",20,26500
9237,2395,2364,"Goodland city, Kansas",20,26875
9238,1542,1540,"Goddard city, Kansas",20,26725
9239,231,0,"Goessel city, Kansas",20,26750
9240,62,0,"Goff city, Kansas",20,26775
9241,7113,7087,"Great Bend city, Kansas",20,28300
9242,1154,1075,"Ellsworth city, Kansas",20,20500
9243,120,0,"Ford city, Kansas",20,23725
9244,171,0,"Gorham city, Kansas",20,27000
9245,56,0,"Gove City city, Kansas",20,27125
9246,162,0,"Grainfield city, Kansas",20,27200
9247,788,774,"Grandview Plaza city, Kansas",20,27425
9248,80,63,"Grantville CDP, Kansas",20,28200
9249,431,0,"Greensburg city, Kansas",20,28675
9250,152,0,"Greeley city, Kansas",20,28350
9251,68,0,"Green city, Kansas",20,28425
9252,199,0,"Greenleaf city, Kansas",20,28625
9253,128,0,"Grenola city, Kansas",20,28800
9254,174,0,"Gridley city, Kansas",20,28850
9255,156,0,"Grinnell city, Kansas",20,28900
9256,187,0,"Gypsum city, Kansas",20,29250
9257,482,469,"Silver Grove city, Kentucky",21,70644
9258,996,0,"Simpsonville city, Kentucky",21,70752
9259,100,0,"Slaughters city, Kentucky",21,71130
9260,51,0,"Smithfield city, Kentucky",21,71364
9261,168,0,"Smithland city, Kentucky",21,71382
9262,320,0,"Smiths Grove city, Kentucky",21,71454
9263,5491,5450,"Somerset city, Kentucky",21,71688
9264,227,0,"Sonora city, Kentucky",21,71724
9265,582,562,"South Shore city, Kentucky",21,72210
9266,86,0,"South Carrollton city, Kentucky",21,71814
9267,1866,1866,"Southgate city, Kentucky",21,71976
9268,5,0,"South Park View city, Kentucky",21,72138
9269,410,153,"South Wallins CDP, Kentucky",21,72255
9270,309,128,"South Williamson CDP, Kentucky",21,72264
9271,108,0,"Sparta city, Kentucky",21,72372
9272,137,0,"Spottsville CDP, Kentucky",21,72570
9273,1251,0,"Springfield city, Kentucky",21,72660
9274,110,110,"Spring Mill city, Kentucky",21,72770
9275,241,241,"Spring Valley city, Kentucky",21,72790
9276,733,0,"Stearns CDP, Kentucky",21,73362
9277,295,0,"Stamping Ground city, Kentucky",21,73038
9278,1543,1506,"Stanford city, Kentucky",21,73110
9279,1196,1191,"Stanton city, Kentucky",21,73164
9280,141,141,"Strathmoor Manor city, Kentucky",21,74064
9281,288,288,"Strathmoor Village city, Kentucky",21,74082
9282,942,0,"Sturgis city, Kentucky",21,74316
9283,144,0,"Summer Shade CDP, Kentucky",21,74586
9284,246,0,"Summersville CDP, Kentucky",21,74604
9285,90,90,"Sycamore city, Kentucky",21,75190
9286,178,178,"Seco Mines CDP, Texas",48,66536
9287,9714,8802,"Seguin city, Texas",48,66644
9288,2506,2501,"Seminole city, Texas",48,66764
9289,5587,5587,"Cherry Hill CDP, Virginia",51,15176
9290,2004,1974,"Clifton Forge town, Virginia",51,17440
9291,197,0,"Clinchco town, Virginia",51,17504
9292,38,0,"Clinchport town, Virginia",51,17536
9293,710,0,"Clintwood town, Virginia",51,17552
9294,1336,1308,"Cloverdale CDP, Virginia",51,17680
9295,387,0,"Cluster Springs CDP, Virginia",51,17776
9296,962,908,"Coeburn town, Virginia",51,17952
9297,3765,3650,"Collinsville CDP, Virginia",51,18352
9298,2382,2381,"Colonial Beach town, Virginia",51,18400
9299,7831,7831,"Colonial Heights city, Virginia",51,18448
9300,1137,1137,"County Center CDP, Virginia",51,19571
9301,30,0,"Columbia town, Virginia",51,18624
9302,619,0,"Concord CDP, Virginia",51,18880
9303,3698,3698,"Countryside CDP, Virginia",51,19560
9304,520,0,"Courtland town, Virginia",51,19600
9305,3067,3067,"Covington city, Virginia",51,19728
9306,450,0,"Craigsville town, Virginia",51,19904
9307,1078,1051,"Crewe town, Virginia",51,20160
9308,920,0,"Crimora CDP, Virginia",51,20240
9309,1806,1806,"Crosspointe CDP, Virginia",51,20436
9310,2229,2135,"Crozet CDP, Virginia",51,20560
