,H011001,H011004,NAME,state,place
5669,551,150,"Schenevus CDP, New York",36,65519
5670,609,101,"Scio CDP, New York",36,65761
5671,868,308,"Schoharie village, New York",36,65585
5672,833,296,"Schroon Lake CDP, New York",36,65640
5673,1367,554,"Schuylerville village, New York",36,65750
5674,9173,3065,"Scotchtown CDP, New York",36,65882
5675,7717,1951,"Scotia village, New York",36,65893
5676,117,11,"Scottsburg CDP, New York",36,65926
5677,705,96,"Scotts Corners CDP, New York",36,65948
5678,1984,450,"Scottsville village, New York",36,65959
5679,4900,957,"Sea Cliff village, New York",36,66047
5680,15240,1266,"Seaford CDP, New York",36,66058
5681,2011,270,"Seneca Knolls CDP, New York",36,66366
5682,4915,144,"Searingtown CDP, New York",36,66102
5683,19823,3490,"Selden CDP, New York",36,66212
5684,6619,2167,"Seneca Falls village, New York",36,66322
5685,15431,1211,"Setauket-East Setauket CDP, New York",36,66481
5686,541,204,"Sharon Springs village, New York",36,66663
5687,1333,312,"Shelter Island CDP, New York",36,66828
5688,1048,207,"Shelter Island Heights CDP, New York",36,66850
5689,39979,18336,"Norwich city, Connecticut",09,56200
5690,6600,1140,"Old Greenwich CDP, Connecticut",09,56900
5691,3546,485,"Old Mystic CDP, Connecticut",09,57180
5692,2000,425,"Old Saybrook Center CDP, Connecticut",09,57390
5693,13886,1185,"Orange CDP, Connecticut",09,57670
5694,3149,896,"Oxoboxo River CDP, Connecticut",09,58520
5695,5624,2164,"Pawcatuck CDP, Connecticut",09,59140
5696,6982,3344,"Putnam CDP, Connecticut",09,62640
5697,3680,1352,"Pemberwick CDP, Connecticut",09,59210
5698,1727,1058,"Poquonock Bridge CDP, Connecticut",09,61730
5699,5733,1234,"Portland CDP, Connecticut",09,61870
5700,1117,689,"Schall Circle CDP, Florida",12,64547
5701,7547,1713,"Seffner CDP, Florida",12,64925
5702,670,39,"Sea Ranch Lakes village, Florida",12,64725
5703,21914,4248,"Sebastian city, Florida",12,64825
5704,9623,4445,"Sebring city, Florida",12,64875
5705,16826,3771,"Seminole city, Florida",12,64975
5706,2621,864,"Seminole Manor CDP, Florida",12,65100
5707,614,162,"Seville CDP, Florida",12,65200
5708,1996,125,"Sewall's Point town, Florida",12,65225
5709,11508,1863,"Shady Hills CDP, Florida",12,65385
5710,717,114,"Shalimar town, Florida",12,65425
5711,6531,2518,"Silver Springs Shores CDP, Florida",12,66175
5712,3411,927,"Sharpes CDP, Florida",12,65525
5713,6565,1014,"Siesta Key CDP, Florida",12,66000
5714,1879,391,"Silver Lake CDP, Florida",12,66062
5715,6152,2098,"Sky Lake CDP, Florida",12,66425
5716,1849,619,"Sneads town, Florida",12,66725
5717,742,232,"Solana CDP, Florida",12,66875
5718,457,122,"Sopchoppy city, Florida",12,66925
5719,861,365,"Sorrento CDP, Florida",12,66975
5720,5728,1879,"South Apopka CDP, Florida",12,67163
5721,4004,957,"South Brooksville CDP, Florida",12,67266
5722,3005,1318,"South Bay city, Florida",12,67175
5723,3501,172,"South Beach CDP, Florida",12,67192
5724,22126,11184,"South Bradenton CDP, Florida",12,67258
5725,15921,4577,"Southchase CDP, Florida",12,67270
5726,12194,4523,"South Daytona city, Florida",12,67325
5727,6463,2844,"Southeast Arcadia CDP, Florida",12,67355
5728,7171,2437,"Southgate CDP, Florida",12,67425
5729,5688,1902,"South Gate Ridge CDP, Florida",12,67450
5730,5163,2889,"South Highpoint CDP, Florida",12,67462
5731,4712,1958,"South Pasadena city, Florida",12,67675
5732,11559,4507,"South Miami city, Florida",12,67550
5733,35303,12459,"South Miami Heights CDP, Florida",12,67575
5734,1171,180,"South Palm Beach town, Florida",12,67650
5735,5873,1284,"South Patrick Shores CDP, Florida",12,67725
5736,4950,1408,"South Sarasota CDP, Florida",12,67887
5737,13941,3098,"South Venice CDP, Florida",12,68100
5738,7325,504,"Southwest Ranches town, Florida",12,68135
5739,8750,3871,"Springfield city, Florida",12,68275
5740,97402,22354,"Spring Hill CDP, Florida",12,68350
5741,843,805,"Stacey Street CDP, Florida",12,68487
5742,160,25,"Springhill CDP, Florida",12,68365
5743,458,46,"Spring Lake CDP, Florida",12,68375
5744,398,15,"Spring Ridge CDP, Florida",12,68435
5745,5100,1982,"Starke city, Florida",12,68525
5746,1047,153,"Steinhatchee CDP, Florida",12,68625
5747,3795,2460,"Stock Island CDP, Florida",12,68800
5748,15168,7050,"Stuart city, Florida",12,68875
5749,8287,1005,"Sugarmill Woods CDP, Florida",12,68950
5750,148,30,"Sumatra CDP, Florida",12,69025
5751,18852,2399,"Sun City Center CDP, Florida",12,69250
5752,16304,2989,"Sunset CDP, Florida",12,69812
5753,4384,1964,"Suncoast Estates CDP, Florida",12,69275
5754,264,29,"Allport CDP, Pennsylvania",42,02072
5755,1078,213,"Almedia CDP, Pennsylvania",42,02088
5756,21080,3243,"Allison Park CDP, Pennsylvania",42,02056
5757,478,59,"Alsace Manor CDP, Pennsylvania",42,02128
5758,6252,2481,"Ambler borough, Pennsylvania",42,02264
5759,7030,3581,"Ambridge borough, Pennsylvania",42,02288
5760,3402,507,"Amity Gardens CDP, Pennsylvania",42,02349
5761,6657,636,"Ancient Oaks CDP, Pennsylvania",42,02416
5762,3460,1233,"Annville CDP, Pennsylvania",42,02608
5763,6980,1161,"Archbald borough, Pennsylvania",42,02832
5764,952,304,"Arendtsville borough, Pennsylvania",42,02928
5765,311,26,"Aristes CDP, Pennsylvania",42,02968
5766,6326,1572,"Arlington Heights CDP, Pennsylvania",42,03008
5767,122,27,"Armagh borough, Pennsylvania",42,03032
5768,5054,2333,"Arnold city, Pennsylvania",42,03088
5769,498,286,"Arnold City CDP, Pennsylvania",42,03096
5770,332,26,"Arnot CDP, Pennsylvania",42,03104
5771,370,47,"Arona borough, Pennsylvania",42,03120
5772,2817,837,"Ashland borough, Pennsylvania",42,03264
5773,350,126,"Aspers CDP, Pennsylvania",42,03312
5774,2801,1120,"Aspinwall borough, Pennsylvania",42,03320
5775,1406,342,"Atglen borough, Pennsylvania",42,03384
5776,3242,1112,"Athens borough, Pennsylvania",42,03392
5777,174,8,"Atkinson Mills CDP, Pennsylvania",42,03424
5778,77,9,"Atlantic CDP, Pennsylvania",42,03440
5779,401,76,"Atlasburg CDP, Pennsylvania",42,03472
5780,562,159,"Austin borough, Pennsylvania",42,03576
5781,4626,2061,"Avalon borough, Pennsylvania",42,03608
5782,1480,304,"Avis borough, Pennsylvania",42,03632
5783,1667,312,"Avon CDP, Pennsylvania",42,03648
5784,1265,673,"Avondale borough, Pennsylvania",42,03656
5785,1205,98,"Avonia CDP, Pennsylvania",42,03676
5786,1011,204,"Avonmore borough, Pennsylvania",42,03688
5787,3955,1122,"Baden borough, Pennsylvania",42,03736
5788,1563,121,"Baidland CDP, Pennsylvania",42,03768
5789,441,123,"Mapleton borough, Pennsylvania",42,47248
5790,130,15,"Mapletown CDP, Pennsylvania",42,47264
5791,2397,1124,"Marcus Hook borough, Pennsylvania",42,47344
5792,494,127,"Marianna borough, Pennsylvania",42,47400
5793,953,279,"Marion CDP, Pennsylvania",42,47464
5794,1010,107,"Marianne CDP, Pennsylvania",42,47404
5795,864,273,"Marienville CDP, Pennsylvania",42,47416
5796,2588,704,"Marietta borough, Pennsylvania",42,47424
5797,451,153,"Marion Center borough, Pennsylvania",42,47472
5798,611,48,"Marion Heights borough, Pennsylvania",42,47480
5799,194,35,"Marklesburg borough, Pennsylvania",42,47544
5800,226,81,"Markleysburg borough, Pennsylvania",42,47560
5801,661,111,"Marlin CDP, Pennsylvania",42,47600
5802,1443,510,"Mars borough, Pennsylvania",42,47672
5803,1441,263,"Marshallton CDP, Pennsylvania",42,47736
5804,3342,1114,"Masontown borough, Pennsylvania",42,48000
5805,1815,509,"Martinsburg borough, Pennsylvania",42,47872
5806,631,118,"Martins Creek CDP, Pennsylvania",42,47896
5807,2534,681,"Marysville borough, Pennsylvania",42,47968
5808,685,79,"Masthope CDP, Pennsylvania",42,48032
5809,2469,679,"Matamoras borough, Pennsylvania",42,48048
5810,737,147,"Mather CDP, Pennsylvania",42,48064
5811,276,73,"Mattawana CDP, Pennsylvania",42,48072
5812,1807,347,"Mayfield borough, Pennsylvania",42,48176
5813,3824,612,"Maytown CDP, Pennsylvania",42,48224
5814,822,204,"Meadowlands CDP, Pennsylvania",42,48320
5815,2472,256,"Meadowood CDP, Pennsylvania",42,48336
5816,5154,2692,"Media borough, Pennsylvania",42,48480
5817,11763,6347,"Meadville city, Pennsylvania",42,48360
5818,199,41,"Linden city, Iowa",19,45390
5819,217,30,"Lineville city, Iowa",19,45435
5820,2152,340,"Lisbon city, Iowa",19,45615
5821,301,73,"Liscomb city, Iowa",19,45660
5822,60,5,"Little Cedar CDP, Iowa",19,45705
5823,459,67,"Little Rock city, Iowa",19,45795
5824,170,24,"Little Sioux city, Iowa",19,45840
5825,384,92,"Livermore city, Iowa",19,45975
5826,146,18,"Lone Rock city, Iowa",19,46290
5827,268,83,"Lockridge city, Iowa",19,46065
5828,1480,313,"Logan city, Iowa",19,46155
5829,368,88,"Lohrville city, Iowa",19,46245
5830,1263,252,"Lone Tree city, Iowa",19,46335
5831,808,47,"Long Grove city, Iowa",19,46425
5832,360,120,"Lorimor city, Iowa",19,46515
5833,446,113,"Lost Nation city, Iowa",19,46605
5834,35,9,"Loveland CDP, Iowa",19,46785
5835,538,89,"Lovilia city, Iowa",19,46830
5836,789,192,"Lowden city, Iowa",19,46920
5837,122,5,"Luther city, Iowa",19,47280
5838,288,48,"Low Moor city, Iowa",19,47010
5839,269,50,"Luana city, Iowa",19,47055
5840,216,25,"Lucas city, Iowa",19,47100
5841,261,37,"Lu Verne city, Iowa",19,47370
5842,240,15,"Luxemburg city, Iowa",19,47460
5843,96,15,"Luzerne city, Iowa",19,47505
5844,379,60,"Lynnville city, Iowa",19,47595
5845,315,62,"Lytton city, Iowa",19,47730
5846,246,54,"Macedonia city, Iowa",19,47955
5847,333,63,"McCallsburg city, Iowa",19,47775
5848,291,28,"McCausland city, Iowa",19,47820
5849,151,11,"McClelland city, Iowa",19,47865
5850,2437,521,"Madrid city, Iowa",19,48450
5851,829,248,"McGregor city, Iowa",19,48000
5852,122,20,"McIntire city, Iowa",19,48045
5853,113,23,"Macksburg city, Iowa",19,48180
5854,183,30,"Magnolia city, Iowa",19,48495
5855,247,154,"Maharishi Vedic City city, Iowa",19,48500
5856,287,37,"Malcom city, Iowa",19,48540
5857,274,49,"Mallard city, Iowa",19,48585
5858,29,1,"Maloy city, Iowa",19,48675
5859,1086,284,"Malvern city, Iowa",19,48720
5860,5073,1334,"Manchester city, Iowa",19,48810
5861,154,30,"Morland city, Kansas",20,48275
5862,666,150,"Mound City city, Kansas",20,48750
5863,230,43,"Morrill city, Kansas",20,48300
5864,155,16,"Morrowville city, Kansas",20,48450
5865,310,70,"Moscow city, Kansas",20,48600
5866,1657,409,"Moundridge city, Kansas",20,48800
5867,407,86,"Mound Valley city, Kansas",20,48825
5868,772,199,"Mount Hope city, Kansas",20,48900
5869,520,109,"Mulberry city, Kansas",20,49025
5870,255,92,"Mullinville city, Kansas",20,49075
5871,6048,1134,"Mulvane city, Kansas",20,49100
5872,94,7,"Narka city, Kansas",20,49350
5873,100,29,"Munden city, Kansas",20,49150
5874,213,37,"Munjor CDP, Kansas",20,49200
5875,176,30,"Muscotah city, Kansas",20,49325
5876,64,11,"Nashville city, Kansas",20,49400
5877,335,76,"Natoma city, Kansas",20,49425
5878,2442,750,"Neodesha city, Kansas",20,49650
5879,141,46,"Neosho Falls city, Kansas",20,49825
5880,260,38,"Neosho Rapids city, Kansas",20,49875
5881,1405,238,"Ness City city, Kansas",20,49925
5882,394,59,"New Strawn city, Kansas",20,50450
5883,143,3,"Netawaka city, Kansas",20,49950
5884,56,4,"New Albany city, Kansas",20,50150
5885,126,32,"New Cambria city, Kansas",20,50300
5886,18671,5728,"Newton city, Kansas",20,50475
5887,1070,247,"Nickerson city, Kansas",20,50525
5888,83,6,"Cleveland city, North Dakota",38,14660
5889,601,11,"Lake Buckhorn CDP, Ohio",39,41349
5890,1170,61,"Lake Lorelei CDP, Ohio",39,41419
5891,3060,833,"Lakemore village, Ohio",39,41454
5892,1066,307,"Lakeview village, Ohio",39,41608
5893,226,14,"Lakeline village, Ohio",39,41398
5894,4592,343,"Lake Darby CDP, Ohio",39,41363
5895,304,60,"Lafferty CDP, Ohio",39,41188
5896,3383,257,"Lake Lakengren CDP, Ohio",39,41373
5897,665,202,"Lakeside CDP, Ohio",39,41552
5898,485,19,"Lake Tomahawk CDP, Ohio",39,41597
5899,1985,489,"LaGrange village, Ohio",39,41230
5900,1652,40,"Lake Mohawk CDP, Ohio",39,41443
5901,465,46,"Lake Seneca CDP, Ohio",39,41500
5902,1173,84,"Lake Waynoka CDP, Ohio",39,41657
5903,51761,25669,"Lakewood city, Ohio",39,41664
5904,37909,15479,"Lancaster city, Ohio",39,41720
5905,6777,1197,"Landen CDP, Ohio",39,41755
5906,634,157,"Lansing CDP, Ohio",39,41860
5907,474,124,"Laura village, Ohio",39,42028
5908,527,244,"Laurelville village, Ohio",39,42084
5909,1973,467,"Leavittsburg CDP, Ohio",39,42308
5910,19510,6846,"Lebanon city, Ohio",39,42364
5911,222,40,"Lewistown CDP, Ohio",39,42966
5912,747,248,"La Rue village, Ohio",39,41902
5913,1314,528,"Leesburg village, Ohio",39,42476
5914,193,21,"Latty village, Ohio",39,41986
5915,1959,461,"Leetonia village, Ohio",39,42560
5916,2064,561,"Leipsic village, Ohio",39,42602
5917,1820,533,"Lewisburg village, Ohio",39,42938
5918,34471,17271,"Lima city, Ohio",39,43554
5919,1180,285,"Liberty Center village, Ohio",39,43414
5920,3286,2133,"Lincoln Heights village, Ohio",39,43722
5921,141,42,"Lockington village, Ohio",39,44352
5922,158,26,"Leesville village, Ohio",39,42518
5923,160,20,"Lewisville village, Ohio",39,42980
5924,4740,1328,"Lexington village, Ohio",39,42994
5925,151,13,"Limaville village, Ohio",39,43596
5926,9032,3545,"Lincoln Village CDP, Ohio",39,43792
5927,446,60,"Lindsey village, Ohio",39,43904
5928,179,122,"Linndale village, Ohio",39,43918
5929,2679,1045,"Lisbon village, Ohio",39,44030
5930,1106,225,"Lithopolis village, Ohio",39,44086
5931,263,62,"Little Hocking CDP, Ohio",39,44128
5932,3444,1912,"Lockland village, Ohio",39,44366
5933,2723,951,"Lodi village, Ohio",39,44604
5934,3417,436,"Lordstown village, Ohio",39,44912
5935,237,93,"Lockbourne village, Ohio",39,44310
5936,6963,3007,"Logan city, Ohio",39,44632
5937,1021,245,"Logan Elm Village CDP, Ohio",39,44636
5938,9701,4110,"London city, Ohio",39,44674
5939,63435,26877,"Lorain city, Ohio",39,44856
5940,2513,839,"Loudonville village, Ohio",39,45066
5941,9085,2885,"Louisville city, Ohio",39,45094
5942,11986,2771,"Loveland city, Ohio",39,45108
5943,1523,240,"Loveland Park CDP, Ohio",39,45122
5944,549,113,"Lowell village, Ohio",39,45164
5945,325,62,"Lore City village, Ohio",39,44954
5946,344,117,"Foyil town, Oklahoma",40,27600
5947,161,29,"Foster town, Oklahoma",40,27500
5948,151,22,"Foss town, Oklahoma",40,27450
5949,330,61,"Fort Supply town, Oklahoma",40,27350
5950,519,105,"Fort Towson town, Oklahoma",40,27400
5951,3825,1123,"Frederick city, Oklahoma",40,27800
5952,315,81,"Francis town, Oklahoma",40,27650
5953,289,32,"Freedom town, Oklahoma",40,27850
5954,24,3,"Friendship town, Oklahoma",40,27900
5955,442,99,"Gage town, Oklahoma",40,28250
5956,614,221,"Medaryville town, Indiana",18,48186
5957,695,161,"Memphis CDP, Indiana",18,48384
5958,693,154,"Medora town, Indiana",18,48240
5959,197,59,"Mellott town, Indiana",18,48294
5960,3620,248,"Melody Hill CDP, Indiana",18,48330
5961,1001,322,"Mentone town, Indiana",18,48402
5962,1616,85,"Meridian Hills town, Indiana",18,48456
5963,228,39,"Merom town, Indiana",18,48474
5964,34791,10071,"Merrillville town, Indiana",18,48528
5965,188,49,"Metamora CDP, Indiana",18,48563
5966,836,141,"Mexico CDP, Indiana",18,48636
5967,313,22,"Michiana Shores town, Indiana",18,48744
5968,28809,11663,"Michigan City city, Indiana",18,48798
5969,467,193,"Michigantown town, Indiana",18,48816
5970,1652,306,"Manson city, Iowa",19,48990
5971,1160,221,"Mapleton city, Iowa",19,49170
5972,120,28,"Marne city, Iowa",19,49575
5973,1433,375,"Manning city, Iowa",19,48945
5974,735,142,"Manilla city, Iowa",19,48855
5975,1286,301,"Manly city, Iowa",19,48900
5976,6009,1919,"Maquoketa city, Iowa",19,49215
5977,237,48,"Marathon city, Iowa",19,49260
5978,307,41,"Marble Rock city, Iowa",19,49305
5979,1087,185,"Marcus city, Iowa",19,49350
5980,34476,6721,"Marion city, Iowa",19,49485
5981,375,92,"Marquette city, Iowa",19,49620
5982,26362,7727,"Marshalltown city, Iowa",19,49755
5983,355,68,"Massena city, Iowa",19,50250
5984,2441,596,"Marengo city, Iowa",19,49395
5985,255,49,"Martelle city, Iowa",19,49845
5986,465,104,"Martensdale city, Iowa",19,49890
5987,112,19,"Martinsburg city, Iowa",19,49935
5988,66,0,"Marysville city, Iowa",19,50070
5989,27223,7892,"Mason City city, Iowa",19,50160
5990,127,20,"Masonville city, Iowa",19,50205
5991,87,4,"Matlock city, Iowa",19,50385
5992,275,30,"Maurice city, Iowa",19,50430
5993,920,123,"Maxwell city, Iowa",19,50520
5994,518,108,"Maynard city, Iowa",19,50610
5995,830,177,"Melbourne city, Iowa",19,50880
5996,176,24,"Maysville city, Iowa",19,50655
5997,1102,163,"Mechanicsville city, Iowa",19,50700
5998,1480,243,"Mediapolis city, Iowa",19,50790
5999,1288,192,"Melcher-Dallas city, Iowa",19,50935
6000,112,8,"Melrose city, Iowa",19,50970
6001,214,25,"Melvin city, Iowa",19,51060
6002,353,34,"Menlo city, Iowa",19,51105
6003,159,45,"Meriden city, Iowa",19,51150
6004,755,97,"Merrill city, Iowa",19,51375
6005,318,69,"Middletown city, Iowa",19,51735
6006,256,44,"Meservey city, Iowa",19,51420
6007,31,6,"Meyer CDP, Iowa",19,51510
6008,522,72,"Middle Amana CDP, Iowa",19,51600
6009,445,75,"Miles city, Iowa",19,52050
6010,2856,745,"Milford city, Iowa",19,52095
6011,159,26,"Millersburg city, Iowa",19,52230
6012,45,18,"Millerton city, Iowa",19,52275
6013,30,4,"Millville city, Iowa",19,52410
6014,775,93,"Milo city, Iowa",19,52455
6015,302,45,"Mingo city, Iowa",19,52815
6016,60,7,"Miller CDP, Iowa",19,52140
6017,443,93,"Milton city, Iowa",19,52500
6018,599,87,"Minden city, Iowa",19,52590
6019,166,25,"Mineola CDP, Iowa",19,52635
6020,2736,850,"Missouri Valley city, Iowa",19,52860
6021,138,26,"Mitchell city, Iowa",19,52905
6022,1647,353,"Mitchellville city, Iowa",19,52950
6023,283,40,"Modale city, Iowa",19,52995
6024,34,4,"Mona CDP, Iowa",19,53085
6025,7297,1478,"Park City city, Kansas",20,54450
6026,365,75,"Minburn city, Iowa",19,52545
6027,49,0,"La Chuparosa CDP, Texas",48,40018
6028,830,827,"Lackland AFB CDP, Texas",48,40036
6029,1119,278,"LaCoste city, Texas",48,40108
6030,6462,2935,"Lacy-Lakeview city, Texas",48,40168
6031,612,219,"Ladonia town, Texas",48,40180
6032,153,21,"La Escondida CDP, Texas",48,40186
6033,229,20,"La Esperanza CDP, Texas",48,40188
6034,7302,2134,"La Feria city, Texas",48,40204
6035,212,39,"La Feria North CDP, Texas",48,40210
6036,204,39,"Lago CDP, Texas",48,40258
6037,266,10,"Laguna Seca CDP, Texas",48,40320
6038,6041,1152,"Lago Vista city, Texas",48,40264
6039,115,2,"Lago Vista CDP, Texas",48,40270
6040,4541,1596,"La Grange city, Texas",48,40276
6041,1622,235,"La Grulla city, Texas",48,40288
6042,3488,1900,"Laguna Heights CDP, Texas",48,40300
6043,1276,277,"Laguna Park CDP, Texas",48,40312
6044,3117,807,"Laguna Vista town, Texas",48,40336
6045,11952,2233,"La Homa CDP, Texas",48,40342
6046,3985,1158,"La Joya city, Texas",48,40384
6047,3071,284,"Lake Cherokee CDP, Texas",48,40468
6048,340,118,"Lake Bridgeport city, Texas",48,40450
6049,1532,281,"Lake Brownwood CDP, Texas",48,40456
6050,1728,288,"Lake Bryan CDP, Texas",48,40462
6051,509,111,"Lake City town, Texas",48,40472
6052,588,99,"Lake Colorado City CDP, Texas",48,40475
6053,7101,2031,"Lake Dallas city, Texas",48,40516
6054,1934,506,"Lake Dunlap CDP, Texas",48,40522
6055,5150,741,"Lakehills CDP, Texas",48,40576
6056,26792,7301,"Lake Jackson city, Texas",48,40588
6057,1906,195,"Lake Kiowa CDP, Texas",48,40624
6058,1235,212,"Lake Medina Shores CDP, Texas",48,40674
6059,312,31,"Lakeside town (San Patricio County), Texas",48,40738
6060,437,75,"Lake Meredith Estates CDP, Texas",48,40676
6061,974,129,"Lakeport city, Texas",48,40696
6062,504,84,"Lakeshore Gardens-Hidden Acres CDP, Texas",48,40714
6063,1301,112,"Lakeside town (Tarrant County), Texas",48,40744
6064,997,61,"Lakeside City town, Texas",48,40756
6065,796,8,"Lake Tanglewood village, Texas",48,40804
6066,107,8,"Lakeview town, Texas",48,40888
6067,199,53,"Lake View CDP, Texas",48,40966
6068,11332,1955,"Lakeway city, Texas",48,40984
6069,3063,297,"West Lake Hills city, Texas",48,77632
6070,4274,1018,"West Livingston CDP, Texas",48,77662
6071,861,138,"Westminster CDP, Texas",48,77680
6072,22685,3450,"West Odessa CDP, Texas",48,77728
6073,682,8,"Westover Hills town, Texas",48,77788
6074,563,63,"Weston city, Texas",48,77740
6075,2482,43,"Weston Lakes city, Texas",48,77746
6076,3443,1117,"West Orange city, Texas",48,77752
6077,2309,578,"West Sharyland CDP, Texas",48,77866
6078,1576,398,"West Tawakoni city, Texas",48,77896
6079,14787,1151,"West University Place city, Texas",48,77956
6080,4188,1093,"Westway CDP, Texas",48,78016
6081,1162,193,"Westwood Shores CDP, Texas",48,78040
6082,2472,1184,"Westworth Village city, Texas",48,78076
6083,8660,4109,"Wharton city, Texas",48,78136
6084,449,114,"Whiteface town, Texas",48,78328
6085,1546,403,"Wheeler city, Texas",48,78208
6086,1000,184,"White Deer town, Texas",48,78316
6087,7660,1907,"Whitehouse city, Texas",48,78388
6088,6469,1828,"White Oak city, Texas",48,78436
6089,3713,1311,"Whitesboro city, Texas",48,78532
6090,15535,6672,"White Settlement city, Texas",48,78544
6091,1604,509,"Whitewright town, Texas",48,78628
6092,1935,865,"Whitney town, Texas",48,78664
6093,26010,9173,"Horn Lake city, Mississippi",28,33700
6094,3557,1323,"Houston city, Mississippi",28,33900
6095,2049,977,"Itta Bena city, Mississippi",28,35260
6096,1535,230,"Hurley CDP, Mississippi",28,34340
6097,10444,4295,"Indianola city, Mississippi",28,34740
6098,1019,292,"Inverness town, Mississippi",28,35020
6099,167479,78502,"Jackson city, Mississippi",28,36000
6100,1298,526,"Jonestown town, Mississippi",28,36800
6101,526,88,"Enterprise town, Mississippi",28,22580
6102,1886,940,"Flora town, Mississippi",28,24940
6103,4107,946,"Florence town, Mississippi",28,24980
6104,90,14,"Gattman village, Mississippi",28,26780
6105,191,76,"Golden town, Mississippi",28,27940
6106,7143,2134,"Gulf Hills CDP, Mississippi",28,29620
6107,65809,28726,"Gulfport city, Mississippi",28,29700
6108,2083,476,"Guntown town, Mississippi",28,29940
6109,457,79,"Hamilton CDP, Mississippi",28,30220
6110,1184,161,"Helena CDP, Mississippi",28,31460
6111,530,149,"Hickory town, Mississippi",28,31980
6112,713,292,"Isola town, Mississippi",28,35220
6113,2798,1155,"Iuka city, Mississippi",28,35300
6114,1054,213,"Kearney Park CDP, Mississippi",28,37190
6115,7550,3456,"Nevada city, Missouri",29,51644
6116,94,32,"Newark village, Missouri",29,51662
6117,669,218,"New Bloomfield city, Missouri",29,51680
6118,470,166,"Newburg city, Missouri",29,51716
6119,195,33,"New Cambria city, Missouri",29,51734
6120,686,224,"New Florence city, Missouri",29,51770
6121,1089,312,"New Franklin city, Missouri",29,51824
6122,291,94,"New Hampton city, Missouri",29,51860
6123,183,102,"Newtown town, Missouri",29,52328
6124,612,167,"Liberty town, Mississippi",28,40640
6125,699,193,"Kilmichael town, Mississippi",28,37560
6126,2194,382,"Kiln CDP, Mississippi",28,37600
6127,2001,522,"New Haven city, Missouri",29,51914
6128,974,325,"New London city, Missouri",29,52058
6129,2985,1180,"New Madrid city, Missouri",29,52076
6130,405,142,"Niangua city, Missouri",29,52418
6131,18781,5688,"Nixa city, Missouri",29,52616
6132,1832,1045,"Noel city, Missouri",29,52742
6133,708,158,"Norborne city, Missouri",29,52760
6134,4141,1162,"Northwoods city, Missouri",29,53408
6135,475,49,"New Melle city, Missouri",29,52148
6136,4540,2603,"Normandy city, Missouri",29,52796
6137,4208,3015,"North Kansas City city, Missouri",29,53102
6138,49,12,"North Lilbourn village, Missouri",29,53138
6139,314,122,"Northmoor city, Missouri",29,53174
6140,665,271,"Norwood city, Missouri",29,53454
6141,959,837,"Norwood Court town, Missouri",29,53462
6142,139,18,"Novelty village, Missouri",29,53516
6143,456,91,"Novinger city, Missouri",29,53534
6144,243,45,"Oak Ridge town, Missouri",29,53786
6145,7698,2891,"Oak Grove city, Missouri",29,53624
6146,509,245,"Oak Grove Village village, Missouri",29,53650
6147,1098,119,"Oakland city, Missouri",29,53750
6148,129,16,"Oaks village, Missouri",29,53804
6149,375,29,"Oakview village, Missouri",29,53858
6150,35984,3950,"Oakville CDP, Missouri",29,53876
6151,185,13,"Oakwood village, Missouri",29,53894
6152,188,20,"Oakwood Park village, Missouri",29,53948
6153,5238,1762,"Odessa city, Missouri",29,54038
6154,265,74,"Old Monroe city, Missouri",29,54416
6155,79035,11174,"O'Fallon city, Missouri",29,54074
6156,85,21,"Old Appleton town, Missouri",29,54200
6157,19070,1076,"Old Jamestown CDP, Missouri",29,54352
6158,128,52,"Olean town, Missouri",29,54560
6159,7736,1665,"Olivette city, Missouri",29,54650
6160,111,19,"Barronett CDP, Wisconsin",55,04925
6161,500,87,"Bay City village, Wisconsin",55,05325
6162,4358,545,"Bayside village, Wisconsin",55,05450
6163,448,184,"Bear Creek village, Wisconsin",55,05575
6164,15791,5851,"Beaver Dam city, Wisconsin",55,05900
6165,2241,377,"Belgium village, Wisconsin",55,06150
6166,117,17,"Bell Center village, Wisconsin",55,06225
6167,35413,14136,"Beloit city, Wisconsin",55,06500
6168,2385,530,"Belleville village, Wisconsin",55,06300
6169,14546,4022,"Bellevue village, Wisconsin",55,06350
6170,986,233,"Belmont village, Wisconsin",55,06425
6171,973,187,"Benton village, Wisconsin",55,06825
6172,5475,1781,"Berlin city, Wisconsin",55,06925
6173,1290,231,"Big Bend village, Wisconsin",55,07200
6174,61,3,"Big Falls village, Wisconsin",55,07250
6175,293,255,"Birch Hill CDP, Wisconsin",55,07532
6176,3442,1272,"Black River Falls city, Wisconsin",55,07900
6177,782,236,"Birnamwood village, Wisconsin",55,07600
6178,820,159,"Biron village, Wisconsin",55,07650
6179,1316,320,"Black Creek village, Wisconsin",55,07725
6180,1294,363,"Blair city, Wisconsin",55,08075
6181,825,183,"Blanchardville village, Wisconsin",55,08125
6182,3508,831,"Bloomer city, Wisconsin",55,08225
6183,735,143,"Bloomington village, Wisconsin",55,08375
6184,487,175,"Bayfield city, Wisconsin",55,05350
6185,442,147,"Birchwood village, Wisconsin",55,07550
6186,1295,280,"Black Earth village, Wisconsin",55,07800
6187,156,48,"Boaz village, Wisconsin",55,08600
6188,855,88,"Blue Mounds village, Wisconsin",55,08475
6189,434,82,"Blue River village, Wisconsin",55,08525
6190,742,253,"Bluffview CDP, Wisconsin",55,08560
